,J
2018-09-14,62.68145751953125
2018-09-17,62.83861541748047
2018-09-18,62.99577331542969
2018-09-19,63.53342056274414
2018-09-20,63.47552108764648
2018-09-21,64.19514465332031
2018-09-24,63.9056396484375
2018-09-25,64.02143859863281
2018-09-26,63.67403793334961
2018-09-27,63.25218963623047
2018-09-28,63.27700424194336
2018-10-01,63.74020767211914
2018-10-02,63.85601043701172
2018-10-03,64.20341491699219
2018-10-04,64.40193176269531
2018-10-05,63.310089111328125
2018-10-08,63.75675201416016
2018-10-09,63.40934753417969
2018-10-10,61.43246078491211
2018-10-11,59.71198654174805
2018-10-12,59.55482864379883
2018-10-15,60.34062194824219
2018-10-16,61.48208618164063
2018-10-17,61.08505630493164
2018-10-18,60.4564208984375
2018-10-19,59.78643035888672
2018-10-22,63.8642807006836
2018-10-23,62.714542388916016
2018-10-24,59.99321746826172
2018-10-25,62.226524353027344
2018-10-26,61.13468551635742
2018-10-29,59.88568878173828
2018-10-30,61.324928283691406
2018-10-31,62.110721588134766
2018-11-01,62.47467041015625
2018-11-02,62.15208053588867
2018-11-05,63.53342056274414
2018-11-06,65.78327178955078
2018-11-07,66.9330062866211
2018-11-08,65.70055389404297
2018-11-09,63.89736557006836
2018-11-12,62.11899566650391
2018-11-13,61.75504684448242
2018-11-14,60.63839340209961
2018-11-15,62.036277770996094
2018-11-16,61.35801696777344
2018-11-19,60.32407760620117
2018-11-20,53.80613327026367
2018-11-21,53.9384765625
2018-11-23,53.50835800170898
2018-11-26,53.98810577392578
2018-11-27,53.50835800170898
2018-11-28,54.74081039428711
2018-11-29,53.84748840332031
2018-11-30,54.318965911865234
2018-12-03,54.575382232666016
2018-12-04,51.92023086547852
2018-12-06,50.38999938964844
2018-12-07,49.44704818725586
2018-12-10,48.686073303222656
2018-12-11,49.53803634643555
2018-12-12,50.31555938720703
2018-12-13,49.53803634643555
2018-12-14,48.55372619628906
2018-12-17,47.85892105102539
2018-12-18,47.72657775878906
2018-12-19,47.51979064941406
2018-12-20,47.23855972290039
2018-12-21,46.25424957275391
2018-12-24,45.69178771972656
2018-12-26,47.85892105102539
2018-12-27,48.25595474243164
2018-12-28,47.6273193359375
2018-12-31,48.35520935058594
2019-01-02,48.37175369262695
2019-01-03,47.39571762084961
2019-01-04,49.23199081420898
2019-01-07,49.24026107788086
2019-01-08,49.322975158691406
2019-01-09,49.75309753417969
2019-01-10,50.24938583374024
2019-01-11,50.01778411865234
2019-01-14,49.70346832275391
2019-01-15,49.5959358215332
2019-01-16,49.36433410644531
2019-01-17,50.05913925170898
2019-01-18,51.705169677734375
2019-01-22,51.07653427124024
2019-01-23,51.0351791381836
2019-01-24,51.43221282958984
2019-01-25,52.74737930297852
2019-01-28,52.20146179199219
2019-01-29,52.06084442138672
2019-01-30,52.87972259521485
2019-01-31,53.59934616088867
2019-02-01,54.087364196777344
2019-02-04,55.03031539916992
2019-02-05,55.195743560791016
2019-02-06,56.26276779174805
2019-02-07,53.955020904541016
2019-02-08,54.368595123291016
2019-02-11,54.368595123291016
2019-02-12,55.94018173217773
2019-02-13,56.60190200805664
2019-02-14,56.15523910522461
2019-02-15,56.841773986816406
2019-02-19,58.93446350097656
2019-02-20,61.04369735717773
2019-02-21,61.01061248779297
2019-02-22,61.58134460449219
2019-02-25,61.89566421508789
2019-02-26,61.86257553100586
2019-02-27,61.86257553100586
2019-02-28,61.027156829833984
2019-03-01,61.21739959716797
2019-03-04,60.911354064941406
2019-03-05,60.38197708129883
2019-03-06,59.76161575317383
2019-03-07,59.64581298828125
2019-03-08,59.47211456298828
2019-03-11,60.41506576538086
2019-03-12,60.43160629272461
2019-03-13,60.60530853271485
2019-03-14,60.448150634765625
2019-03-15,61.05197143554688
2019-03-18,61.490360260009766
2019-03-19,61.00234222412109
2019-03-20,60.9775276184082
2019-03-21,61.7633171081543
2019-03-22,60.43988037109375
2019-03-25,60.53086471557617
2019-03-26,60.99406814575195
2019-03-27,60.73765182495117
2019-03-28,61.98664855957031
2019-03-29,62.19343566894531
2019-04-01,63.77329635620117
2019-04-02,63.35144805908203
2019-04-03,63.09503173828125
2019-04-04,62.98750305175781
2019-04-05,63.4507064819336
2019-04-08,63.44243240356445
2019-04-09,62.507755279541016
2019-04-10,62.458126068115234
2019-04-11,63.1777458190918
2019-04-12,63.69057846069336
2019-04-15,63.21083068847656
2019-04-16,63.78156661987305
2019-04-17,63.500335693359375
2019-04-18,63.6326789855957
2019-04-22,65.08019256591797
2019-04-23,66.44499206542969
2019-04-24,65.70055389404297
2019-04-25,64.82377624511719
2019-04-26,65.32833862304688
2019-04-29,64.8982162475586
2019-04-30,64.46810150146484
2019-05-01,64.17859649658203
2019-05-02,63.47552108764648
2019-05-03,63.6988525390625
2019-05-06,63.6988525390625
2019-05-07,64.70797729492188
2019-05-08,65.36969757080078
2019-05-09,65.03883361816406
2019-05-10,65.06365203857422
2019-05-13,62.70627212524414
2019-05-14,63.26873397827149
2019-05-15,63.53342056274414
2019-05-16,64.10415649414062
2019-05-17,63.310089111328125
2019-05-20,62.921329498291016
2019-05-21,64.08760833740234
2019-05-22,63.50860595703125
2019-05-23,62.20170974731445
2019-05-24,62.739356994628906
2019-05-28,61.79640579223633
2019-05-29,61.101600646972656
2019-05-30,62.19343566894531
2019-05-31,62.276153564453125
2019-06-03,63.566505432128906
2019-06-04,65.2787094116211
2019-06-05,66.20511627197266
2019-06-06,65.86598205566406
2019-06-07,65.67574310302734
2019-06-10,66.28783416748047
2019-06-11,64.82377624511719
2019-06-12,64.38538360595703
2019-06-13,64.79068756103516
2019-06-14,64.76587677001953
2019-06-17,64.68315887451172
2019-06-18,66.05622863769531
2019-06-19,66.6931381225586
2019-06-20,67.74361419677734
2019-06-21,68.08274841308594
2019-06-24,67.8097915649414
2019-06-25,68.09101867675781
2019-06-26,68.49632263183594
2019-06-27,69.48890686035156
2019-06-28,69.80322265625
2019-07-01,70.14234924316406
2019-07-02,69.79495239257812
2019-07-03,70.13407897949219
2019-07-05,70.06790924072266
2019-07-08,69.10841369628906
2019-07-09,69.48062896728516
2019-07-10,69.33174133300781
2019-07-11,69.52198791503906
2019-07-12,70.48148345947266
2019-07-15,70.13407897949219
2019-07-16,70.92814636230469
2019-07-17,70.09272766113281
2019-07-18,69.43099975585938
2019-07-19,69.40618896484375
2019-07-22,69.58816528320312
2019-07-23,70.24988555908203
2019-07-24,70.84542846679688
2019-07-25,69.89420318603516
2019-07-26,70.27469635009766
2019-07-29,69.6295166015625
2019-07-30,69.67914581298828
2019-07-31,68.24817657470703
2019-08-01,66.64350891113281
2019-08-02,65.8990707397461
2019-08-05,66.99918365478516
2019-08-06,69.62124633789062
2019-08-07,69.1745834350586
2019-08-08,70.74617004394531
2019-08-09,71.05221557617188
2019-08-12,68.61212158203125
2019-08-13,69.3896484375
2019-08-14,66.8089370727539
2019-08-15,67.5616455078125
2019-08-16,69.0505142211914
2019-08-19,69.47235870361328
2019-08-20,69.12495422363281
2019-08-21,71.15974426269531
2019-08-22,71.5898666381836
2019-08-23,70.31605529785156
2019-08-26,70.81234741210938
2019-08-27,70.32432556152344
2019-08-28,70.72135925292969
2019-08-29,72.61553192138672
2019-08-30,73.50057983398438
2019-09-03,73.85625457763672
2019-09-04,75.16315460205078
2019-09-05,75.5684585571289
2019-09-06,76.3625259399414
2019-09-09,76.19709014892578
2019-09-10,74.41871643066406
2019-09-11,74.27810668945312
2019-09-12,74.75785064697266
2019-09-13,75.44438934326172
2019-09-16,76.65202331542969
2019-09-17,77.37992095947266
2019-09-18,77.06559753417969
2019-09-19,76.29634857177734
2019-09-20,75.92413330078125
2019-09-23,75.51055908203125
2019-09-24,74.79093933105469
2019-09-25,75.4940185546875
2019-09-26,75.25414276123047
2019-09-27,75.01426696777344
2019-09-30,75.68425750732422
2019-10-01,74.04650115966797
2019-10-02,72.69824981689453
2019-10-03,72.7975082397461
2019-10-04,74.29464721679688
2019-10-07,73.5336685180664
2019-10-08,73.07046508789062
2019-10-09,73.666015625
2019-10-10,74.14575958251953
2019-10-11,75.97376251220703
2019-10-14,75.56018829345703
2019-10-15,76.58585357666016
2019-10-16,75.940673828125
2019-10-17,77.14004516601562
2019-10-18,76.84226989746094
2019-10-21,77.0159683227539
2019-10-22,77.3551025390625
2019-10-23,76.84226989746094
2019-10-24,77.23103332519531
2019-10-25,77.6942367553711
2019-10-28,78.09127044677734
2019-10-29,77.99201202392578
2019-10-30,78.44694519042969
2019-10-31,77.40473175048828
2019-11-01,79.46434020996094
2019-11-04,80.2253189086914
2019-11-05,80.50654602050781
2019-11-06,80.1839599609375
2019-11-07,79.16656494140625
2019-11-08,78.24842834472656
2019-11-11,78.67854309082031
2019-11-12,78.75299072265625
2019-11-13,77.1069564819336
2019-11-14,78.16571044921875
2019-11-15,78.02509307861328
2019-11-18,77.50399017333984
2019-11-19,78.17398071289062
2019-11-20,77.96719360351562
2019-11-21,77.16485595703125
2019-11-22,77.23930358886719
2019-11-25,75.06389617919922
2019-11-26,75.6594467163086
2019-11-27,76.53622436523438
2019-11-29,76.17227935791016
2019-12-02,73.9141616821289
2019-12-03,73.31034088134766
2019-12-04,71.37480926513672
2019-12-05,70.837158203125
2019-12-06,70.32432556152344
2019-12-09,71.0025863647461
2019-12-10,72.06961059570312
2019-12-11,72.86367797851562
2019-12-12,74.46007537841797
2019-12-13,74.46834564208984
2019-12-16,73.83971405029297
2019-12-17,73.98033142089844
2019-12-18,73.09527587890625
2019-12-19,73.23589324951172
2019-12-20,74.47662353515625
2019-12-23,74.77439880371094
2019-12-24,74.08786010742188
2019-12-26,74.51797485351562
2019-12-27,74.06304168701172
2019-12-30,74.12921905517578
2019-12-31,74.30291748046875
2020-01-02,74.66686248779297
2020-01-03,75.17969512939453
2020-01-06,75.0390853881836
2020-01-07,75.30377197265625
2020-01-08,74.01341247558594
2020-01-09,75.17969512939453
2020-01-10,74.96463775634766
2020-01-13,75.38648223876953
2020-01-14,76.57758331298828
2020-01-15,76.7347412109375
2020-01-16,77.3137435913086
2020-01-17,77.75213623046875
2020-01-21,78.40558624267578
2020-01-22,78.45521545410156
2020-01-23,79.45606231689453
2020-01-24,80.23358917236328
2020-01-27,78.8108901977539
2020-01-28,78.44694519042969
2020-01-29,78.3973159790039
2020-01-30,78.15744018554688
2020-01-31,76.53622436523438
2020-02-03,76.95806884765625
2020-02-04,78.95977783203125
2020-02-05,80.02680206298828
2020-02-06,79.42298126220703
2020-02-07,79.2244644165039
2020-02-10,80.25012969970703
2020-02-11,80.83740997314453
2020-02-12,82.10294342041016
2020-02-13,82.07813262939453
2020-02-14,83.26095581054688
2020-02-18,83.1782455444336
2020-02-19,83.92267608642578
2020-02-20,84.39415740966797
2020-02-21,85.9078369140625
2020-02-24,84.3279800415039
2020-02-25,81.64801025390625
2020-02-26,82.57442474365234
2020-02-27,77.1896743774414
2020-02-28,76.37906646728516
2020-03-02,80.1426010131836
2020-03-03,80.72987365722656
2020-03-04,83.78205871582031
2020-03-05,80.44864654541016
2020-03-06,77.8100357055664
2020-03-09,73.56675720214844
2020-03-10,76.32943725585938
2020-03-11,72.78923034667969
2020-03-12,65.44413757324219
2020-03-13,71.76356506347656
2020-03-16,65.23735046386719
2020-03-17,66.66004943847656
2020-03-18,65.70055389404297
2020-03-19,61.77986145019531
2020-03-20,54.30242156982422
2020-03-23,52.11874771118164
2020-03-24,57.47867965698242
2020-03-25,60.58876419067383
2020-03-26,66.02314758300781
2020-03-27,61.93701934814453
2020-03-30,64.50946044921875
2020-03-31,65.5682144165039
2020-04-01,65.52685546875
2020-04-02,67.1480712890625
2020-04-03,65.320068359375
2020-04-06,69.00088500976562
2020-04-07,67.7270736694336
2020-04-08,66.94955444335938
2020-04-09,67.25559997558594
2020-04-13,66.03141784667969
2020-04-14,67.66917419433594
2020-04-15,66.1885757446289
2020-04-16,65.38623809814453
2020-04-17,69.64606475830078
2020-04-20,66.75103759765625
2020-04-21,64.6914291381836
2020-04-22,65.7667236328125
2020-04-23,65.96524047851562
2020-04-24,66.17202758789062
2020-04-27,65.99832916259766
2020-04-28,69.06705474853516
2020-04-29,68.4301528930664
2020-04-30,68.44669342041016
2020-05-01,66.81720733642578
2020-05-04,67.02399444580078
2020-05-05,67.44583892822266
2020-05-06,64.80723571777344
2020-05-07,64.97266387939453
2020-05-08,66.147216796875
2020-05-11,64.98920440673828
2020-05-12,61.75504684448242
2020-05-13,59.61272811889648
2020-05-14,59.223968505859375
2020-05-15,59.64581298828125
2020-05-18,63.99662399291992
2020-05-19,61.440731048583984
2020-05-20,63.20256042480469
2020-05-21,63.66576385498047
2020-05-22,63.77329635620117
2020-05-26,66.67658996582031
2020-05-27,69.66260528564453
2020-05-28,69.72050476074219
2020-05-29,69.49717712402344
2020-06-01,70.3822250366211
2020-06-02,70.60556030273438
2020-06-03,72.63207244873047
2020-06-04,72.45010375976562
2020-06-05,73.666015625
2020-06-08,74.0382308959961
2020-06-09,73.27725219726562
2020-06-10,70.20025634765625
2020-06-11,66.27955627441406
2020-06-12,66.57733154296875
2020-06-15,68.14891815185547
2020-06-16,70.40704345703125
2020-06-17,70.65518951416016
2020-06-18,70.423583984375
2020-06-19,70.78752899169922
2020-06-22,70.85369873046875
2020-06-23,70.57247161865234
2020-06-24,68.5542221069336
2020-06-25,69.182861328125
2020-06-26,68.23990631103516
2020-06-29,70.16716766357422
2020-06-30,70.14234924316406
2020-07-01,69.39791870117188
2020-07-02,70.85369873046875
2020-07-06,70.23333740234375
2020-07-07,69.08360290527344
2020-07-08,67.49546813964844
2020-07-09,65.22080993652344
2020-07-10,64.98920440673828
2020-07-13,65.12155151367188
2020-07-14,65.37796783447266
2020-07-15,67.13152313232422
2020-07-16,68.33916473388672
2020-07-17,69.08360290527344
2020-07-20,68.6369400024414
2020-07-21,69.44754791259766
2020-07-22,69.80322265625
2020-07-23,70.010009765625
2020-07-24,69.43099975585938
2020-07-27,69.65433502197266
2020-07-28,69.24076080322266
2020-07-29,71.73048400878906
2020-07-30,70.62210083007812
2020-07-31,70.59728240966797
2020-08-03,74.85710906982422
2020-08-04,76.3956069946289
2020-08-05,76.19709014892578
2020-08-06,74.8322982788086
2020-08-07,75.53536987304688
2020-08-10,75.36994171142578
2020-08-11,75.25414276123047
2020-08-12,74.84883880615234
2020-08-13,74.41044616699219
2020-08-14,74.44353485107422
2020-08-17,74.41871643066406
2020-08-18,74.3277359008789
2020-08-19,74.26155853271484
2020-08-20,73.64119720458984
2020-08-21,73.46749877929688
2020-08-24,73.92243194580078
2020-08-25,73.18626403808594
2020-08-26,73.15318298339844
2020-08-27,73.68255615234375
2020-08-28,73.99687194824219
2020-08-31,74.66686248779297
2020-09-01,75.63462829589844
2020-09-02,77.0159683227539
2020-09-03,75.27068328857422
2020-09-04,76.06475067138672
2020-09-08,74.95636749267578
2020-09-09,76.75955963134766
2020-09-10,75.36994171142578
2020-09-11,76.75955963134766
2020-09-14,77.7769546508789
2020-09-15,78.47175598144531
2020-09-16,78.28150939941406
2020-09-17,78.06645202636719
2020-09-18,77.84312438964844
2020-09-21,73.85625457763672
2020-09-22,75.54364776611328
2020-09-23,73.83971405029297
2020-09-24,74.46007537841797
2020-09-25,74.79093933105469
2020-09-28,76.4865951538086
2020-09-29,76.90843963623047
2020-09-30,76.7347412109375
2020-10-01,75.64290618896484
2020-10-02,77.95065307617188
2020-10-05,79.71248626708984
2020-10-06,78.80261993408203
2020-10-07,80.50654602050781
2020-10-08,81.8796157836914
2020-10-09,82.15257263183594
2020-10-12,83.36021423339844
2020-10-13,82.11949157714844
2020-10-14,81.81344604492188
2020-10-15,82.19393157958984
2020-10-16,82.16085052490234
2020-10-19,80.83740997314453
2020-10-20,81.02764892578125
2020-10-21,80.77951049804688
2020-10-22,81.49913024902344
2020-10-23,82.06159210205078
2020-10-26,79.85309600830078
2020-10-27,79.1086654663086
2020-10-28,77.09041595458984
2020-10-29,78.35595703125
2020-10-30,78.57928466796875
2020-11-02,81.98714447021484
2020-11-03,84.31970977783203
2020-11-04,79.11693572998047
2020-11-05,80.86222076416016
2020-11-06,80.73815155029297
2020-11-09,82.82257080078125
2020-11-10,84.0467529296875
2020-11-11,81.7638168334961
2020-11-12,82.10294342041016
2020-11-13,85.4198226928711
2020-11-16,88.67879486083984
2020-11-17,87.09893798828125
2020-11-18,87.04930877685547
2020-11-19,86.97486114501953
2020-11-20,85.85820770263672
2020-11-23,86.44548797607422
2020-11-24,88.9434814453125
2020-11-25,87.96744537353516
2020-11-27,87.56214141845703
2020-11-30,89.19989776611328
2020-12-01,89.9360580444336
2020-12-02,88.41410827636719
2020-12-03,89.15853881835938
2020-12-04,90.12630462646484
2020-12-07,90.86247253417967
2020-12-08,90.65568542480467
2020-12-09,90.73839569091795
2020-12-10,89.91951751708984
2020-12-11,89.86988830566406
2020-12-14,87.06584930419922
2020-12-15,87.60350036621094
2020-12-16,87.8681869506836
2020-12-17,88.50508880615234
2020-12-18,88.15768432617188
2020-12-21,88.22386169433594
2020-12-22,87.76892852783203
2020-12-23,88.38101959228516
2020-12-24,88.7366943359375
2020-12-28,88.356201171875
2020-12-29,88.6953353881836
2020-12-30,88.91039276123047
2020-12-31,90.12630462646484
2021-01-04,87.76892852783203
2021-01-05,88.63743591308594
2021-01-06,94.92377471923828
2021-01-07,94.97340393066406
2021-01-08,93.89810943603516
2021-01-11,93.47626495361328
2021-01-12,93.94773864746094
2021-01-13,93.27774810791016
2021-01-14,92.632568359375
2021-01-15,91.1436996459961
2021-01-19,92.3844223022461
2021-01-20,92.632568359375
2021-01-21,91.91294860839844
2021-01-22,91.82196044921876
2021-01-25,91.2264175415039
2021-01-26,90.00223541259766
2021-01-27,86.43721771240234
2021-01-28,86.54474639892578
2021-01-29,83.50910186767578
2021-02-01,84.08810424804688
2021-02-02,87.30572509765625
2021-02-03,87.75238037109375
2021-02-04,89.12545776367188
2021-02-05,88.87731170654297
2021-02-08,90.26692199707033
2021-02-09,92.6739273071289
2021-02-10,91.57382202148438
2021-02-11,95.1222915649414
2021-02-12,95.03958129882812
2021-02-16,93.65824127197266
2021-02-17,93.3108367919922
2021-02-18,93.06269073486328
2021-02-19,92.97997283935548
2021-02-22,95.74266052246094
2021-02-23,96.13968658447266
2021-02-24,99.05126190185548
2021-02-25,97.35559844970705
2021-02-26,95.18846893310548
2021-03-01,95.27117919921876
2021-03-02,94.75007629394533
2021-03-03,95.1801986694336
2021-03-04,93.36873626708984
2021-03-05,95.55241394042967
2021-03-08,97.81053161621094
2021-03-09,100.62284088134766
2021-03-10,103.18701171875
2021-03-11,103.44342803955078
2021-03-12,104.6014404296875
2021-03-15,104.12168884277344
2021-03-16,103.00503540039062
2021-03-17,103.65848541259766
2021-03-18,103.07948303222656
2021-03-19,102.04553985595705
2021-03-22,101.89665222167967
2021-03-23,100.74691772460938
2021-03-24,101.98764038085938
2021-03-25,104.34502410888672
2021-03-26,106.3880844116211
2021-03-29,105.35414123535156
2021-03-30,105.98278045654295
2021-03-31,106.92572784423828
2021-04-01,107.48818969726562
2021-04-05,109.7463150024414
2021-04-06,109.15076446533205
2021-04-07,108.72891998291016
2021-04-08,109.8207550048828
2021-04-09,111.75628662109376
2021-04-12,111.1938247680664
2021-04-13,108.8364486694336
2021-04-14,108.62139129638672
2021-04-15,110.76371002197266
2021-04-16,110.65618133544922
2021-04-19,110.60655212402344
2021-04-20,110.16815948486328
2021-04-21,112.04579162597656
2021-04-22,111.80591583251952
2021-04-23,113.4354019165039
2021-04-26,112.8563995361328
2021-04-27,113.07972717285156
2021-04-28,112.4924545288086
2021-04-29,111.97135162353516
2021-04-30,110.51556396484376
2021-05-03,112.2773895263672
2021-05-04,114.36180877685548
2021-05-05,114.28736877441406
2021-05-06,114.51897430419922
2021-05-07,115.75969696044922
2021-05-10,117.7531280517578
2021-05-11,115.91685485839844
2021-05-12,111.99616241455078
2021-05-13,115.02352905273438
2021-05-14,114.51897430419922
2021-05-17,115.0566177368164
2021-05-18,112.13677978515624
2021-05-19,112.86466979980467
2021-05-20,113.01355743408205
2021-05-21,114.60995483398438
2021-05-24,115.51155090332033
2021-05-25,115.19723510742188
2021-05-26,116.20635986328124
2021-05-27,116.2642593383789
2021-05-28,117.5215301513672
2021-06-01,117.7283172607422
2021-06-02,116.95906066894533
2021-06-03,117.2237548828125
2021-06-04,118.61336517333984
2021-06-07,117.19066619873048
2021-06-08,117.96818542480467
2021-06-09,117.05831909179688
2021-06-10,116.84326171875
2021-06-11,115.92512512207033
2021-06-14,114.60995483398438
2021-06-15,114.67613220214844
2021-06-16,113.95650482177734
2021-06-17,110.68099212646484
2021-06-18,107.26486206054688
2021-06-21,109.86211395263672
2021-06-22,109.80421447753906
2021-06-23,109.10940551757812
2021-06-24,111.8638153076172
2021-06-25,113.187255859375
2021-06-28,110.75543975830078
2021-06-29,109.02669525146484
2021-06-30,110.35840606689452
2021-07-01,111.09456634521484
2021-07-02,109.78766632080078
2021-07-06,108.9687957763672
2021-07-07,110.48247528076172
2021-07-08,109.43199920654295
2021-07-09,111.37580108642578
2021-07-12,112.1119613647461
2021-07-13,109.92001342773438
2021-07-14,109.92828369140624
2021-07-15,109.72149658203124
2021-07-16,109.21693420410156
2021-07-19,106.3467254638672
2021-07-20,109.37409210205078
2021-07-21,110.58173370361328
2021-07-22,109.41545104980467
2021-07-23,110.75543975830078
2021-07-26,110.26741790771484
2021-07-27,110.55692291259766
2021-07-28,111.75628662109376
2021-07-29,112.92256927490234
2021-07-30,111.87208557128906
2021-08-02,110.75543975830078
2021-08-03,107.0828857421875
2021-08-04,106.45425415039062
2021-08-05,106.48734283447266
2021-08-06,106.61141204833984
2021-08-09,107.82732391357422
2021-08-10,108.9522476196289
2021-08-11,112.61652374267578
2021-08-12,115.4371109008789
2021-08-13,114.20465087890624
2021-08-16,114.2625503540039
2021-08-17,112.2856674194336
2021-08-18,110.76371002197266
2021-08-19,109.1259536743164
2021-08-20,109.80421447753906
2021-08-23,109.96137237548828
2021-08-24,111.27654266357422
2021-08-25,111.9878921508789
2021-08-26,110.5734634399414
2021-08-27,112.50072479248048
2021-08-30,111.97135162353516
2021-08-31,111.63221740722656
2021-09-01,111.43370056152344
2021-09-02,112.7323226928711
2021-09-03,113.4023208618164
2021-09-07,110.25914764404295
2021-09-08,112.34356689453124
2021-09-09,112.12023162841795
2021-09-10,110.27568817138672
2021-09-13,111.29308319091795
2021-09-14,110.01927185058594
2021-09-15,112.4924545288086
2021-09-16,110.58173370361328
2021-09-17,107.98448181152344
2021-09-20,105.77599334716795
2021-09-21,104.83303833007812
2021-09-22,107.97621154785156
2021-09-23,111.50814056396484
2021-09-24,112.4924545288086
2021-09-27,114.37008666992188
2021-09-28,112.55035400390624
2021-09-29,112.83985137939452
2021-09-30,109.62223815917967
2021-10-01,111.38407135009766
2021-10-04,108.65447235107422
2021-10-05,109.41545104980467
2021-10-06,109.3823699951172
2021-10-07,111.54122924804688
2021-10-08,111.95480346679688
2021-10-11,110.8298797607422
2021-10-12,110.01100158691406
2021-10-13,110.2343292236328
2021-10-14,111.23518371582033
2021-10-15,110.80506134033205
2021-10-18,110.89604949951172
2021-10-19,110.68926239013672
2021-10-20,112.83158111572266
2021-10-21,113.21207427978516
2021-10-22,113.26170349121094
2021-10-25,115.08970642089844
2021-10-26,114.37008666992188
2021-10-27,112.4924545288086
2021-10-28,115.20550537109376
2021-10-29,116.1484603881836
2021-11-01,116.3883285522461
2021-11-02,116.32215881347656
2021-11-03,116.75227355957033
2021-11-04,117.24856567382812
2021-11-05,117.97645568847656
2021-11-08,119.92853546142578
2021-11-09,119.53150177001952
2021-11-10,120.3669204711914
2021-11-11,119.60594940185548
2021-11-12,120.28421020507812
2021-11-15,120.30075073242188
2021-11-16,121.76480865478516
2021-11-17,120.27593994140624
2021-11-18,121.77307891845705
2021-11-19,121.11135864257812
2021-11-22,121.23543548583984
2021-11-23,119.10965728759766
2021-11-24,122.79047393798828
2021-11-26,120.5406265258789
2021-11-29,120.8384017944336
2021-11-30,117.9185562133789
2021-12-01,114.79193115234376
2021-12-02,117.48017120361328
2021-12-03,117.36436462402344
2021-12-06,116.91770935058594
2021-12-07,118.70435333251952
2021-12-08,119.51496124267578
2021-12-09,117.58769989013672
2021-12-10,118.64645385742188
2021-12-13,116.53721618652344
2021-12-14,116.00784301757812
2021-12-15,115.86722564697266
2021-12-16,114.28736877441406
2021-12-17,112.10369110107422
2021-12-20,109.8703842163086
2021-12-21,111.0366668701172
2021-12-22,111.326171875
2021-12-23,113.6091079711914
2021-12-27,114.95735931396484
2021-12-28,115.96648406982422
2021-12-29,114.3535385131836
2021-12-30,114.83329010009766
2021-12-31,115.16414642333984
2022-01-03,115.45365142822266
2022-01-04,117.91028594970705
2022-01-05,115.03180694580078
2022-01-06,114.87464141845705
2022-01-07,113.4767608642578
2022-01-10,110.46593475341795
2022-01-11,110.96222686767578
2022-01-12,109.44026947021484
2022-01-13,110.9870376586914
2022-01-14,109.94483184814452
2022-01-18,107.20696258544922
2022-01-19,106.68585968017578
2022-01-20,104.65933990478516
2022-01-21,105.8421630859375
2022-01-24,109.2913818359375
2022-01-25,105.19698333740234
2022-01-26,103.95626068115234
2022-01-27,104.634521484375
2022-01-28,105.9579620361328
2022-01-31,107.67843627929688
2022-02-01,107.62053680419922
2022-02-02,108.86953735351562
2022-02-03,106.66104125976562
2022-02-04,105.60228729248048
2022-02-07,105.92488098144533
2022-02-08,102.76516723632812
2022-02-09,105.66018676757812
2022-02-10,102.85614776611328
2022-02-11,100.48223114013672
2022-02-14,99.81224060058594
2022-02-15,102.40121459960938
2022-02-16,100.63111877441406
2022-02-17,99.00990295410156
2022-02-18,98.96854400634766
2022-02-22,98.8692855834961
2022-02-23,97.1984405517578
2022-02-24,98.77002716064452
2022-02-25,101.9049301147461
2022-02-28,101.73949432373048
2022-03-01,101.74777221679688
2022-03-02,104.64279174804688
2022-03-03,105.73463439941406
2022-03-04,105.8421630859375
2022-03-07,101.62369537353516
2022-03-08,100.56494140625
2022-03-09,103.91490173339844
2022-03-10,103.07948303222656
2022-03-11,103.41860961914062
2022-03-14,104.91575622558594
2022-03-15,108.53040313720705
2022-03-16,112.2277603149414
2022-03-17,114.17156982421876
2022-03-18,116.8101806640625
2022-03-21,115.71006774902344
2022-03-22,114.38662719726562
2022-03-23,112.2360382080078
2022-03-24,114.65958404541016
2022-03-25,114.04749298095705
2022-03-28,114.6016845703125
2022-03-29,114.7671127319336
2022-03-30,115.42056274414062
2022-03-31,113.98959350585938
2022-04-01,115.45365142822266
2022-04-04,115.73487854003906
2022-04-05,115.6769790649414
2022-04-06,116.636474609375
2022-04-07,118.79534149169922
2022-04-08,118.72916412353516
2022-04-11,118.02608489990234
2022-04-12,116.04092407226562
2022-04-13,118.64645385742188
2022-04-14,119.65557861328124
2022-04-18,119.2171859741211
2022-04-19,121.88060760498048
2022-04-20,121.93023681640624
2022-04-21,122.55059814453124
2022-04-22,117.62078857421876
2022-04-25,116.0905532836914
2022-04-26,114.00613403320312
2022-04-27,117.0169677734375
2022-04-28,117.5463409423828
2022-04-29,114.6016845703125
2022-05-02,114.01441192626952
2022-05-03,114.6430435180664
2022-05-04,117.81102752685548
2022-05-05,113.79107666015624
2022-05-06,113.98959350585938
2022-05-09,107.7446060180664
2022-05-10,107.66189575195312
2022-05-11,108.13336944580078
2022-05-12,107.70325469970705
2022-05-13,110.0771713256836
2022-05-16,110.63136291503906
2022-05-17,112.71578216552734
2022-05-18,109.34928131103516
2022-05-19,110.6479034423828
2022-05-20,112.4428253173828
2022-05-23,113.44367218017578
2022-05-24,113.46022033691406
2022-05-25,113.58428955078124
2022-05-26,114.0557632446289
2022-05-27,115.8506851196289
2022-05-31,115.87549591064452
2022-06-01,114.85810089111328
