,LHX
2015-10-15,76.44000244140625
2015-10-16,76.58000183105469
2015-10-19,75.33000183105469
2015-10-20,76.30000305175781
2015-10-21,74.97000122070312
2015-10-22,76.0
2015-10-23,76.48999786376953
2015-10-26,75.5
2015-10-27,74.91000366210938
2015-10-28,78.66999816894531
2015-10-29,79.37000274658203
2015-10-30,79.12999725341797
2015-11-02,79.70999908447266
2015-11-03,81.0
2015-11-04,79.80999755859375
2015-11-05,79.48999786376953
2015-11-06,79.58000183105469
2015-11-09,79.48999786376953
2015-11-10,79.05000305175781
2015-11-11,79.44999694824219
2015-11-12,78.70999908447266
2015-11-13,78.2300033569336
2015-11-16,80.61000061035156
2015-11-17,81.19000244140625
2015-11-18,82.08000183105469
2015-11-19,83.20999908447266
2015-11-20,82.77999877929688
2015-11-23,82.7300033569336
2015-11-24,82.44999694824219
2015-11-25,82.91999816894531
2015-11-27,83.0999984741211
2015-11-30,83.12999725341797
2015-12-01,83.98999786376953
2015-12-02,83.73999786376953
2015-12-03,82.91999816894531
2015-12-04,84.2699966430664
2015-12-07,83.83999633789062
2015-12-08,84.2699966430664
2015-12-09,83.33999633789062
2015-12-10,83.19000244140625
2015-12-11,82.38999938964844
2015-12-14,81.91000366210938
2015-12-15,82.9000015258789
2015-12-16,83.55999755859375
2015-12-17,83.12000274658203
2015-12-18,82.70999908447266
2015-12-21,84.3499984741211
2015-12-22,86.6500015258789
2015-12-23,87.81999969482422
2015-12-24,89.4800033569336
2015-12-28,87.08999633789062
2015-12-29,88.30000305175781
2015-12-30,87.43000030517578
2015-12-31,86.9000015258789
2016-01-04,87.6500015258789
2016-01-05,88.16999816894531
2016-01-06,87.37000274658203
2016-01-07,86.23999786376953
2016-01-08,85.83999633789062
2016-01-11,86.94000244140625
2016-01-12,88.91000366210938
2016-01-13,85.4000015258789
2016-01-14,84.48999786376953
2016-01-15,84.25
2016-01-19,84.33999633789062
2016-01-20,83.58000183105469
2016-01-21,82.8499984741211
2016-01-22,84.05999755859375
2016-01-25,84.12999725341797
2016-01-26,85.62000274658203
2016-01-27,84.83999633789062
2016-01-28,84.79000091552734
2016-01-29,86.97000122070312
2016-02-01,86.72000122070312
2016-02-02,78.23999786376953
2016-02-03,77.88999938964844
2016-02-04,78.83999633789062
2016-02-05,75.68000030517578
2016-02-08,73.0199966430664
2016-02-09,72.7300033569336
2016-02-10,72.72000122070312
2016-02-11,71.70999908447266
2016-02-12,72.05999755859375
2016-02-16,73.45999908447266
2016-02-17,74.26000213623047
2016-02-18,74.3499984741211
2016-02-19,75.18000030517578
2016-02-22,76.44000244140625
2016-02-23,75.4000015258789
2016-02-24,75.45999908447266
2016-02-25,76.13999938964844
2016-02-26,76.54000091552734
2016-02-29,78.0199966430664
2016-03-01,79.4000015258789
2016-03-02,80.1500015258789
2016-03-03,80.47000122070312
2016-03-04,81.1500015258789
2016-03-07,79.33000183105469
2016-03-08,78.16999816894531
2016-03-09,79.76000213623047
2016-03-10,79.63999938964844
2016-03-11,80.41999816894531
2016-03-14,79.58999633789062
2016-03-15,77.66000366210938
2016-03-16,78.36000061035156
2016-03-17,78.5199966430664
2016-03-18,78.9000015258789
2016-03-21,78.55999755859375
2016-03-22,79.62000274658203
2016-03-23,79.04000091552734
