,BRO
2015-01-02,16.280000686645508
2015-01-05,16.06999969482422
2015-01-06,15.989999771118164
2015-01-07,16.135000228881836
2015-01-08,16.44499969482422
2015-01-09,16.235000610351562
2015-01-12,16.065000534057617
2015-01-13,16.014999389648438
2015-01-14,15.90999984741211
2015-01-15,15.850000381469728
2015-01-16,15.914999961853027
2015-01-20,15.8149995803833
2015-01-21,15.8100004196167
2015-01-22,16.09000015258789
2015-01-23,15.875
2015-01-26,15.914999961853027
2015-01-27,15.744999885559082
2015-01-28,15.53499984741211
2015-01-29,15.470000267028809
2015-01-30,15.425000190734863
2015-02-02,15.734999656677246
2015-02-03,15.979999542236328
2015-02-04,16.040000915527344
2015-02-05,16.209999084472656
2015-02-06,16.05500030517578
2015-02-09,15.979999542236328
2015-02-10,16.110000610351562
2015-02-11,16.235000610351562
2015-02-12,16.405000686645508
2015-02-13,16.5049991607666
2015-02-17,16.540000915527344
2015-02-18,16.540000915527344
2015-02-19,16.549999237060547
2015-02-20,16.545000076293945
2015-02-23,16.325000762939453
2015-02-24,16.290000915527344
2015-02-25,16.209999084472656
2015-02-26,16.18000030517578
2015-02-27,16.06999969482422
2015-03-02,16.0049991607666
2015-03-03,15.960000038146973
2015-03-04,15.875
2015-03-05,15.93000030517578
2015-03-06,15.920000076293944
2015-03-09,15.954999923706056
2015-03-10,15.890000343322754
2015-03-11,16.075000762939453
2015-03-12,16.30500030517578
2015-03-13,16.190000534057617
2015-03-16,16.479999542236328
2015-03-17,16.520000457763672
2015-03-18,16.389999389648438
2015-03-19,16.415000915527344
2015-03-20,16.565000534057617
2015-03-23,16.5049991607666
2015-03-24,16.5
2015-03-25,16.30500030517578
2015-03-26,16.274999618530273
2015-03-27,16.3799991607666
2015-03-30,16.625
2015-03-31,16.55500030517578
2015-04-01,16.5049991607666
2015-04-02,16.565000534057617
2015-04-06,16.614999771118164
2015-04-07,16.549999237060547
2015-04-08,16.565000534057617
2015-04-09,16.625
2015-04-10,16.604999542236328
2015-04-13,16.639999389648438
2015-04-14,16.65999984741211
2015-04-15,16.625
2015-04-16,16.584999084472656
2015-04-17,16.28499984741211
2015-04-20,16.4950008392334
2015-04-21,16.229999542236328
2015-04-22,16.110000610351562
2015-04-23,16.135000228881836
2015-04-24,16.21500015258789
2015-04-27,16.045000076293945
2015-04-28,16.1299991607666
2015-04-29,16.139999389648438
2015-04-30,15.975000381469728
2015-05-01,15.925000190734863
2015-05-04,15.960000038146973
2015-05-05,15.835000038146973
2015-05-06,15.869999885559082
2015-05-07,15.914999961853027
2015-05-08,15.954999923706056
2015-05-11,16.059999465942383
2015-05-12,15.9350004196167
2015-05-13,15.914999961853027
2015-05-14,16.030000686645508
2015-05-15,16.024999618530273
2015-05-18,16.18000030517578
2015-05-19,16.18000030517578
2015-05-20,16.235000610351562
2015-05-21,16.204999923706055
2015-05-22,16.149999618530273
2015-05-26,16.125
2015-05-27,16.170000076293945
2015-05-28,16.31999969482422
2015-05-29,16.19499969482422
2015-06-01,16.219999313354492
2015-06-02,16.295000076293945
2015-06-03,16.440000534057617
2015-06-04,16.43000030517578
2015-06-05,16.46500015258789
2015-06-08,16.44499969482422
2015-06-09,16.475000381469727
2015-06-10,16.530000686645508
2015-06-11,16.71500015258789
2015-06-12,16.690000534057617
2015-06-15,16.610000610351562
2015-06-16,16.645000457763672
2015-06-17,16.729999542236328
2015-06-18,16.770000457763672
2015-06-19,16.770000457763672
2015-06-22,16.834999084472656
2015-06-23,16.825000762939453
2015-06-24,16.719999313354492
2015-06-25,16.559999465942383
2015-06-26,16.565000534057617
2015-06-29,16.385000228881836
2015-06-30,16.43000030517578
2015-07-01,16.610000610351562
2015-07-02,16.565000534057617
2015-07-06,16.645000457763672
2015-07-07,16.684999465942383
2015-07-08,16.565000534057617
2015-07-09,16.639999389648438
2015-07-10,16.825000762939453
2015-07-13,17.0
2015-07-14,17.079999923706055
2015-07-15,17.040000915527344
2015-07-16,17.219999313354492
2015-07-17,17.145000457763672
2015-07-20,17.235000610351562
2015-07-21,16.5
2015-07-22,16.604999542236328
2015-07-23,16.825000762939453
2015-07-24,16.690000534057617
2015-07-27,16.6200008392334
2015-07-28,16.530000686645508
2015-07-29,16.764999389648438
2015-07-30,16.770000457763672
2015-07-31,16.725000381469727
2015-08-03,16.78499984741211
2015-08-04,16.809999465942383
2015-08-05,16.809999465942383
2015-08-06,16.815000534057617
2015-08-07,16.790000915527344
2015-08-10,17.059999465942383
2015-08-11,17.024999618530273
2015-08-12,16.93000030517578
2015-08-13,17.03499984741211
2015-08-14,17.19499969482422
2015-08-17,17.170000076293945
2015-08-18,17.225000381469727
2015-08-19,16.985000610351562
2015-08-20,16.655000686645508
2015-08-21,16.334999084472656
2015-08-24,15.720000267028809
2015-08-25,15.460000038146973
2015-08-26,16.094999313354492
2015-08-27,16.450000762939453
2015-08-28,16.19499969482422
2015-08-31,16.030000686645508
2015-09-01,15.579999923706056
2015-09-02,15.779999732971191
2015-09-03,15.795000076293944
2015-09-04,15.56999969482422
2015-09-08,15.90999984741211
2015-09-09,15.850000381469728
2015-09-10,15.84000015258789
2015-09-11,15.895000457763672
2015-09-14,15.880000114440918
2015-09-15,16.024999618530273
2015-09-16,16.21500015258789
2015-09-17,16.149999618530273
2015-09-18,15.69499969482422
2015-09-21,15.875
2015-09-22,15.699999809265137
2015-09-23,15.609999656677246
2015-09-24,15.59000015258789
2015-09-25,15.640000343322754
2015-09-28,15.369999885559082
2015-09-29,15.369999885559082
2015-09-30,15.484999656677246
2015-10-01,15.454999923706056
2015-10-02,15.545000076293944
2015-10-05,15.774999618530272
2015-10-06,15.75
2015-10-07,15.920000076293944
2015-10-08,15.960000038146973
2015-10-09,15.984999656677246
2015-10-12,15.869999885559082
2015-10-13,15.734999656677246
2015-10-14,15.454999923706056
2015-10-15,15.604999542236328
2015-10-16,15.65999984741211
2015-10-19,15.630000114440918
2015-10-20,15.5649995803833
2015-10-21,15.515000343322754
2015-10-22,15.80500030517578
2015-10-23,16.024999618530273
2015-10-26,16.0049991607666
2015-10-27,15.81999969482422
2015-10-28,16.28499984741211
2015-10-29,16.315000534057617
2015-10-30,16.135000228881836
2015-11-02,16.200000762939453
2015-11-03,16.1299991607666
2015-11-04,16.079999923706055
2015-11-05,16.065000534057617
2015-11-06,16.05500030517578
2015-11-09,15.90999984741211
2015-11-10,15.989999771118164
2015-11-11,16.049999237060547
2015-11-12,15.914999961853027
2015-11-13,15.670000076293944
2015-11-16,15.845000267028809
2015-11-17,15.779999732971191
2015-11-18,16.084999084472656
2015-11-19,16.1200008392334
2015-11-20,16.290000915527344
2015-11-23,16.21500015258789
2015-11-24,16.25
2015-11-25,16.19499969482422
2015-11-27,16.200000762939453
2015-11-30,16.229999542236328
2015-12-01,16.399999618530273
2015-12-02,16.360000610351562
2015-12-03,16.18000030517578
2015-12-04,16.510000228881836
2015-12-07,16.53499984741211
2015-12-08,16.30500030517578
2015-12-09,16.1299991607666
2015-12-10,16.084999084472656
2015-12-11,16.010000228881836
2015-12-14,15.954999923706056
2015-12-15,16.204999923706055
2015-12-16,16.079999923706055
2015-12-17,15.829999923706056
2015-12-18,15.625
