,NDSN
2015-01-02,78.25
2015-01-05,75.69999694824219
2015-01-06,74.70999908447266
2015-01-07,73.93000030517578
2015-01-08,75.33000183105469
2015-01-09,74.16999816894531
2015-01-12,73.36000061035156
2015-01-13,73.52999877929688
2015-01-14,73.25
2015-01-15,72.19000244140625
2015-01-16,72.52999877929688
2015-01-20,72.20999908447266
2015-01-21,72.76000213623047
2015-01-22,73.01000213623047
2015-01-23,72.5
2015-01-26,73.52999877929688
2015-01-27,73.38999938964844
2015-01-28,72.51000213623047
2015-01-29,73.68000030517578
2015-01-30,72.86000061035156
2015-02-02,73.45999908447266
2015-02-03,75.30999755859375
2015-02-04,74.43000030517578
2015-02-05,75.36000061035156
2015-02-06,75.75
2015-02-09,75.69999694824219
2015-02-10,75.72000122070312
2015-02-11,76.0999984741211
2015-02-12,76.66999816894531
2015-02-13,78.04000091552734
2015-02-17,77.68000030517578
2015-02-18,78.26000213623047
2015-02-19,78.29000091552734
2015-02-20,78.45999908447266
2015-02-23,78.5999984741211
2015-02-24,78.41000366210938
2015-02-25,78.5999984741211
2015-02-26,77.55000305175781
2015-02-27,76.93000030517578
2015-03-02,77.91999816894531
2015-03-03,77.44999694824219
2015-03-04,76.43000030517578
2015-03-05,76.5
2015-03-06,75.41000366210938
2015-03-09,75.31999969482422
2015-03-10,73.69999694824219
2015-03-11,73.80000305175781
2015-03-12,75.58000183105469
2015-03-13,75.27999877929688
2015-03-16,76.80000305175781
2015-03-17,77.7699966430664
2015-03-18,79.01000213623047
2015-03-19,78.12999725341797
2015-03-20,78.26000213623047
2015-03-23,77.87999725341797
2015-03-24,77.16999816894531
2015-03-25,76.44999694824219
2015-03-26,76.43000030517578
2015-03-27,77.41999816894531
2015-03-30,78.5199966430664
2015-03-31,78.33999633789062
2015-04-01,76.72000122070312
2015-04-02,77.23999786376953
2015-04-06,78.77999877929688
2015-04-07,78.43000030517578
2015-04-08,78.6500015258789
2015-04-09,78.68000030517578
2015-04-10,78.80000305175781
2015-04-13,78.30000305175781
2015-04-14,78.83000183105469
2015-04-15,79.26000213623047
2015-04-16,79.01000213623047
2015-04-17,79.0
2015-04-20,79.83999633789062
2015-04-21,79.58999633789062
2015-04-22,80.38999938964844
2015-04-23,80.08000183105469
2015-04-24,79.68000030517578
2015-04-27,79.94000244140625
2015-04-28,80.01000213623047
2015-04-29,80.45999908447266
2015-04-30,79.6500015258789
2015-05-01,80.68000030517578
2015-05-04,81.62999725341797
2015-05-05,80.83999633789062
2015-05-06,80.86000061035156
2015-05-07,81.1500015258789
2015-05-08,81.69000244140625
2015-05-11,81.91000366210938
2015-05-12,82.0
2015-05-13,81.91000366210938
2015-05-14,83.05999755859375
2015-05-15,83.12000274658203
2015-05-18,83.97000122070312
2015-05-19,83.55000305175781
2015-05-20,82.79000091552734
2015-05-21,82.9000015258789
2015-05-22,82.98999786376953
2015-05-26,82.0999984741211
2015-05-27,82.51000213623047
2015-05-28,82.68000030517578
2015-05-29,80.91000366210938
2015-06-01,81.0
2015-06-02,81.18000030517578
2015-06-03,81.97000122070312
2015-06-04,81.58999633789062
2015-06-05,82.11000061035156
2015-06-08,81.0999984741211
2015-06-09,81.27999877929688
2015-06-10,82.1500015258789
2015-06-11,82.2300033569336
2015-06-12,81.38999938964844
2015-06-15,80.54000091552734
2015-06-16,80.47000122070312
2015-06-17,80.36000061035156
2015-06-18,80.37000274658203
2015-06-19,80.26000213623047
2015-06-22,80.69999694824219
2015-06-23,80.08999633789062
2015-06-24,79.69999694824219
2015-06-25,79.52999877929688
2015-06-26,80.08999633789062
2015-06-29,78.12999725341797
2015-06-30,77.88999938964844
2015-07-01,78.08000183105469
2015-07-02,77.72000122070312
2015-07-06,77.41000366210938
2015-07-07,77.43000030517578
2015-07-08,76.25
2015-07-09,75.63999938964844
2015-07-10,75.9000015258789
2015-07-13,76.8499984741211
2015-07-14,77.33999633789062
2015-07-15,76.04000091552734
2015-07-16,75.30000305175781
2015-07-17,75.13999938964844
2015-07-20,74.76000213623047
2015-07-21,74.30000305175781
2015-07-22,73.38999938964844
2015-07-23,73.70999908447266
2015-07-24,72.62000274658203
2015-07-27,72.29000091552734
2015-07-28,73.29000091552734
