,HII
2018-10-05,261.2799987792969
2018-10-08,261.1400146484375
2018-10-09,258.79998779296875
2018-10-10,247.91000366210932
2018-10-11,233.0800018310547
2018-10-12,226.25
2018-10-15,234.009994506836
2018-10-16,235.2899932861328
2018-10-17,233.1199951171875
2018-10-18,233.2100067138672
2018-10-19,234.4199981689453
2018-10-22,236.1999969482422
2018-10-23,232.83999633789065
2018-10-24,221.7899932861328
2018-10-25,219.0399932861328
2018-10-26,216.8600006103516
2018-10-29,208.58999633789065
2018-10-30,214.16000366210932
2018-10-31,218.47999572753903
2018-11-01,223.97999572753903
2018-11-02,220.4900054931641
2018-11-05,226.2700042724609
2018-11-06,228.0
2018-11-07,234.0800018310547
2018-11-08,220.0599975585937
2018-11-09,223.6499938964844
2018-11-12,214.1300048828125
2018-11-13,213.17999267578125
2018-11-14,213.4499969482422
2018-11-15,215.0800018310547
2018-11-16,216.4199981689453
2018-11-19,211.8300018310547
2018-11-20,209.7100067138672
2018-11-21,210.3999938964844
2018-11-23,211.52999877929688
2018-11-26,212.8699951171875
2018-11-27,204.0800018310547
2018-11-28,213.9600067138672
2018-11-29,214.8500061035156
2018-11-30,215.5
2018-12-03,213.92999267578125
2018-12-04,203.6199951171875
2018-12-06,202.88999938964844
2018-12-07,198.4900054931641
2018-12-10,199.5599975585937
2018-12-11,200.6100006103516
2018-12-12,202.63999938964844
2018-12-13,199.69000244140625
2018-12-14,198.3000030517578
2018-12-17,197.3600006103516
2018-12-18,197.08999633789065
2018-12-19,188.75
2018-12-20,185.22000122070312
2018-12-21,179.55999755859375
2018-12-24,177.02999877929688
2018-12-26,183.759994506836
2018-12-27,187.57000732421875
2018-12-28,188.1699981689453
2018-12-31,190.3099975585937
2019-01-02,192.5599975585937
2019-01-03,188.83999633789065
2019-01-04,195.5200042724609
2019-01-07,195.9900054931641
2019-01-08,194.6699981689453
2019-01-09,192.3000030517578
2019-01-10,192.52999877929688
2019-01-11,194.5200042724609
2019-01-14,196.02999877929688
2019-01-15,197.4900054931641
2019-01-16,195.57000732421875
2019-01-17,197.1199951171875
2019-01-18,200.2899932861328
2019-01-22,196.5
2019-01-23,196.6100006103516
2019-01-24,199.0500030517578
2019-01-25,202.0800018310547
2019-01-28,204.5800018310547
2019-01-29,206.4499969482422
2019-01-30,208.7899932861328
2019-01-31,206.4499969482422
2019-02-01,206.3699951171875
2019-02-04,211.3300018310547
2019-02-05,211.8099975585937
2019-02-06,211.07000732421875
2019-02-07,210.2400054931641
2019-02-08,209.259994506836
2019-02-11,210.5500030517578
2019-02-12,214.2700042724609
2019-02-13,215.9900054931641
2019-02-14,214.47999572753903
2019-02-15,219.6999969482422
2019-02-19,218.0
2019-02-20,220.8300018310547
2019-02-21,217.0399932861328
2019-02-22,217.1100006103516
2019-02-25,213.6000061035156
2019-02-26,212.02999877929688
2019-02-27,210.2400054931641
2019-02-28,209.41000366210932
2019-03-01,210.0
2019-03-04,206.3699951171875
2019-03-05,206.4499969482422
2019-03-06,204.57000732421875
2019-03-07,201.4600067138672
2019-03-08,200.1199951171875
2019-03-11,200.5200042724609
2019-03-12,203.69000244140625
2019-03-13,207.8300018310547
2019-03-14,207.3000030517578
2019-03-15,204.41000366210932
2019-03-18,207.41000366210932
2019-03-19,205.0
2019-03-20,204.75
2019-03-21,207.8099975585937
2019-03-22,203.1300048828125
2019-03-25,203.3699951171875
2019-03-26,203.25
2019-03-27,202.97000122070312
2019-03-28,205.1100006103516
2019-03-29,207.1999969482422
2019-04-01,212.44000244140625
2019-04-02,210.82000732421875
2019-04-03,208.6199951171875
2019-04-04,209.4900054931641
2019-04-05,212.8000030517578
2019-04-08,214.22999572753903
2019-04-09,212.8800048828125
2019-04-10,212.22999572753903
2019-04-11,217.52999877929688
2019-04-12,219.27999877929688
2019-04-15,219.1699981689453
2019-04-16,221.0500030517578
2019-04-17,219.9499969482422
2019-04-18,220.8999938964844
2019-04-22,219.08999633789065
2019-04-23,225.6699981689453
2019-04-24,225.33999633789065
2019-04-25,223.32000732421875
2019-04-26,221.5399932861328
2019-04-29,220.94000244140625
2019-04-30,222.5800018310547
2019-05-01,223.13999938964844
2019-05-02,207.6300048828125
2019-05-03,212.02999877929688
2019-05-06,210.63999938964844
2019-05-07,208.5500030517578
2019-05-08,206.9199981689453
2019-05-09,207.3800048828125
2019-05-10,208.5399932861328
2019-05-13,205.27999877929688
2019-05-14,205.7400054931641
2019-05-15,205.009994506836
2019-05-16,208.72999572753903
2019-05-17,207.0
2019-05-20,209.9499969482422
2019-05-21,211.97999572753903
2019-05-22,210.0200042724609
2019-05-23,204.32000732421875
2019-05-24,205.5399932861328
2019-05-28,204.58999633789065
2019-05-29,204.38999938964844
2019-05-30,204.8600006103516
2019-05-31,205.1199951171875
2019-06-03,207.8300018310547
2019-06-04,211.1000061035156
2019-06-05,215.8099975585937
2019-06-06,214.6699981689453
2019-06-07,218.1999969482422
2019-06-10,214.72999572753903
2019-06-11,209.2700042724609
2019-06-12,210.94000244140625
2019-06-13,214.9199981689453
2019-06-14,214.7899932861328
2019-06-17,216.0
2019-06-18,219.16000366210932
2019-06-19,221.77999877929688
2019-06-20,224.759994506836
2019-06-21,222.8999938964844
2019-06-24,222.6499938964844
2019-06-25,223.47999572753903
2019-06-26,223.3000030517578
2019-06-27,223.94000244140625
2019-06-28,224.7400054931641
2019-07-01,224.44000244140625
2019-07-02,229.2899932861328
2019-07-03,232.72999572753903
2019-07-05,230.52999877929688
2019-07-08,228.8300018310547
2019-07-09,231.2400054931641
2019-07-10,230.38999938964844
2019-07-11,232.7100067138672
2019-07-12,234.6699981689453
2019-07-15,234.8500061035156
2019-07-16,236.1499938964844
2019-07-17,231.3500061035156
2019-07-18,229.8699951171875
2019-07-19,230.0200042724609
2019-07-22,228.83999633789065
2019-07-23,230.3000030517578
2019-07-24,233.6699981689453
2019-07-25,233.3699951171875
2019-07-26,233.97000122070312
2019-07-29,233.8500061035156
2019-07-30,233.13999938964844
2019-07-31,228.3000030517578
2019-08-01,215.009994506836
2019-08-02,206.19000244140625
2019-08-05,201.759994506836
2019-08-06,206.1000061035156
2019-08-07,207.3699951171875
2019-08-08,212.1199951171875
2019-08-09,209.3600006103516
2019-08-12,203.91000366210932
2019-08-13,203.7400054931641
2019-08-14,200.8099975585937
2019-08-15,203.9499969482422
2019-08-16,206.82000732421875
2019-08-19,208.2400054931641
2019-08-20,207.509994506836
2019-08-21,209.42999267578125
2019-08-22,208.5399932861328
2019-08-23,204.2700042724609
2019-08-26,204.6199951171875
2019-08-27,202.6100006103516
2019-08-28,203.8099975585937
2019-08-29,207.2700042724609
2019-08-30,209.0
2019-09-03,208.0399932861328
2019-09-04,208.5599975585937
2019-09-05,214.2400054931641
2019-09-06,215.0
2019-09-09,215.4499969482422
2019-09-10,217.8800048828125
2019-09-11,220.3800048828125
2019-09-12,216.7899932861328
2019-09-13,218.3099975585937
2019-09-16,222.66000366210932
2019-09-17,221.0800018310547
2019-09-18,219.6999969482422
2019-09-19,218.4600067138672
2019-09-20,214.82000732421875
2019-09-23,212.33999633789065
2019-09-24,212.63999938964844
2019-09-25,213.75
2019-09-26,214.259994506836
2019-09-27,213.38999938964844
2019-09-30,211.7899932861328
2019-10-01,206.47000122070312
2019-10-02,200.16000366210932
2019-10-03,202.92999267578125
2019-10-04,204.97999572753903
2019-10-07,205.5500030517578
2019-10-08,203.259994506836
2019-10-09,205.6300048828125
2019-10-10,208.58999633789065
2019-10-11,211.7400054931641
2019-10-14,212.47000122070312
2019-10-15,213.19000244140625
2019-10-16,215.009994506836
2019-10-17,211.75
2019-10-18,210.1000061035156
2019-10-21,211.009994506836
2019-10-22,215.16000366210932
2019-10-23,217.16000366210932
2019-10-24,220.72000122070312
2019-10-25,221.19000244140625
2019-10-28,222.69000244140625
2019-10-29,222.57000732421875
2019-10-30,225.08999633789065
2019-10-31,225.66000366210932
2019-11-01,230.22999572753903
2019-11-04,228.759994506836
2019-11-05,230.13999938964844
2019-11-06,233.9900054931641
2019-11-07,250.4499969482422
2019-11-08,251.2100067138672
2019-11-11,251.8999938964844
2019-11-12,253.9600067138672
2019-11-13,254.5
2019-11-14,255.3999938964844
2019-11-15,256.8599853515625
2019-11-18,258.0599975585937
2019-11-19,257.3099975585937
2019-11-20,254.259994506836
2019-11-21,250.72999572753903
2019-11-22,249.8099975585937
2019-11-25,249.16000366210932
2019-11-26,249.3999938964844
2019-11-27,252.5500030517578
2019-11-29,251.6699981689453
2019-12-02,250.0399932861328
2019-12-03,249.22000122070312
2019-12-04,254.5
2019-12-05,252.02999877929688
2019-12-06,253.41000366210932
2019-12-09,253.22999572753903
2019-12-10,251.77999877929688
2019-12-11,253.7400054931641
2019-12-12,254.5500030517578
2019-12-13,251.2400054931641
2019-12-16,252.3099975585937
2019-12-17,252.3999938964844
2019-12-18,251.7100067138672
2019-12-19,254.2400054931641
2019-12-20,254.1100006103516
2019-12-23,255.4900054931641
2019-12-24,253.9900054931641
2019-12-26,252.6000061035156
2019-12-27,251.07000732421875
2019-12-30,251.8099975585937
2019-12-31,250.8800048828125
2020-01-02,255.8500061035156
2020-01-03,263.5
2020-01-06,265.0
2020-01-07,267.4599914550781
2020-01-08,268.9599914550781
2020-01-09,276.010009765625
2020-01-10,270.94000244140625
2020-01-13,274.82000732421875
2020-01-14,271.3900146484375
2020-01-15,274.1000061035156
2020-01-16,276.57000732421875
2020-01-17,277.8099975585937
2020-01-21,278.57000732421875
2020-01-22,275.739990234375
2020-01-23,277.1000061035156
2020-01-24,276.4700012207031
2020-01-27,274.1099853515625
2020-01-28,274.29998779296875
2020-01-29,264.3399963378906
2020-01-30,265.8099975585937
2020-01-31,261.0
2020-02-03,261.3500061035156
2020-02-04,265.0599975585937
2020-02-05,269.5599975585937
2020-02-06,268.17999267578125
2020-02-07,269.1400146484375
2020-02-10,268.9200134277344
2020-02-11,268.07000732421875
2020-02-12,270.0799865722656
2020-02-13,250.3600006103516
2020-02-14,246.2100067138672
2020-02-18,237.5
2020-02-19,235.6999969482422
2020-02-20,237.4199981689453
2020-02-21,236.0200042724609
2020-02-24,234.83999633789065
2020-02-25,222.8300018310547
2020-02-26,219.759994506836
2020-02-27,215.25
2020-02-28,205.52999877929688
2020-03-02,209.63999938964844
2020-03-03,207.6000061035156
2020-03-04,219.5399932861328
2020-03-05,209.69000244140625
2020-03-06,204.2899932861328
2020-03-09,194.8500061035156
2020-03-10,209.3999938964844
2020-03-11,197.9199981689453
2020-03-12,176.66000366210938
2020-03-13,178.6199951171875
2020-03-16,156.6699981689453
2020-03-17,161.10000610351562
2020-03-18,172.36000061035156
2020-03-19,169.47000122070312
2020-03-20,159.32000732421875
2020-03-23,153.97000122070312
2020-03-24,165.3800048828125
2020-03-25,177.44000244140625
2020-03-26,195.2899932861328
2020-03-27,185.58999633789065
2020-03-30,189.5399932861328
2020-03-31,182.2100067138672
2020-04-01,173.13999938964844
2020-04-02,180.63999938964844
2020-04-03,181.0399932861328
2020-04-06,193.7100067138672
2020-04-07,191.7400054931641
2020-04-08,195.44000244140625
2020-04-09,192.38999938964844
2020-04-13,194.58999633789065
2020-04-14,197.0200042724609
2020-04-15,190.97999572753903
2020-04-16,192.47999572753903
2020-04-17,195.9600067138672
2020-04-20,192.259994506836
2020-04-21,184.4499969482422
2020-04-22,186.22999572753903
2020-04-23,186.7700042724609
2020-04-24,184.5
2020-04-27,188.259994506836
2020-04-28,191.2700042724609
2020-04-29,195.5500030517578
2020-04-30,191.41000366210932
2020-05-01,185.6699981689453
2020-05-04,179.97999572753906
2020-05-05,182.6699981689453
2020-05-06,178.64999389648438
2020-05-07,173.30999755859375
2020-05-08,180.5800018310547
2020-05-11,178.11000061035156
2020-05-12,173.52000427246094
2020-05-13,170.25999450683594
2020-05-14,172.22000122070312
2020-05-15,170.5399932861328
2020-05-18,180.41000366210932
2020-05-19,173.5
2020-05-20,175.11000061035156
2020-05-21,181.5
2020-05-22,182.7700042724609
2020-05-26,193.4199981689453
2020-05-27,205.9199981689453
2020-05-28,200.67999267578125
2020-05-29,199.88999938964844
2020-06-01,195.52999877929688
2020-06-02,194.25
2020-06-03,199.6699981689453
2020-06-04,198.5200042724609
2020-06-05,202.57000732421875
2020-06-08,206.0200042724609
2020-06-09,197.759994506836
2020-06-10,197.009994506836
2020-06-11,180.8000030517578
2020-06-12,182.2899932861328
2020-06-15,182.0800018310547
2020-06-16,185.5800018310547
2020-06-17,183.9499969482422
2020-06-18,181.4900054931641
2020-06-19,178.66000366210938
2020-06-22,177.9199981689453
2020-06-23,177.1699981689453
2020-06-24,167.22000122070312
2020-06-25,172.11000061035156
2020-06-26,170.9600067138672
2020-06-29,177.41000366210938
2020-06-30,174.49000549316406
2020-07-01,173.72999572753906
2020-07-02,173.11000061035156
2020-07-06,173.27999877929688
2020-07-07,168.32000732421875
2020-07-08,167.49000549316406
2020-07-09,161.77000427246094
2020-07-10,167.0399932861328
2020-07-13,169.6199951171875
2020-07-14,171.82000732421875
2020-07-15,176.97000122070312
2020-07-16,179.3699951171875
2020-07-17,180.9499969482422
2020-07-20,176.22999572753906
2020-07-21,178.00999450683594
2020-07-22,179.61000061035156
2020-07-23,180.91000366210932
2020-07-24,177.05999755859375
2020-07-27,173.1999969482422
2020-07-28,174.99000549316406
2020-07-29,175.8800048828125
2020-07-30,174.7899932861328
2020-07-31,173.7100067138672
2020-08-03,175.33999633789062
2020-08-04,173.5399932861328
2020-08-05,178.6699981689453
2020-08-06,162.8000030517578
2020-08-07,167.89999389648438
2020-08-10,169.1300048828125
2020-08-11,168.5399932861328
2020-08-12,164.1699981689453
2020-08-13,164.1300048828125
2020-08-14,166.88999938964844
2020-08-17,163.08999633789062
2020-08-18,162.2899932861328
2020-08-19,162.77000427246094
2020-08-20,159.5399932861328
2020-08-21,158.6300048828125
2020-08-24,162.17999267578125
2020-08-25,158.94000244140625
2020-08-26,153.88999938964844
2020-08-27,153.44000244140625
2020-08-28,152.4600067138672
2020-08-31,151.52000427246094
2020-09-01,150.3300018310547
2020-09-02,151.35000610351562
2020-09-03,150.1199951171875
2020-09-04,147.50999450683594
2020-09-08,141.75999450683594
2020-09-09,141.35000610351562
2020-09-10,137.8300018310547
2020-09-11,147.39999389648438
2020-09-14,146.85000610351562
2020-09-15,145.27000427246094
2020-09-16,147.94000244140625
2020-09-17,150.58999633789062
2020-09-18,149.17999267578125
2020-09-21,143.89999389648438
2020-09-22,143.61000061035156
2020-09-23,139.42999267578125
2020-09-24,139.49000549316406
2020-09-25,141.22000122070312
2020-09-28,143.1300048828125
2020-09-29,141.2100067138672
2020-09-30,140.75
2020-10-01,139.97999572753906
2020-10-02,144.1300048828125
2020-10-05,146.32000732421875
2020-10-06,147.1300048828125
2020-10-07,147.94000244140625
2020-10-08,149.63999938964844
2020-10-09,149.97999572753906
2020-10-12,149.4499969482422
2020-10-13,148.4600067138672
2020-10-14,151.52999877929688
2020-10-15,147.5500030517578
2020-10-16,148.0
2020-10-19,146.9600067138672
2020-10-20,147.6999969482422
2020-10-21,149.52000427246094
2020-10-22,152.22999572753906
2020-10-23,152.82000732421875
2020-10-26,149.7100067138672
2020-10-27,146.50999450683594
2020-10-28,141.4600067138672
2020-10-29,142.97000122070312
2020-10-30,147.47999572753906
2020-11-02,149.5
2020-11-03,156.89999389648438
2020-11-04,150.72000122070312
2020-11-05,151.80999755859375
2020-11-06,152.72000122070312
2020-11-09,155.97000122070312
2020-11-10,161.5399932861328
2020-11-11,158.0399932861328
2020-11-12,158.52999877929688
2020-11-13,164.00999450683594
2020-11-16,163.25999450683594
2020-11-17,162.82000732421875
2020-11-18,163.02000427246094
2020-11-19,162.2100067138672
2020-11-20,158.74000549316406
2020-11-23,165.11000061035156
2020-11-24,170.8699951171875
2020-11-25,165.52999877929688
2020-11-27,164.52999877929688
2020-11-30,160.19000244140625
2020-12-01,164.4199981689453
2020-12-02,163.1699981689453
2020-12-03,163.72999572753906
2020-12-04,167.69000244140625
2020-12-07,170.0399932861328
2020-12-08,171.58999633789062
2020-12-09,173.44000244140625
2020-12-10,174.4600067138672
2020-12-11,177.6999969482422
2020-12-14,174.97999572753906
2020-12-15,176.07000732421875
2020-12-16,174.6199951171875
2020-12-17,170.47000122070312
2020-12-18,169.6199951171875
2020-12-21,165.27000427246094
2020-12-22,163.6300048828125
2020-12-23,166.5500030517578
2020-12-24,165.39999389648438
2020-12-28,166.88999938964844
2020-12-29,166.5800018310547
2020-12-30,168.5399932861328
2020-12-31,170.47999572753906
2021-01-04,164.0500030517578
2021-01-05,165.55999755859375
2021-01-06,170.97999572753906
2021-01-07,169.74000549316406
2021-01-08,169.08999633789062
2021-01-11,169.1999969482422
2021-01-12,172.2100067138672
2021-01-13,171.3000030517578
2021-01-14,172.02000427246094
2021-01-15,171.47000122070312
2021-01-19,170.57000732421875
2021-01-20,168.4600067138672
2021-01-21,166.88999938964844
2021-01-22,167.63999938964844
2021-01-25,166.50999450683594
2021-01-26,160.8800048828125
2021-01-27,163.1999969482422
2021-01-28,161.9499969482422
2021-01-29,157.3300018310547
2021-02-01,157.77000427246094
2021-02-02,159.6199951171875
2021-02-03,161.1999969482422
2021-02-04,161.25
2021-02-05,163.89999389648438
2021-02-08,165.02000427246094
2021-02-09,167.22000122070312
2021-02-10,167.77000427246094
2021-02-11,170.52999877929688
2021-02-12,176.1300048828125
2021-02-16,175.16000366210938
2021-02-17,178.4199981689453
2021-02-18,178.42999267578125
2021-02-19,182.1300048828125
2021-02-22,190.63999938964844
2021-02-23,186.4199981689453
2021-02-24,188.1000061035156
2021-02-25,183.22999572753903
2021-02-26,175.91000366210938
2021-03-01,178.41000366210938
2021-03-02,179.6300048828125
2021-03-03,182.22999572753903
2021-03-04,179.3699951171875
2021-03-05,185.6100006103516
2021-03-08,191.1000061035156
2021-03-09,185.08999633789065
2021-03-10,187.8600006103516
2021-03-11,189.91000366210932
2021-03-12,195.08999633789065
2021-03-15,198.27999877929688
2021-03-16,195.1300048828125
2021-03-17,197.94000244140625
2021-03-18,198.47000122070312
2021-03-19,197.259994506836
2021-03-22,196.07000732421875
2021-03-23,191.47999572753903
2021-03-24,194.1199951171875
2021-03-25,200.13999938964844
2021-03-26,203.16000366210932
2021-03-29,207.3600006103516
2021-03-30,205.6699981689453
2021-03-31,205.8500061035156
2021-04-01,204.22999572753903
2021-04-05,207.6000061035156
2021-04-06,207.3699951171875
2021-04-07,205.02999877929688
2021-04-08,206.63999938964844
2021-04-09,206.8699951171875
2021-04-12,210.2700042724609
2021-04-13,206.1499938964844
2021-04-14,207.8600006103516
2021-04-15,208.3500061035156
2021-04-16,208.0599975585937
2021-04-19,210.0
2021-04-20,207.57000732421875
2021-04-21,208.57000732421875
2021-04-22,203.88999938964844
2021-04-23,206.1300048828125
2021-04-26,206.97000122070312
2021-04-27,207.4499969482422
2021-04-28,210.2400054931641
2021-04-29,212.97000122070312
2021-04-30,212.32000732421875
2021-05-03,215.13999938964844
2021-05-04,214.38999938964844
2021-05-05,212.8699951171875
2021-05-06,218.3099975585937
2021-05-07,216.9900054931641
2021-05-10,219.3699951171875
2021-05-11,214.6999969482422
2021-05-12,212.13999938964844
2021-05-13,215.2899932861328
2021-05-14,216.2100067138672
2021-05-17,216.83999633789065
2021-05-18,213.3699951171875
2021-05-19,213.17999267578125
2021-05-20,212.5599975585937
2021-05-21,213.6699981689453
2021-05-24,215.9499969482422
2021-05-25,211.8800048828125
2021-05-26,212.77999877929688
2021-05-27,215.6199951171875
2021-05-28,216.2100067138672
2021-06-01,218.08999633789065
2021-06-02,218.9199981689453
2021-06-03,220.6100006103516
2021-06-04,222.25
2021-06-07,221.27999877929688
2021-06-08,222.66000366210932
2021-06-09,221.02999877929688
2021-06-10,220.75
2021-06-11,221.0
2021-06-14,219.8000030517578
2021-06-15,220.08999633789065
2021-06-16,216.7899932861328
2021-06-17,211.63999938964844
2021-06-18,207.17999267578125
2021-06-21,213.0500030517578
2021-06-22,211.6000061035156
2021-06-23,209.4900054931641
2021-06-24,211.07000732421875
2021-06-25,213.27999877929688
2021-06-28,211.16000366210932
2021-06-29,207.8300018310547
2021-06-30,210.75
2021-07-01,212.1499938964844
2021-07-02,211.97000122070312
2021-07-06,205.8600006103516
2021-07-07,206.88999938964844
2021-07-08,203.5500030517578
2021-07-09,206.22000122070312
2021-07-12,204.69000244140625
2021-07-13,202.66000366210932
2021-07-14,201.66000366210932
2021-07-15,201.3800048828125
2021-07-16,200.7400054931641
2021-07-19,195.3099975585937
2021-07-20,202.88999938964844
2021-07-21,204.759994506836
2021-07-22,202.1699981689453
2021-07-23,203.75
2021-07-26,205.1699981689453
2021-07-27,204.42999267578125
2021-07-28,204.8600006103516
2021-07-29,207.22999572753903
2021-07-30,205.1300048828125
2021-08-02,203.4199981689453
2021-08-03,204.3600006103516
2021-08-04,200.41000366210932
2021-08-05,203.1999969482422
2021-08-06,205.5800018310547
2021-08-09,205.1300048828125
2021-08-10,206.94000244140625
2021-08-11,208.92999267578125
2021-08-12,207.4900054931641
2021-08-13,205.94000244140625
2021-08-16,205.75
2021-08-17,205.6699981689453
2021-08-18,201.1699981689453
2021-08-19,200.16000366210932
2021-08-20,202.72999572753903
2021-08-23,205.97999572753903
2021-08-24,206.0399932861328
2021-08-25,206.22000122070312
2021-08-26,204.4199981689453
2021-08-27,206.9900054931641
2021-08-30,207.009994506836
2021-08-31,204.1699981689453
2021-09-01,202.9900054931641
2021-09-02,205.1300048828125
2021-09-03,203.1699981689453
2021-09-07,199.2400054931641
2021-09-08,199.4900054931641
2021-09-09,199.3300018310547
2021-09-10,198.17999267578125
2021-09-13,200.97999572753903
2021-09-14,197.75
2021-09-15,199.1999969482422
2021-09-16,195.0800018310547
2021-09-17,194.9900054931641
2021-09-20,193.6300048828125
2021-09-21,189.32000732421875
2021-09-22,191.47000122070312
2021-09-23,194.5399932861328
2021-09-24,195.3699951171875
2021-09-27,197.0599975585937
2021-09-28,196.5399932861328
2021-09-29,197.3300018310547
2021-09-30,193.0599975585937
2021-10-01,194.17999267578125
2021-10-04,195.0599975585937
2021-10-05,194.92999267578125
2021-10-06,196.77999877929688
2021-10-07,202.8600006103516
2021-10-08,206.38999938964844
2021-10-11,210.82000732421875
2021-10-12,212.1699981689453
2021-10-13,207.97000122070312
2021-10-14,208.4600067138672
2021-10-15,210.5200042724609
2021-10-18,207.4499969482422
2021-10-19,209.4199981689453
2021-10-20,211.72000122070312
2021-10-21,211.1300048828125
2021-10-22,212.8300018310547
2021-10-25,212.47999572753903
2021-10-26,204.33999633789065
2021-10-27,202.63999938964844
2021-10-28,204.5200042724609
2021-10-29,202.72999572753903
2021-11-01,202.0800018310547
2021-11-02,199.8999938964844
2021-11-03,199.9499969482422
2021-11-04,191.3099975585937
2021-11-05,194.0200042724609
2021-11-08,194.1300048828125
2021-11-09,194.75
2021-11-10,193.82000732421875
2021-11-11,188.8699951171875
2021-11-12,192.0200042724609
2021-11-15,190.41000366210932
2021-11-16,188.32000732421875
2021-11-17,186.69000244140625
2021-11-18,185.19000244140625
2021-11-19,184.77999877929688
2021-11-22,190.5
2021-11-23,189.22000122070312
2021-11-24,186.47999572753903
2021-11-26,183.2700042724609
2021-11-29,181.72000122070312
2021-11-30,177.50999450683594
2021-12-01,176.5800018310547
2021-12-02,178.2899932861328
2021-12-03,181.16000366210932
2021-12-06,185.8699951171875
2021-12-07,184.69000244140625
2021-12-08,186.33999633789065
2021-12-09,185.9499969482422
2021-12-10,185.97000122070312
2021-12-13,187.3500061035156
2021-12-14,186.1999969482422
2021-12-15,189.41000366210932
2021-12-16,188.72999572753903
2021-12-17,184.1100006103516
2021-12-20,179.5800018310547
2021-12-21,183.13999938964844
2021-12-22,180.33999633789065
2021-12-23,182.2100067138672
2021-12-27,184.17999267578125
2021-12-28,186.27999877929688
2021-12-29,185.47999572753903
2021-12-30,185.22999572753903
2021-12-31,186.7400054931641
2022-01-03,186.0399932861328
2022-01-04,189.4900054931641
2022-01-05,186.9900054931641
2022-01-06,190.6000061035156
2022-01-07,192.9600067138672
2022-01-10,196.1999969482422
2022-01-11,198.88999938964844
2022-01-12,197.16000366210932
2022-01-13,195.6100006103516
2022-01-14,197.67999267578125
2022-01-18,195.57000732421875
2022-01-19,193.67999267578125
2022-01-20,191.63999938964844
2022-01-21,191.1000061035156
2022-01-24,195.6499938964844
2022-01-25,194.6699981689453
2022-01-26,191.9199981689453
2022-01-27,188.42999267578125
2022-01-28,187.6699981689453
2022-01-31,187.1999969482422
2022-02-01,185.5200042724609
2022-02-02,187.009994506836
2022-02-03,183.52999877929688
2022-02-04,182.6100006103516
2022-02-07,184.0200042724609
2022-02-08,186.0
2022-02-09,187.19000244140625
2022-02-10,179.64999389648438
2022-02-11,183.8699951171875
2022-02-14,181.259994506836
2022-02-15,180.1300048828125
2022-02-16,182.5800018310547
2022-02-17,184.9199981689453
2022-02-18,186.08999633789065
2022-02-22,186.8800048828125
2022-02-23,187.38999938964844
2022-02-24,191.9900054931641
2022-02-25,199.8600006103516
2022-02-28,204.3999938964844
2022-03-01,204.1499938964844
2022-03-02,208.5
2022-03-03,211.0
2022-03-04,218.0399932861328
2022-03-07,218.72999572753903
2022-03-08,209.44000244140625
2022-03-09,208.1499938964844
2022-03-10,210.6699981689453
2022-03-11,206.07000732421875
2022-03-14,201.94000244140625
2022-03-15,202.5
2022-03-16,194.3600006103516
2022-03-17,197.3300018310547
2022-03-18,193.69000244140625
2022-03-21,200.6699981689453
2022-03-22,201.0399932861328
2022-03-23,203.0399932861328
2022-03-24,203.58999633789065
2022-03-25,205.97000122070312
2022-03-28,200.3500061035156
2022-03-29,202.259994506836
2022-03-30,203.32000732421875
2022-03-31,199.44000244140625
2022-04-01,202.6300048828125
2022-04-04,201.8699951171875
2022-04-05,201.1199951171875
2022-04-06,202.1100006103516
2022-04-07,207.9199981689453
2022-04-08,205.8999938964844
2022-04-11,205.2400054931641
2022-04-12,209.97000122070312
2022-04-13,212.94000244140625
2022-04-14,222.6699981689453
2022-04-18,222.8800048828125
2022-04-19,224.1100006103516
2022-04-20,227.2899932861328
2022-04-21,221.97999572753903
2022-04-22,222.1699981689453
2022-04-25,218.52999877929688
2022-04-26,218.66000366210932
2022-04-27,219.8500061035156
2022-04-28,218.0800018310547
2022-04-29,212.7400054931641
2022-05-02,212.3300018310547
2022-05-03,214.759994506836
2022-05-04,222.13999938964844
2022-05-05,219.7400054931641
2022-05-06,216.25
2022-05-09,209.97999572753903
2022-05-10,209.6499938964844
2022-05-11,206.02999877929688
2022-05-12,203.7700042724609
2022-05-13,203.77999877929688
2022-05-16,204.77999877929688
2022-05-17,208.97000122070312
2022-05-18,202.83999633789065
2022-05-19,200.72999572753903
2022-05-20,197.759994506836
2022-05-23,200.6000061035156
2022-05-24,204.0800018310547
2022-05-25,206.1199951171875
2022-05-26,211.5
2022-05-27,214.3999938964844
2022-05-31,210.4600067138672
2022-06-01,210.4600067138672
2022-06-02,211.8000030517578
2022-06-03,212.83999633789065
2022-06-06,212.509994506836
2022-06-07,216.13999938964844
2022-06-08,214.25
2022-06-09,214.0
2022-06-10,211.9900054931641
2022-06-13,207.3300018310547
2022-06-14,204.8099975585937
2022-06-15,205.6699981689453
2022-06-16,201.0599975585937
2022-06-17,200.63999938964844
2022-06-21,209.3600006103516
2022-06-22,209.4499969482422
2022-06-23,210.0
2022-06-24,215.33999633789065
2022-06-27,218.3699951171875
2022-06-28,217.17999267578125
2022-06-29,215.88999938964844
2022-06-30,217.82000732421875
2022-07-01,220.9600067138672
2022-07-05,209.8600006103516
2022-07-06,214.25
2022-07-07,217.3099975585937
2022-07-08,215.67999267578125
2022-07-11,215.8300018310547
2022-07-12,212.19000244140625
2022-07-13,208.2400054931641
