,WTW
2018-09-28,140.94000244140625
2018-10-01,141.75
2018-10-02,142.89999389648438
2018-10-03,142.85000610351562
2018-10-04,142.6699981689453
2018-10-05,141.75
2018-10-08,142.8000030517578
2018-10-09,142.58999633789062
2018-10-10,139.44000244140625
2018-10-11,136.07000732421875
2018-10-12,137.3000030517578
2018-10-15,137.97999572753906
2018-10-16,140.07000732421875
2018-10-17,139.8300018310547
2018-10-18,138.72999572753906
2018-10-19,139.97999572753906
2018-10-22,139.89999389648438
2018-10-23,137.85000610351562
2018-10-24,134.83999633789062
2018-10-25,138.11000061035156
2018-10-26,139.00999450683594
2018-10-29,140.36000061035156
2018-10-30,141.17999267578125
2018-10-31,143.16000366210938
2018-11-01,143.10000610351562
2018-11-02,152.38999938964844
2018-11-05,154.44000244140625
2018-11-06,154.6999969482422
2018-11-07,158.3000030517578
2018-11-08,160.35000610351562
2018-11-09,159.92999267578125
2018-11-12,158.50999450683594
2018-11-13,159.97000122070312
2018-11-14,159.7899932861328
2018-11-15,160.47999572753906
2018-11-16,158.86000061035156
2018-11-19,160.25999450683594
2018-11-20,156.35000610351562
2018-11-21,156.72999572753906
2018-11-23,155.97999572753906
2018-11-26,157.3300018310547
2018-11-27,157.02999877929688
2018-11-28,159.49000549316406
2018-11-29,158.49000549316406
2018-11-30,159.4499969482422
2018-12-03,161.13999938964844
2018-12-04,157.30999755859375
2018-12-06,156.10000610351562
2018-12-07,156.5
2018-12-10,154.61000061035156
2018-12-11,154.89999389648438
2018-12-12,155.75999450683594
2018-12-13,156.4499969482422
2018-12-14,153.75999450683594
2018-12-17,151.27999877929688
2018-12-18,151.92999267578125
2018-12-19,151.3300018310547
2018-12-20,149.33999633789062
2018-12-21,147.07000732421875
2018-12-24,146.61000061035156
2018-12-26,148.86000061035156
2018-12-27,150.85000610351562
2018-12-28,150.92999267578125
2018-12-31,151.86000061035156
2019-01-02,149.67999267578125
2019-01-03,146.5399932861328
2019-01-04,150.5
2019-01-07,151.61000061035156
2019-01-08,152.5800018310547
2019-01-09,151.66000366210938
2019-01-10,153.35000610351562
2019-01-11,153.99000549316406
2019-01-14,153.57000732421875
2019-01-15,154.6300048828125
2019-01-16,156.9199981689453
2019-01-17,156.9600067138672
2019-01-18,158.66000366210938
2019-01-22,158.72999572753906
2019-01-23,158.17999267578125
2019-01-24,157.7899932861328
2019-01-25,158.69000244140625
2019-01-28,158.25
2019-01-29,158.8699951171875
2019-01-30,161.0399932861328
2019-01-31,162.7899932861328
2019-02-01,166.11000061035156
2019-02-04,165.36000061035156
2019-02-05,166.50999450683594
2019-02-06,166.36000061035156
2019-02-07,162.77000427246094
2019-02-08,167.82000732421875
2019-02-11,170.02000427246094
2019-02-12,171.24000549316406
2019-02-13,170.97000122070312
2019-02-14,168.5
2019-02-15,169.55999755859375
2019-02-19,170.72000122070312
2019-02-20,171.0800018310547
2019-02-21,170.38999938964844
2019-02-22,171.08999633789062
2019-02-25,171.4499969482422
2019-02-26,170.3800048828125
2019-02-27,170.5399932861328
2019-02-28,172.02000427246094
2019-03-01,172.55999755859375
2019-03-04,173.0500030517578
2019-03-05,182.0399932861328
2019-03-06,170.8800048828125
2019-03-07,170.1999969482422
2019-03-08,169.22000122070312
2019-03-11,170.41000366210938
2019-03-12,170.72000122070312
2019-03-13,171.7899932861328
2019-03-14,172.25
2019-03-15,173.64999389648438
2019-03-18,174.0800018310547
2019-03-19,172.89999389648438
2019-03-20,172.42999267578125
2019-03-21,174.32000732421875
2019-03-22,174.61000061035156
2019-03-25,175.7899932861328
2019-03-26,177.5399932861328
2019-03-27,176.80999755859375
2019-03-28,175.02000427246094
2019-03-29,175.64999389648438
2019-04-01,176.11000061035156
2019-04-02,177.1999969482422
2019-04-03,177.82000732421875
2019-04-04,178.50999450683594
2019-04-05,178.0800018310547
2019-04-08,178.4499969482422
2019-04-09,178.02999877929688
2019-04-10,179.0399932861328
2019-04-11,179.77000427246094
2019-04-12,180.72000122070312
2019-04-15,180.7400054931641
2019-04-16,181.2100067138672
2019-04-17,176.89999389648438
2019-04-18,177.3699951171875
2019-04-22,177.25999450683594
2019-04-23,180.0
2019-04-24,179.55999755859375
2019-04-25,180.1699981689453
2019-04-26,181.5500030517578
2019-04-29,181.5200042724609
2019-04-30,184.33999633789065
2019-05-01,175.3699951171875
2019-05-02,178.5
2019-05-03,179.77000427246094
2019-05-06,178.6300048828125
2019-05-07,174.41000366210938
2019-05-08,175.50999450683594
2019-05-09,175.0
2019-05-10,176.64999389648438
2019-05-13,173.6999969482422
2019-05-14,175.3800048828125
2019-05-15,175.5399932861328
2019-05-16,178.05999755859375
2019-05-17,176.0
2019-05-20,176.3699951171875
2019-05-21,178.30999755859375
2019-05-22,180.02000427246094
2019-05-23,177.8300018310547
2019-05-24,177.72999572753906
2019-05-28,176.7100067138672
2019-05-29,175.69000244140625
2019-05-30,177.69000244140625
2019-05-31,175.5
2019-06-03,178.05999755859375
2019-06-04,179.22000122070312
2019-06-05,182.8500061035156
2019-06-06,183.47000122070312
2019-06-07,186.8800048828125
2019-06-10,188.3099975585937
2019-06-11,188.3099975585937
2019-06-12,188.1100006103516
2019-06-13,188.7100067138672
2019-06-14,190.3300018310547
2019-06-17,188.27999877929688
2019-06-18,188.1100006103516
2019-06-19,189.72999572753903
2019-06-20,191.6199951171875
2019-06-21,191.8300018310547
2019-06-24,191.7700042724609
2019-06-25,192.3099975585937
2019-06-26,186.8500061035156
2019-06-27,188.9499969482422
2019-06-28,191.5399932861328
2019-07-01,193.94000244140625
2019-07-02,195.1499938964844
2019-07-03,195.7400054931641
2019-07-05,195.83999633789065
2019-07-08,194.6699981689453
2019-07-09,195.25
2019-07-10,195.6100006103516
2019-07-11,196.3000030517578
2019-07-12,196.4199981689453
2019-07-15,197.6699981689453
2019-07-16,197.4900054931641
2019-07-17,195.02999877929688
2019-07-18,197.6999969482422
2019-07-19,195.8800048828125
2019-07-22,195.63999938964844
2019-07-23,196.63999938964844
2019-07-24,197.17999267578125
2019-07-25,196.6499938964844
2019-07-26,199.17999267578125
2019-07-29,199.3600006103516
2019-07-30,197.4900054931641
2019-07-31,195.22000122070312
2019-08-01,196.0399932861328
2019-08-02,195.3800048828125
2019-08-05,188.7100067138672
2019-08-06,194.1499938964844
2019-08-07,193.3500061035156
2019-08-08,198.22000122070312
2019-08-09,197.22000122070312
2019-08-12,192.92999267578125
2019-08-13,195.0
2019-08-14,190.33999633789065
2019-08-15,190.4600067138672
2019-08-16,194.5500030517578
2019-08-19,197.4600067138672
2019-08-20,193.3699951171875
2019-08-21,193.75
2019-08-22,194.3000030517578
2019-08-23,189.2100067138672
2019-08-26,192.0
2019-08-27,191.259994506836
2019-08-28,192.3099975585937
2019-08-29,195.5
2019-08-30,197.97000122070312
2019-09-03,195.66000366210932
2019-09-04,196.5200042724609
2019-09-05,197.69000244140625
2019-09-06,197.75
2019-09-09,195.52999877929688
2019-09-10,189.69000244140625
2019-09-11,191.7400054931641
2019-09-12,194.69000244140625
2019-09-13,194.6999969482422
2019-09-16,195.009994506836
2019-09-17,198.63999938964844
2019-09-18,198.69000244140625
2019-09-19,198.1999969482422
2019-09-20,196.3699951171875
2019-09-23,197.3999938964844
2019-09-24,197.3000030517578
2019-09-25,196.8000030517578
2019-09-26,198.0200042724609
2019-09-27,192.6999969482422
2019-09-30,192.97000122070312
2019-10-01,187.92999267578125
2019-10-02,184.2100067138672
2019-10-03,184.9900054931641
2019-10-04,188.6499938964844
2019-10-07,187.58999633789065
2019-10-08,184.3600006103516
2019-10-09,186.1999969482422
2019-10-10,187.69000244140625
2019-10-11,188.1000061035156
2019-10-14,187.63999938964844
2019-10-15,188.0
2019-10-16,188.58999633789065
2019-10-17,187.88999938964844
2019-10-18,187.7700042724609
2019-10-21,190.0500030517578
2019-10-22,188.77999877929688
2019-10-23,184.7700042724609
2019-10-24,187.33999633789065
2019-10-25,184.97999572753903
2019-10-28,183.3800048828125
2019-10-29,185.6499938964844
2019-10-30,190.2400054931641
2019-10-31,186.8999938964844
2019-11-01,188.9900054931641
2019-11-04,186.8300018310547
2019-11-05,185.009994506836
2019-11-06,186.6699981689453
2019-11-07,184.9900054931641
2019-11-08,185.1000061035156
2019-11-11,186.5800018310547
2019-11-12,187.22000122070312
2019-11-13,187.6199951171875
2019-11-14,189.75
2019-11-15,188.9499969482422
2019-11-18,187.8500061035156
2019-11-19,190.1999969482422
2019-11-20,190.1499938964844
2019-11-21,189.92999267578125
2019-11-22,189.759994506836
2019-11-25,193.1300048828125
2019-11-26,194.82000732421875
2019-11-27,196.3500061035156
2019-11-29,196.44000244140625
2019-12-02,195.22000122070312
2019-12-03,192.5200042724609
2019-12-04,193.27999877929688
2019-12-05,193.9199981689453
2019-12-06,195.38999938964844
2019-12-09,194.7899932861328
2019-12-10,194.58999633789065
2019-12-11,194.41000366210932
2019-12-12,198.4199981689453
2019-12-13,200.0399932861328
2019-12-16,201.1699981689453
2019-12-17,201.22999572753903
2019-12-18,201.7100067138672
2019-12-19,203.8500061035156
2019-12-20,205.63999938964844
2019-12-23,201.5800018310547
2019-12-24,201.9900054931641
2019-12-26,202.0200042724609
2019-12-27,201.759994506836
2019-12-30,201.5800018310547
2019-12-31,201.94000244140625
2020-01-02,204.27999877929688
2020-01-03,204.3300018310547
2020-01-06,204.5800018310547
2020-01-07,204.16000366210932
2020-01-08,204.38999938964844
2020-01-09,205.0
2020-01-10,205.0
2020-01-13,205.0
2020-01-14,204.0
2020-01-15,204.07000732421875
2020-01-16,204.19000244140625
2020-01-17,204.9900054931641
2020-01-21,205.02999877929688
2020-01-22,203.75
2020-01-23,206.66000366210932
2020-01-24,209.009994506836
2020-01-27,207.42999267578125
2020-01-28,213.0
2020-01-29,212.66000366210932
2020-01-30,214.75
2020-01-31,211.2899932861328
2020-02-03,215.1100006103516
2020-02-04,218.57000732421875
2020-02-05,220.0599975585937
2020-02-06,208.8999938964844
2020-02-07,210.25
2020-02-10,214.7100067138672
2020-02-11,212.97999572753903
2020-02-12,212.72000122070312
2020-02-13,212.8000030517578
2020-02-14,213.6699981689453
2020-02-18,212.69000244140625
2020-02-19,211.759994506836
2020-02-20,209.5
2020-02-21,208.44000244140625
2020-02-24,205.5399932861328
2020-02-25,202.63999938964844
2020-02-26,204.44000244140625
2020-02-27,194.52999877929688
2020-02-28,189.25
2020-03-02,199.5399932861328
2020-03-03,197.16000366210932
2020-03-04,206.5500030517578
2020-03-05,201.7700042724609
2020-03-06,199.7100067138672
2020-03-09,184.7400054931641
2020-03-10,187.6699981689453
2020-03-11,188.25
2020-03-12,172.8000030517578
2020-03-13,180.0399932861328
2020-03-16,164.00999450683594
2020-03-17,173.1199951171875
2020-03-18,157.14999389648438
2020-03-19,152.58999633789062
2020-03-20,152.6300048828125
2020-03-23,147.55999755859375
2020-03-24,169.85000610351562
2020-03-25,163.75999450683594
2020-03-26,165.5
2020-03-27,167.2100067138672
2020-03-30,172.9499969482422
2020-03-31,169.85000610351562
2020-04-01,156.19000244140625
2020-04-02,158.41000366210938
2020-04-03,157.08999633789062
2020-04-06,175.36000061035156
2020-04-07,178.69000244140625
2020-04-08,190.0500030517578
2020-04-09,196.0200042724609
2020-04-13,189.6999969482422
2020-04-14,197.0
2020-04-15,185.6499938964844
2020-04-16,189.19000244140625
2020-04-17,195.38999938964844
2020-04-20,188.88999938964844
2020-04-21,182.5
2020-04-22,185.8600006103516
2020-04-23,177.0
2020-04-24,177.22000122070312
2020-04-27,175.99000549316406
2020-04-28,174.92999267578125
2020-04-29,175.25999450683594
2020-04-30,178.2899932861328
2020-05-01,183.33999633789065
2020-05-04,183.5399932861328
2020-05-05,189.8600006103516
2020-05-06,183.63999938964844
2020-05-07,193.1499938964844
2020-05-08,197.3500061035156
2020-05-11,200.0
2020-05-12,200.7899932861328
2020-05-13,197.1699981689453
2020-05-14,201.66000366210932
2020-05-15,200.47999572753903
2020-05-18,204.7400054931641
2020-05-19,202.9900054931641
2020-05-20,202.6300048828125
2020-05-21,200.16000366210932
2020-05-22,198.509994506836
2020-05-26,201.6499938964844
2020-05-27,204.5599975585937
2020-05-28,205.6499938964844
2020-05-29,202.8999938964844
2020-06-01,202.4600067138672
2020-06-02,201.1300048828125
2020-06-03,204.88999938964844
2020-06-04,204.0500030517578
2020-06-05,206.8099975585937
2020-06-08,204.0200042724609
2020-06-09,201.009994506836
2020-06-10,199.1100006103516
2020-06-11,185.75
2020-06-12,186.7700042724609
2020-06-15,189.3600006103516
2020-06-16,191.6300048828125
2020-06-17,197.3500061035156
2020-06-18,196.1199951171875
2020-06-19,188.8500061035156
2020-06-22,193.6699981689453
2020-06-23,193.97999572753903
2020-06-24,190.8500061035156
2020-06-25,199.3099975585937
2020-06-26,194.5500030517578
2020-06-29,192.92999267578125
2020-06-30,196.9499969482422
2020-07-01,195.25
2020-07-02,196.6000061035156
2020-07-06,197.47999572753903
2020-07-07,196.5800018310547
2020-07-08,199.2400054931641
2020-07-09,199.0200042724609
2020-07-10,202.3300018310547
2020-07-13,201.47000122070312
2020-07-14,203.9499969482422
2020-07-15,206.1199951171875
2020-07-16,207.4900054931641
2020-07-17,208.5
2020-07-20,207.92999267578125
2020-07-21,210.97999572753903
2020-07-22,212.509994506836
2020-07-23,212.0
2020-07-24,211.5200042724609
2020-07-27,211.509994506836
2020-07-28,209.94000244140625
2020-07-29,210.1300048828125
2020-07-30,211.4900054931641
2020-07-31,210.009994506836
2020-08-03,204.6499938964844
2020-08-04,204.72999572753903
2020-08-05,202.5200042724609
2020-08-06,199.9499969482422
2020-08-07,199.47000122070312
2020-08-10,197.0800018310547
2020-08-11,196.0
2020-08-12,195.38999938964844
2020-08-13,198.75
2020-08-14,201.509994506836
2020-08-17,201.6699981689453
2020-08-18,201.3099975585937
2020-08-19,203.3000030517578
2020-08-20,202.1000061035156
2020-08-21,198.0800018310547
2020-08-24,194.6000061035156
2020-08-25,197.259994506836
2020-08-26,201.57000732421875
2020-08-27,205.5599975585937
2020-08-28,205.66000366210932
2020-08-31,205.52999877929688
2020-09-01,208.3699951171875
2020-09-02,216.1699981689453
2020-09-03,209.44000244140625
2020-09-04,208.42999267578125
2020-09-08,203.1300048828125
2020-09-09,209.19000244140625
2020-09-10,207.2700042724609
2020-09-11,206.1199951171875
2020-09-14,206.1999969482422
2020-09-15,206.25
2020-09-16,206.94000244140625
2020-09-17,205.7100067138672
2020-09-18,205.3099975585937
2020-09-21,202.52999877929688
2020-09-22,203.6699981689453
2020-09-23,203.9900054931641
2020-09-24,198.32000732421875
2020-09-25,198.6699981689453
2020-09-28,206.8500061035156
2020-09-29,208.08999633789065
2020-09-30,208.82000732421875
2020-10-01,210.0800018310547
2020-10-02,209.6100006103516
2020-10-05,210.13999938964844
2020-10-06,209.0500030517578
2020-10-07,211.1199951171875
2020-10-08,211.07000732421875
2020-10-09,211.44000244140625
2020-10-12,217.02999877929688
2020-10-13,212.5500030517578
2020-10-14,212.52999877929688
2020-10-15,216.6199951171875
2020-10-16,216.759994506836
2020-10-19,212.7100067138672
2020-10-20,209.3999938964844
2020-10-21,209.3699951171875
2020-10-22,209.5599975585937
2020-10-23,209.75
2020-10-26,203.27999877929688
2020-10-27,200.44000244140625
2020-10-28,193.91000366210932
2020-10-29,186.25
2020-10-30,182.47999572753903
2020-11-02,179.57000732421875
2020-11-03,180.509994506836
2020-11-04,184.25
2020-11-05,186.72000122070312
2020-11-06,192.1699981689453
2020-11-09,196.0
2020-11-10,202.009994506836
2020-11-11,202.9499969482422
2020-11-12,202.1999969482422
2020-11-13,206.8099975585937
2020-11-16,210.6100006103516
2020-11-17,210.1300048828125
2020-11-18,205.6999969482422
2020-11-19,204.4900054931641
2020-11-20,199.3999938964844
2020-11-23,203.9199981689453
2020-11-24,209.0
2020-11-25,209.44000244140625
2020-11-27,209.5500030517578
2020-11-30,208.19000244140625
2020-12-01,214.08999633789065
2020-12-02,212.4900054931641
2020-12-03,212.82000732421875
2020-12-04,214.4900054931641
2020-12-07,209.4499969482422
2020-12-08,210.8600006103516
2020-12-09,207.57000732421875
2020-12-10,206.82000732421875
2020-12-11,204.3999938964844
2020-12-14,205.759994506836
2020-12-15,210.009994506836
2020-12-16,211.97999572753903
2020-12-17,212.22999572753903
2020-12-18,204.88999938964844
2020-12-21,207.7100067138672
2020-12-22,209.6199951171875
2020-12-23,208.82000732421875
2020-12-24,211.8099975585937
2020-12-28,207.94000244140625
2020-12-29,207.7899932861328
2020-12-30,206.13999938964844
2020-12-31,210.67999267578125
2021-01-04,203.6999969482422
2021-01-05,202.0
2021-01-06,203.6999969482422
2021-01-07,205.25
2021-01-08,203.63999938964844
2021-01-11,199.22999572753903
2021-01-12,199.9499969482422
2021-01-13,204.2700042724609
2021-01-14,205.5
2021-01-15,206.6499938964844
2021-01-19,208.5
2021-01-20,210.2700042724609
2021-01-21,208.57000732421875
2021-01-22,206.5
2021-01-25,209.32000732421875
2021-01-26,210.22000122070312
2021-01-27,205.97000122070312
2021-01-28,206.3099975585937
2021-01-29,202.94000244140625
2021-02-01,207.4499969482422
2021-02-02,211.1199951171875
2021-02-03,206.1999969482422
2021-02-04,209.3000030517578
2021-02-05,223.91000366210932
2021-02-08,225.6999969482422
2021-02-09,228.4900054931641
2021-02-10,225.6300048828125
2021-02-11,228.47999572753903
2021-02-12,227.4199981689453
2021-02-16,228.1100006103516
2021-02-17,229.88999938964844
2021-02-18,222.9900054931641
2021-02-19,224.97999572753903
2021-02-22,224.8999938964844
2021-02-23,226.0800018310547
2021-02-24,225.63999938964844
2021-02-25,224.2700042724609
2021-02-26,220.63999938964844
2021-03-01,226.72000122070312
2021-03-02,227.1100006103516
2021-03-03,222.6499938964844
2021-03-04,221.9499969482422
2021-03-05,228.0200042724609
2021-03-08,225.22999572753903
2021-03-09,226.3800048828125
2021-03-10,224.22999572753903
2021-03-11,222.2100067138672
2021-03-12,222.759994506836
2021-03-15,221.3500061035156
2021-03-16,222.1000061035156
2021-03-17,221.67999267578125
2021-03-18,221.13999938964844
2021-03-19,220.0
2021-03-22,220.8000030517578
2021-03-23,221.4900054931641
2021-03-24,223.7400054931641
2021-03-25,224.5
2021-03-26,229.3600006103516
2021-03-29,234.6000061035156
2021-03-30,232.3099975585937
2021-03-31,228.8800048828125
2021-04-01,233.58999633789065
2021-04-05,235.6499938964844
2021-04-06,236.77999877929688
2021-04-07,237.8300018310547
2021-04-08,237.07000732421875
2021-04-09,239.97999572753903
2021-04-12,243.9600067138672
2021-04-13,241.8699951171875
2021-04-14,236.72000122070312
2021-04-15,237.97999572753903
2021-04-16,240.3999938964844
2021-04-19,238.009994506836
2021-04-20,237.22999572753903
2021-04-21,235.7400054931641
2021-04-22,233.1499938964844
2021-04-23,232.88999938964844
2021-04-26,231.3000030517578
2021-04-27,236.25
2021-04-28,245.8800048828125
2021-04-29,248.1300048828125
2021-04-30,258.8599853515625
2021-05-03,260.989990234375
2021-05-04,262.7799987792969
2021-05-05,263.17999267578125
2021-05-06,266.510009765625
2021-05-07,270.07000732421875
2021-05-10,268.8800048828125
2021-05-11,264.25
2021-05-12,261.17999267578125
2021-05-13,263.1400146484375
2021-05-14,264.8500061035156
2021-05-17,266.0
2021-05-18,263.6700134277344
2021-05-19,261.8599853515625
2021-05-20,264.260009765625
2021-05-21,262.8099975585937
2021-05-24,262.9200134277344
2021-05-25,261.5899963378906
2021-05-26,260.0599975585937
2021-05-27,260.989990234375
2021-05-28,261.3599853515625
2021-06-01,259.7699890136719
2021-06-02,258.6099853515625
2021-06-03,258.739990234375
2021-06-04,259.7300109863281
2021-06-07,256.989990234375
2021-06-08,254.57000732421875
2021-06-09,254.509994506836
2021-06-10,257.5
2021-06-11,257.489990234375
2021-06-14,256.1199951171875
2021-06-15,255.6000061035156
2021-06-16,237.13999938964844
2021-06-17,232.19000244140625
2021-06-18,225.1999969482422
2021-06-21,230.17999267578125
2021-06-22,230.41000366210932
2021-06-23,230.1499938964844
2021-06-24,232.5500030517578
2021-06-25,235.5
2021-06-28,231.3699951171875
2021-06-29,232.19000244140625
2021-06-30,230.0200042724609
2021-07-01,231.0
2021-07-02,231.6999969482422
2021-07-06,229.9499969482422
2021-07-07,230.7700042724609
2021-07-08,224.1499938964844
2021-07-09,228.2100067138672
2021-07-12,225.1699981689453
2021-07-13,224.0
2021-07-14,223.0500030517578
2021-07-15,221.91000366210932
2021-07-16,222.3600006103516
2021-07-19,216.08999633789065
2021-07-20,219.6999969482422
2021-07-21,224.6199951171875
2021-07-22,226.33999633789065
2021-07-23,226.41000366210932
2021-07-26,206.07000732421875
2021-07-27,206.0
2021-07-28,201.6000061035156
2021-07-29,203.5599975585937
2021-07-30,206.0800018310547
2021-08-02,203.9600067138672
2021-08-03,212.94000244140625
2021-08-04,211.19000244140625
2021-08-05,217.509994506836
2021-08-06,215.97999572753903
2021-08-09,217.83999633789065
2021-08-10,218.0800018310547
2021-08-11,222.0500030517578
2021-08-12,221.27999877929688
2021-08-13,219.2400054931641
2021-08-16,218.77999877929688
2021-08-17,216.0200042724609
2021-08-18,214.1199951171875
2021-08-19,214.32000732421875
2021-08-20,218.75
2021-08-23,217.8300018310547
2021-08-24,216.3600006103516
2021-08-25,216.3699951171875
2021-08-26,214.75
2021-08-27,219.3000030517578
2021-08-30,215.72000122070312
2021-08-31,220.72000122070312
2021-09-01,223.6999969482422
2021-09-02,230.0599975585937
2021-09-03,228.5200042724609
2021-09-07,227.1000061035156
2021-09-08,225.9499969482422
2021-09-09,236.0
2021-09-10,236.5500030517578
2021-09-13,236.4199981689453
2021-09-14,234.2700042724609
2021-09-15,236.75
2021-09-16,234.0500030517578
2021-09-17,230.27999877929688
2021-09-20,226.8099975585937
2021-09-21,228.91000366210932
2021-09-22,230.94000244140625
2021-09-23,233.4499969482422
2021-09-24,233.8300018310547
2021-09-27,231.5800018310547
2021-09-28,228.009994506836
2021-09-29,228.9900054931641
2021-09-30,232.4600067138672
2021-10-01,240.92999267578125
2021-10-04,237.41000366210932
2021-10-05,243.0800018310547
2021-10-06,241.3300018310547
2021-10-07,241.5
2021-10-08,242.88999938964844
2021-10-11,242.66000366210932
2021-10-12,241.8999938964844
2021-10-13,243.9499969482422
2021-10-14,248.1499938964844
2021-10-15,246.91000366210932
2021-10-18,244.8999938964844
2021-10-19,248.1000061035156
2021-10-20,244.13999938964844
2021-10-21,246.8699951171875
2021-10-22,247.759994506836
2021-10-25,244.8099975585937
2021-10-26,244.009994506836
2021-10-27,240.259994506836
2021-10-28,248.5200042724609
2021-10-29,242.27999877929688
2021-11-01,237.6199951171875
2021-11-02,237.0399932861328
2021-11-03,234.8500061035156
2021-11-04,231.0599975585937
2021-11-05,231.3099975585937
2021-11-08,232.6999969482422
2021-11-09,233.3800048828125
2021-11-10,231.3500061035156
2021-11-11,230.3000030517578
2021-11-12,230.91000366210932
2021-11-15,229.3600006103516
2021-11-16,230.72000122070312
2021-11-17,229.6999969482422
2021-11-18,228.44000244140625
2021-11-19,232.8000030517578
2021-11-22,233.44000244140625
2021-11-23,235.1000061035156
2021-11-24,236.1300048828125
2021-11-26,228.9900054931641
2021-11-29,230.38999938964844
2021-11-30,225.83999633789065
2021-12-01,227.0
2021-12-02,231.97000122070312
2021-12-03,230.83999633789065
2021-12-06,232.5
2021-12-07,231.6100006103516
2021-12-08,235.0
2021-12-09,232.3500061035156
2021-12-10,233.7700042724609
2021-12-13,231.94000244140625
2021-12-14,232.1699981689453
2021-12-15,234.6499938964844
2021-12-16,233.16000366210932
2021-12-17,232.8800048828125
2021-12-20,231.9499969482422
2021-12-21,236.25
2021-12-22,237.009994506836
2021-12-23,236.4600067138672
2021-12-27,239.0599975585937
2021-12-28,238.72000122070312
2021-12-29,238.42999267578125
2021-12-30,237.1199951171875
2021-12-31,237.4900054931641
2022-01-03,235.57000732421875
2022-01-04,238.6699981689453
2022-01-05,237.009994506836
2022-01-06,234.33999633789065
2022-01-07,231.5599975585937
2022-01-10,232.6199951171875
2022-01-11,233.9600067138672
2022-01-12,233.7700042724609
2022-01-13,231.2100067138672
2022-01-14,229.1199951171875
2022-01-18,227.16000366210932
2022-01-19,226.5599975585937
2022-01-20,228.2400054931641
2022-01-21,225.63999938964844
2022-01-24,230.83999633789065
2022-01-25,226.6499938964844
2022-01-26,225.5500030517578
2022-01-27,222.9900054931641
2022-01-28,231.08999633789065
2022-01-31,233.9600067138672
2022-02-01,236.1100006103516
2022-02-02,237.8600006103516
2022-02-03,234.3300018310547
2022-02-04,237.8600006103516
2022-02-07,235.8999938964844
2022-02-08,225.13999938964844
2022-02-09,228.6199951171875
2022-02-10,226.5800018310547
2022-02-11,221.19000244140625
2022-02-14,218.8600006103516
2022-02-15,222.16000366210932
2022-02-16,225.7899932861328
2022-02-17,223.1699981689453
2022-02-18,225.6100006103516
2022-02-22,223.1999969482422
2022-02-23,216.82000732421875
2022-02-24,219.8099975585937
2022-02-25,223.6300048828125
2022-02-28,222.3000030517578
2022-03-01,218.92999267578125
2022-03-02,223.8800048828125
2022-03-03,224.7400054931641
2022-03-04,222.2400054931641
2022-03-07,217.6499938964844
2022-03-08,217.47999572753903
2022-03-09,225.0599975585937
2022-03-10,224.5200042724609
2022-03-11,220.72999572753903
2022-03-14,220.1000061035156
2022-03-15,228.5599975585937
2022-03-16,230.47000122070312
2022-03-17,232.8600006103516
2022-03-18,236.0
2022-03-21,231.3500061035156
2022-03-22,234.3800048828125
2022-03-23,231.92999267578125
2022-03-24,234.69000244140625
2022-03-25,237.9900054931641
2022-03-28,240.8500061035156
2022-03-29,243.38999938964844
2022-03-30,240.009994506836
2022-03-31,236.22000122070312
2022-04-01,237.4600067138672
2022-04-04,238.3099975585937
2022-04-05,239.4600067138672
2022-04-06,239.4499969482422
2022-04-07,240.41000366210932
2022-04-08,241.0500030517578
2022-04-11,238.27999877929688
2022-04-12,232.4600067138672
2022-04-13,233.8800048828125
2022-04-14,234.1499938964844
2022-04-18,233.2100067138672
2022-04-19,235.1999969482422
2022-04-20,239.8800048828125
2022-04-21,242.72999572753903
2022-04-22,237.38999938964844
2022-04-25,241.0599975585937
2022-04-26,235.16000366210932
2022-04-27,232.94000244140625
2022-04-28,228.8999938964844
2022-04-29,214.8600006103516
2022-05-02,211.47999572753903
2022-05-03,213.9900054931641
2022-05-04,220.1499938964844
2022-05-05,216.1300048828125
2022-05-06,212.5
2022-05-09,207.7700042724609
2022-05-10,206.3500061035156
2022-05-11,201.63999938964844
2022-05-12,201.3600006103516
2022-05-13,205.8300018310547
2022-05-16,204.25
2022-05-17,207.2100067138672
2022-05-18,202.9199981689453
2022-05-19,200.3099975585937
2022-05-20,198.47999572753903
2022-05-23,204.02999877929688
2022-05-24,203.1699981689453
2022-05-25,202.0800018310547
2022-05-26,208.1100006103516
2022-05-27,214.83999633789065
2022-05-31,211.07000732421875
2022-06-01,208.47000122070312
2022-06-02,213.6499938964844
2022-06-03,206.6300048828125
2022-06-06,208.2700042724609
2022-06-07,209.83999633789065
2022-06-08,206.3999938964844
2022-06-09,202.17999267578125
2022-06-10,199.5
2022-06-13,195.2100067138672
2022-06-14,194.8699951171875
2022-06-15,194.8099975585937
2022-06-16,190.8300018310547
2022-06-17,193.92999267578125
2022-06-21,196.1999969482422
2022-06-22,197.259994506836
2022-06-23,197.8800048828125
2022-06-24,204.9499969482422
2022-06-27,204.69000244140625
2022-06-28,198.97000122070312
2022-06-29,199.8699951171875
2022-06-30,197.38999938964844
2022-07-01,199.44000244140625
2022-07-05,200.82000732421875
2022-07-06,202.1300048828125
2022-07-07,201.3099975585937
2022-07-08,201.2700042724609
2022-07-11,199.2400054931641
2022-07-12,196.83999633789065
2022-07-13,193.72000122070312
2022-07-14,193.2400054931641
2022-07-15,194.8999938964844
