,LNT
2015-01-02,33.25
2015-01-05,32.845001220703125
2015-01-06,32.7400016784668
2015-01-07,33.279998779296875
2015-01-08,33.80500030517578
2015-01-09,33.32500076293945
2015-01-12,33.23500061035156
2015-01-13,33.46500015258789
2015-01-14,34.08000183105469
2015-01-15,34.15999984741211
2015-01-16,34.79999923706055
2015-01-20,34.78499984741211
2015-01-21,35.03499984741211
2015-01-22,35.025001525878906
2015-01-23,35.099998474121094
2015-01-26,35.084999084472656
2015-01-27,35.0099983215332
2015-01-28,34.599998474121094
2015-01-29,35.15999984741211
2015-01-30,34.30500030517578
2015-02-02,34.46500015258789
2015-02-03,34.55500030517578
2015-02-04,34.05500030517578
2015-02-05,34.404998779296875
2015-02-06,32.88999938964844
2015-02-09,32.31999969482422
2015-02-10,33.040000915527344
2015-02-11,32.33000183105469
2015-02-12,32.22999954223633
2015-02-13,31.78499984741211
2015-02-17,31.709999084472656
2015-02-18,32.52000045776367
2015-02-19,32.275001525878906
2015-02-20,32.30500030517578
2015-02-23,32.54499816894531
2015-02-24,32.755001068115234
2015-02-25,32.185001373291016
2015-02-26,31.854999542236328
2015-02-27,31.799999237060547
2015-03-02,31.20499992370605
2015-03-03,31.31999969482422
2015-03-04,31.045000076293945
2015-03-05,31.100000381469727
2015-03-06,30.125
2015-03-09,30.350000381469727
2015-03-10,30.334999084472656
2015-03-11,30.155000686645508
2015-03-12,30.575000762939453
2015-03-13,30.26000022888184
2015-03-16,30.895000457763672
2015-03-17,30.84499931335449
2015-03-18,31.51000022888184
2015-03-19,31.36000061035156
2015-03-20,31.790000915527344
2015-03-23,31.71500015258789
2015-03-24,31.270000457763672
2015-03-25,31.01000022888184
2015-03-26,30.64999961853028
2015-03-27,30.81999969482422
2015-03-30,31.290000915527344
2015-03-31,31.5
2015-04-01,31.424999237060547
2015-04-02,31.45499992370605
2015-04-06,31.825000762939453
2015-04-07,31.299999237060547
2015-04-08,31.26000022888184
2015-04-09,31.2549991607666
2015-04-10,31.56999969482422
2015-04-13,31.3700008392334
2015-04-14,31.5049991607666
2015-04-15,31.405000686645508
2015-04-16,31.184999465942383
2015-04-17,31.075000762939453
2015-04-20,31.540000915527344
2015-04-21,31.299999237060547
2015-04-22,31.375
2015-04-23,31.440000534057617
2015-04-24,31.665000915527344
2015-04-27,31.155000686645508
2015-04-28,31.11000061035156
2015-04-29,30.8799991607666
2015-04-30,30.23500061035156
2015-05-01,30.5049991607666
2015-05-04,30.934999465942383
2015-05-05,30.21999931335449
2015-05-06,30.09499931335449
2015-05-07,30.145000457763672
2015-05-08,30.1299991607666
2015-05-11,30.045000076293945
2015-05-12,29.950000762939453
2015-05-13,29.73500061035156
2015-05-14,30.13500022888184
2015-05-15,30.5
2015-05-18,30.614999771118164
2015-05-19,30.6299991607666
2015-05-20,30.700000762939453
2015-05-21,30.665000915527344
2015-05-22,30.604999542236328
2015-05-26,30.34000015258789
2015-05-27,30.6299991607666
2015-05-28,30.729999542236328
2015-05-29,30.64999961853028
2015-06-01,30.69499969482422
2015-06-02,30.26000022888184
2015-06-03,29.80500030517578
2015-06-04,29.530000686645508
2015-06-05,29.145000457763672
2015-06-08,29.020000457763672
2015-06-09,28.905000686645508
2015-06-10,29.020000457763672
2015-06-11,29.395000457763672
2015-06-12,29.059999465942383
2015-06-15,28.934999465942383
2015-06-16,29.13999938964844
2015-06-17,29.295000076293945
2015-06-18,29.71500015258789
2015-06-19,29.56999969482422
2015-06-22,29.52499961853028
2015-06-23,29.059999465942383
2015-06-24,28.84000015258789
2015-06-25,28.684999465942383
2015-06-26,28.920000076293945
2015-06-29,28.770000457763672
2015-06-30,28.86000061035156
2015-07-01,29.065000534057617
2015-07-02,29.5049991607666
2015-07-06,29.549999237060547
2015-07-07,30.38999938964844
2015-07-08,30.20499992370605
2015-07-09,29.795000076293945
2015-07-10,30.045000076293945
2015-07-13,30.13500022888184
2015-07-14,30.14999961853028
2015-07-15,30.200000762939453
2015-07-16,30.670000076293945
2015-07-17,30.23500061035156
2015-07-20,30.125
2015-07-21,29.815000534057617
2015-07-22,30.03499984741211
2015-07-23,29.584999084472656
2015-07-24,29.6299991607666
2015-07-27,30.125
2015-07-28,30.270000457763672
2015-07-29,30.209999084472656
2015-07-30,30.48500061035156
2015-07-31,30.7549991607666
2015-08-03,30.795000076293945
2015-08-04,30.39999961853028
2015-08-05,30.540000915527344
2015-08-06,30.315000534057617
2015-08-07,30.36000061035156
2015-08-10,30.315000534057617
2015-08-11,30.325000762939453
2015-08-12,30.65999984741211
2015-08-13,30.76000022888184
2015-08-14,30.8700008392334
2015-08-17,31.459999084472656
2015-08-18,31.165000915527344
2015-08-19,31.2450008392334
2015-08-20,30.920000076293945
2015-08-21,30.364999771118164
2015-08-24,29.020000457763672
2015-08-25,28.049999237060547
2015-08-26,28.32999992370605
2015-08-27,28.864999771118164
2015-08-28,28.89999961853028
2015-08-31,28.334999084472656
2015-09-01,27.559999465942383
2015-09-02,27.565000534057617
2015-09-03,27.690000534057617
2015-09-04,27.27499961853028
2015-09-08,27.799999237060547
2015-09-09,27.5049991607666
2015-09-10,27.420000076293945
2015-09-11,27.625
2015-09-14,27.700000762939453
2015-09-15,27.799999237060547
2015-09-16,28.104999542236328
2015-09-17,28.540000915527344
2015-09-18,28.375
2015-09-21,28.575000762939453
2015-09-22,28.350000381469727
2015-09-23,28.38999938964844
2015-09-24,28.68000030517578
2015-09-25,28.989999771118164
2015-09-28,29.020000457763672
2015-09-29,28.8700008392334
2015-09-30,29.2450008392334
2015-10-01,28.795000076293945
2015-10-02,29.184999465942383
2015-10-05,29.479999542236328
2015-10-06,29.23500061035156
2015-10-07,29.11000061035156
2015-10-08,29.46999931335449
2015-10-09,29.36000061035156
2015-10-12,29.684999465942383
2015-10-13,29.700000762939453
2015-10-14,29.76499938964844
2015-10-15,30.26499938964844
2015-10-16,30.36000061035156
2015-10-19,30.4950008392334
2015-10-20,30.600000381469727
2015-10-21,30.40999984741211
2015-10-22,30.770000457763672
2015-10-23,30.18000030517578
2015-10-26,30.295000076293945
2015-10-27,30.190000534057617
2015-10-28,29.64999961853028
2015-10-29,29.334999084472656
2015-10-30,29.51000022888184
2015-11-02,29.770000457763672
2015-11-03,29.86000061035156
2015-11-04,30.05500030517578
2015-11-05,30.01499938964844
2015-11-06,28.4950008392334
2015-11-09,28.405000686645508
2015-11-10,29.075000762939453
2015-11-11,29.415000915527344
2015-11-12,29.21500015258789
2015-11-13,29.2450008392334
2015-11-16,29.989999771118164
2015-11-17,29.489999771118164
2015-11-18,29.64999961853028
2015-11-19,30.225000381469727
2015-11-20,30.540000915527344
2015-11-23,30.125
2015-11-24,30.045000076293945
2015-11-25,29.854999542236328
2015-11-27,29.940000534057617
2015-11-30,30.09499931335449
2015-12-01,30.700000762939453
2015-12-02,30.309999465942383
2015-12-03,29.69499969482422
2015-12-04,30.174999237060547
2015-12-07,30.165000915527344
2015-12-08,30.34499931335449
2015-12-09,30.13999938964844
2015-12-10,29.405000686645508
2015-12-11,29.295000076293945
2015-12-14,29.395000457763672
2015-12-15,29.655000686645508
2015-12-16,30.3799991607666
2015-12-17,31.854999542236328
2015-12-18,31.229999542236328
2015-12-21,30.96500015258789
2015-12-22,31.145000457763672
2015-12-23,31.440000534057617
2015-12-24,31.34499931335449
2015-12-28,31.614999771118164
2015-12-29,31.690000534057617
2015-12-30,31.725000381469727
2015-12-31,31.225000381469727
2016-01-04,31.13999938964844
2016-01-05,31.280000686645508
2016-01-06,31.31999969482422
2016-01-07,30.989999771118164
2016-01-08,30.979999542236328
2016-01-11,31.07999992370605
2016-01-12,30.82999992370605
2016-01-13,30.850000381469727
2016-01-14,31.315000534057617
2016-01-15,31.209999084472656
2016-01-19,31.540000915527344
2016-01-20,30.8799991607666
2016-01-21,30.78499984741211
2016-01-22,31.559999465942383
2016-01-25,31.18000030517578
2016-01-26,31.450000762939453
2016-01-27,31.13999938964844
2016-01-28,31.815000534057617
2016-01-29,32.66999816894531
2016-02-01,32.97999954223633
2016-02-02,33.22999954223633
2016-02-03,33.900001525878906
2016-02-04,33.73500061035156
2016-02-05,33.8849983215332
2016-02-08,33.974998474121094
2016-02-09,34.17499923706055
2016-02-10,34.14500045776367
2016-02-11,33.59000015258789
2016-02-12,33.47999954223633
2016-02-16,33.48500061035156
2016-02-17,33.209999084472656
2016-02-18,33.70000076293945
2016-02-19,33.560001373291016
2016-02-22,33.900001525878906
2016-02-23,34.380001068115234
2016-02-24,34.584999084472656
2016-02-25,35.01499938964844
2016-02-26,34.05500030517578
2016-02-29,33.974998474121094
2016-03-01,33.974998474121094
2016-03-02,34.25
2016-03-03,34.34000015258789
2016-03-04,34.68000030517578
2016-03-07,34.779998779296875
2016-03-08,35.209999084472656
2016-03-09,35.415000915527344
2016-03-10,35.36000061035156
2016-03-11,35.42499923706055
2016-03-14,35.38999938964844
2016-03-15,35.709999084472656
2016-03-16,36.025001525878906
2016-03-17,36.31999969482422
2016-03-18,36.209999084472656
2016-03-21,35.994998931884766
2016-03-22,35.96500015258789
2016-03-23,36.29999923706055
2016-03-24,36.494998931884766
2016-03-28,36.40999984741211
2016-03-29,37.07500076293945
2016-03-30,36.94499969482422
2016-03-31,37.13999938964844
2016-04-01,37.51499938964844
2016-04-04,37.45500183105469
2016-04-05,36.755001068115234
2016-04-06,36.73500061035156
2016-04-07,36.709999084472656
2016-04-08,36.8849983215332
2016-04-11,36.56999969482422
2016-04-12,36.82500076293945
2016-04-13,36.459999084472656
2016-04-14,36.310001373291016
2016-04-15,36.65499877929688
2016-04-18,36.709999084472656
2016-04-19,36.60499954223633
2016-04-20,35.45000076293945
2016-04-21,34.38999938964844
2016-04-22,34.54999923706055
2016-04-25,34.47999954223633
2016-04-26,34.525001525878906
2016-04-27,34.654998779296875
2016-04-28,34.76499938964844
2016-04-29,35.2599983215332
2016-05-02,35.63999938964844
2016-05-03,35.654998779296875
2016-05-04,36.07500076293945
2016-05-05,36.25
2016-05-06,36.21500015258789
2016-05-09,36.470001220703125
2016-05-10,36.59999847412109
2016-05-11,36.70000076293945
2016-05-12,37.04999923706055
2016-05-13,36.8849983215332
2016-05-16,36.98500061035156
2016-05-17,35.9900016784668
2016-05-18,35.349998474121094
2016-05-19,35.7400016784668
2016-05-20,35.90999984741211
2016-05-23,35.75
2016-05-24,36.38999938964844
2016-05-25,36.43000030517578
2016-05-26,36.72999954223633
2016-05-27,36.84000015258789
2016-05-31,37.04999923706055
2016-06-01,37.29999923706055
2016-06-02,37.400001525878906
2016-06-03,38.310001373291016
2016-06-06,38.27999877929688
2016-06-07,38.52000045776367
2016-06-08,38.880001068115234
2016-06-09,39.41999816894531
2016-06-10,38.9900016784668
2016-06-13,38.81999969482422
2016-06-14,39.11000061035156
2016-06-15,38.68000030517578
2016-06-16,38.81999969482422
2016-06-17,38.90999984741211
2016-06-20,38.88999938964844
2016-06-21,39.04999923706055
2016-06-22,38.63999938964844
2016-06-23,38.79999923706055
2016-06-24,39.27999877929688
2016-06-27,39.84999847412109
2016-06-28,39.810001373291016
2016-06-29,39.81999969482422
2016-06-30,39.70000076293945
2016-07-01,40.38999938964844
2016-07-05,40.869998931884766
2016-07-06,40.77999877929688
2016-07-07,39.84999847412109
2016-07-08,40.54999923706055
2016-07-11,40.459999084472656
2016-07-12,39.34000015258789
2016-07-13,39.709999084472656
2016-07-14,39.34000015258789
2016-07-15,39.40999984741211
2016-07-18,39.56999969482422
2016-07-19,39.61000061035156
2016-07-20,39.54999923706055
2016-07-21,39.72999954223633
2016-07-22,40.34999847412109
2016-07-25,40.400001525878906
2016-07-26,40.09000015258789
2016-07-27,39.45000076293945
2016-07-28,39.959999084472656
2016-07-29,40.25
2016-08-01,40.27000045776367
2016-08-02,40.41999816894531
2016-08-03,40.119998931884766
2016-08-04,40.130001068115234
2016-08-05,39.38999938964844
2016-08-08,39.27999877929688
2016-08-09,39.2400016784668
2016-08-10,39.2599983215332
2016-08-11,39.400001525878906
2016-08-12,39.540000915527344
2016-08-15,38.93999862670898
2016-08-16,38.20000076293945
2016-08-17,38.91999816894531
2016-08-18,39.5099983215332
2016-08-19,38.84000015258789
2016-08-22,39.08000183105469
2016-08-23,38.58000183105469
2016-08-24,38.81999969482422
2016-08-25,38.869998931884766
2016-08-26,37.91999816894531
2016-08-29,38.25
2016-08-30,37.84000015258789
2016-08-31,37.95000076293945
2016-09-01,37.66999816894531
2016-09-02,38.209999084472656
2016-09-06,38.810001373291016
2016-09-07,38.97999954223633
2016-09-08,38.86000061035156
2016-09-09,37.150001525878906
2016-09-12,37.720001220703125
2016-09-13,37.369998931884766
2016-09-14,37.560001373291016
2016-09-15,37.959999084472656
2016-09-16,38.43000030517578
2016-09-19,38.77000045776367
2016-09-20,38.84999847412109
2016-09-21,39.70000076293945
2016-09-22,39.97999954223633
2016-09-23,40.11000061035156
2016-09-26,40.2599983215332
2016-09-27,39.68000030517578
2016-09-28,39.38999938964844
2016-09-29,38.86000061035156
2016-09-30,38.310001373291016
2016-10-03,37.79999923706055
2016-10-04,36.93000030517578
2016-10-05,36.77999877929688
2016-10-06,36.68999862670898
2016-10-07,36.540000915527344
2016-10-10,36.880001068115234
2016-10-11,36.369998931884766
2016-10-12,36.91999816894531
2016-10-13,37.22999954223633
2016-10-14,36.970001220703125
2016-10-17,37.209999084472656
2016-10-18,37.380001068115234
2016-10-19,37.290000915527344
2016-10-20,37.31999969482422
2016-10-21,37.06999969482422
2016-10-24,37.31999969482422
2016-10-25,37.38999938964844
2016-10-26,37.47999954223633
2016-10-27,37.02000045776367
2016-10-28,37.22999954223633
2016-10-31,38.04999923706055
2016-11-01,37.41999816894531
2016-11-02,36.97999954223633
2016-11-03,37.09000015258789
2016-11-04,36.83000183105469
2016-11-07,37.93000030517578
