,CASY
2015-01-02,89.0
2015-01-05,87.05000305175781
2015-01-06,86.41000366210938
2015-01-07,87.4000015258789
2015-01-08,91.52999877929688
2015-01-09,90.77999877929688
2015-01-12,91.45999908447266
2015-01-13,92.93000030517578
2015-01-14,92.37999725341795
2015-01-15,91.7300033569336
2015-01-16,93.0
2015-01-20,92.5
2015-01-21,91.3000030517578
2015-01-22,91.41000366210938
2015-01-23,92.05999755859376
2015-01-26,94.61000061035156
2015-01-27,93.29000091552734
2015-01-28,92.33999633789062
2015-01-29,93.61000061035156
2015-01-30,91.3000030517578
2015-02-02,92.01000213623048
2015-02-03,93.31999969482422
2015-02-04,93.5199966430664
2015-02-05,91.5500030517578
2015-02-06,91.4000015258789
2015-02-09,89.8499984741211
2015-02-10,89.76000213623047
2015-02-11,89.5999984741211
2015-02-12,90.02999877929688
2015-02-13,88.93000030517578
2015-02-17,89.52999877929688
2015-02-18,90.70999908447266
2015-02-19,90.3499984741211
2015-02-20,91.1500015258789
2015-02-23,91.81999969482422
2015-02-24,91.33999633789062
2015-02-25,89.08000183105469
2015-02-26,89.48999786376953
2015-02-27,87.75
2015-03-02,88.44000244140625
2015-03-03,87.38999938964844
2015-03-04,87.94000244140625
2015-03-05,88.19000244140625
2015-03-06,87.4800033569336
2015-03-09,90.7300033569336
2015-03-10,87.55000305175781
2015-03-11,87.3499984741211
2015-03-12,89.26000213623047
2015-03-13,88.0
2015-03-16,88.05999755859375
2015-03-17,88.08999633789062
2015-03-18,87.56999969482422
2015-03-19,87.9000015258789
2015-03-20,88.95999908447266
2015-03-23,88.63999938964844
2015-03-24,89.0199966430664
2015-03-25,87.2300033569336
2015-03-26,87.19999694824219
2015-03-27,88.8499984741211
2015-03-30,90.2699966430664
2015-03-31,90.0999984741211
2015-04-01,89.7699966430664
2015-04-02,90.0199966430664
2015-04-06,90.4499969482422
2015-04-07,89.25
2015-04-08,89.19999694824219
2015-04-09,88.77999877929688
2015-04-10,89.91999816894531
2015-04-13,89.72000122070312
2015-04-14,90.25
2015-04-15,88.9800033569336
2015-04-16,88.26000213623047
2015-04-17,87.31999969482422
2015-04-20,87.75
2015-04-21,87.43000030517578
2015-04-22,86.45999908447266
2015-04-23,85.81999969482422
2015-04-24,85.80000305175781
2015-04-27,85.11000061035156
2015-04-28,85.02999877929688
2015-04-29,82.0199966430664
2015-04-30,82.18000030517578
2015-05-01,83.06999969482422
2015-05-04,83.41999816894531
2015-05-05,82.31999969482422
2015-05-06,82.19999694824219
2015-05-07,81.75
2015-05-08,82.30999755859375
