,HLT
2015-01-02,53.2288818359375
2015-01-05,51.50519943237305
2015-01-06,51.033241271972656
2015-01-07,51.85403823852539
2015-01-08,53.29043960571289
2015-01-09,52.75691986083984
2015-01-12,52.2234001159668
2015-01-13,52.6338005065918
2015-01-14,53.20835876464844
2015-01-15,52.53120040893555
2015-01-16,53.064720153808594
2015-01-20,52.90055847167969
2015-01-21,53.10575866699219
2015-01-22,54.87047958374024
2015-01-23,54.501121520996094
2015-01-26,55.21931838989258
2015-01-27,54.31644058227539
2015-01-28,54.27539825439453
2015-01-29,54.13175964355469
2015-01-30,53.29043960571289
2015-02-02,53.59823989868164
2015-02-03,54.52164077758789
2015-02-04,54.02915954589844
2015-02-05,55.13724136352539
2015-02-06,54.09072113037109
2015-02-09,54.35747909545898
2015-02-10,56.34791946411133
2015-02-11,57.78432083129883
2015-02-12,58.35887908935547
2015-02-13,58.62564086914063
2015-02-17,58.789798736572266
2015-02-18,58.56407928466797
2015-02-19,58.174198150634766
2015-02-20,58.174198150634766
2015-02-23,57.291839599609375
2015-02-24,57.02508163452149
2015-02-25,57.291839599609375
2015-02-26,57.47652053833008
2015-02-27,58.010040283203125
2015-03-02,59.241241455078125
2015-03-03,60.06203842163086
2015-03-04,59.42591857910156
2015-03-05,59.56956100463867
2015-03-06,57.94847869873047
2015-03-09,58.03055953979492
2015-03-10,57.27132034301758
2015-03-11,57.53807830810547
2015-03-12,58.09212112426758
2015-03-13,57.76380157470703
2015-03-16,59.46696090698242
2015-03-17,59.28227996826172
2015-03-18,60.12360000610352
2015-03-19,60.45191955566406
2015-03-20,60.14411926269531
2015-03-23,60.47243881225586
2015-03-24,60.49296188354492
2015-03-25,58.994998931884766
2015-03-26,59.87736129760742
2015-03-27,61.047000885009766
2015-03-30,60.800758361816406
2015-03-31,60.78023910522461
2015-04-01,60.08256149291992
2015-04-02,60.24671936035156
2015-04-06,60.78023910522461
2015-04-07,59.89788055419922
2015-04-08,62.60652160644531
2015-04-09,63.81719970703125
2015-04-10,63.5093994140625
2015-04-13,62.544960021972656
2015-04-14,62.11404037475586
2015-04-15,61.99092102050781
2015-04-16,61.27272033691406
2015-04-17,60.739200592041016
2015-04-20,61.27272033691406
2015-04-21,61.78572082519531
2015-04-22,61.60103988647461
2015-04-23,62.19612121582031
2015-04-24,62.134559631347656
2015-04-27,60.82128143310547
2015-04-28,60.41088104248047
2015-04-29,61.06752014160156
2015-04-30,59.42591857910156
2015-05-01,61.211158752441406
2015-05-04,60.30828094482422
2015-05-05,59.59008026123047
2015-05-06,59.63111877441406
2015-05-07,60.49296188354492
2015-05-08,61.76520156860352
2015-05-11,60.92388153076172
2015-05-12,60.39036178588867
2015-05-13,59.73371887207031
2015-05-14,60.53400039672852
2015-05-15,60.53400039672852
2015-05-18,60.55451965332031
2015-05-19,60.71868133544922
2015-05-20,60.78023910522461
2015-05-21,60.08256149291992
2015-05-22,60.226200103759766
2015-05-26,59.85683822631836
2015-05-27,60.39036178588867
2015-05-28,60.34931945800781
2015-05-29,59.42591857910156
2015-06-01,59.85683822631836
2015-06-02,59.89788055419922
2015-06-03,60.10308074951172
2015-06-04,60.06203842163086
2015-06-05,60.30828094482422
2015-06-08,59.01551818847656
2015-06-09,59.87736129760742
2015-06-10,58.830841064453125
2015-06-11,59.097599029541016
2015-06-12,58.687198638916016
2015-06-15,58.31784057617188
2015-06-16,57.51755905151367
2015-06-17,57.31235885620117
2015-06-18,58.19472122192383
2015-06-19,57.64067840576172
2015-06-22,57.599639892578125
2015-06-23,57.66120147705078
2015-06-24,57.41495895385742
2015-06-25,57.43547821044922
2015-06-26,57.62015914916992
2015-06-29,56.08116149902344
2015-06-30,56.53260040283203
2015-07-01,57.00455856323242
2015-07-02,57.00455856323242
2015-07-06,57.04560089111328
2015-07-07,57.14820098876953
2015-07-08,55.83491897583008
2015-07-09,55.97856140136719
2015-07-10,57.230281829833984
2015-07-13,57.80484008789063
2015-07-14,58.23575973510742
2015-07-15,57.74327850341797
2015-07-16,57.96900177001953
2015-07-17,58.010040283203125
2015-07-20,58.112640380859375
2015-07-21,57.49703979492188
2015-07-22,57.43547821044922
2015-07-23,55.50659942626953
2015-07-24,55.05516052246094
2015-07-27,54.37799835205078
2015-07-28,54.35747909545898
2015-07-29,56.86091995239258
2015-07-30,54.460079193115234
2015-07-31,55.09619903564453
2015-08-03,54.43955993652344
2015-08-04,53.680320739746094
2015-08-05,52.90055847167969
2015-08-06,52.71588134765625
2015-08-07,53.16732025146485
2015-08-10,53.78292083740234
2015-08-11,53.18783950805664
2015-08-12,53.023681640625
2015-08-13,53.023681640625
2015-08-14,52.57223892211914
2015-08-17,53.39303970336914
2015-08-18,53.023681640625
2015-08-19,52.75691986083984
2015-08-20,51.217918395996094
2015-08-21,50.27399826049805
2015-08-24,48.63240051269531
2015-08-25,48.304080963134766
2015-08-26,49.9251594543457
2015-08-27,51.05376052856445
2015-08-28,51.382080078125
2015-08-31,50.9511604309082
2015-09-01,49.45320129394531
2015-09-02,50.04827880859375
2015-09-03,50.72544097900391
2015-09-04,50.47919845581055
2015-09-08,52.0181999206543
2015-09-09,52.12080001831055
2015-09-10,52.243919372558594
2015-09-11,52.51068115234375
2015-09-14,52.26443862915039
2015-09-15,51.32051849365234
2015-09-16,52.26443862915039
2015-09-17,52.16183853149414
2015-09-18,49.16592025756836
2015-09-21,49.3095588684082
2015-09-22,48.59135818481445
2015-09-23,47.93471908569336
2015-09-24,47.585880279541016
2015-09-25,47.38068008422852
2015-09-28,45.22608184814453
2015-09-29,44.93880081176758
2015-09-30,47.072879791259766
2015-10-01,48.18096160888672
2015-10-02,48.38616180419922
2015-10-05,49.16592025756836
2015-10-06,48.817081451416016
2015-10-07,49.67892074584961
2015-10-08,51.07427978515625
2015-10-09,51.730918884277344
2015-10-12,51.75143814086914
2015-10-13,51.29999923706055
2015-10-14,50.109840393066406
2015-10-15,50.64336013793945
2015-10-16,49.699440002441406
2015-10-19,49.59683990478516
2015-10-20,51.135841369628906
2015-10-21,50.3765983581543
2015-10-22,51.75143814086914
2015-10-23,50.39712142944336
2015-10-26,51.29999923706055
2015-10-27,51.93611907958984
2015-10-28,51.48468017578125
2015-10-29,51.6077995300293
2015-10-30,51.27947998046875
2015-11-02,51.89508056640625
2015-11-03,52.46963882446289
2015-11-04,52.14131927490234
2015-11-05,52.67483901977539
2015-11-06,52.61328125
2015-11-09,52.202880859375
2015-11-10,52.73640060424805
2015-11-11,52.53120040893555
2015-11-12,51.54624176025391
2015-11-13,50.109840393066406
2015-11-16,48.919681549072266
2015-11-17,47.50379943847656
2015-11-18,48.03731918334961
2015-11-19,48.22200012207031
2015-11-20,48.26303863525391
2015-11-23,48.50928115844727
2015-11-24,48.11940002441406
2015-11-25,47.893680572509766
2015-11-27,47.81159973144531
2015-11-30,47.64744186401367
2015-12-01,48.406681060791016
2015-12-02,47.79108047485352
2015-12-03,46.86767959594727
2015-12-04,47.29859924316406
2015-12-07,46.51884078979492
2015-12-08,46.21104049682617
2015-12-09,44.61048126220703
2015-12-10,45.32867813110352
2015-12-11,44.73360061645508
2015-12-14,43.66656112670898
2015-12-15,43.78968048095703
2015-12-16,46.06740188598633
2015-12-17,45.39023971557617
2015-12-18,44.035919189453125
2015-12-21,43.85123825073242
2015-12-22,44.65151977539063
2015-12-23,45.22608184814453
2015-12-24,44.87723922729492
2015-12-28,44.69255828857422
2015-12-29,44.71308135986328
2015-12-30,44.32320022583008
2015-12-31,43.91279983520508
2016-01-04,43.27667999267578
2016-01-05,43.29719924926758
2016-01-06,41.040000915527344
2016-01-07,39.5009994506836
2016-01-08,39.29579925537109
2016-01-11,39.4804801940918
2016-01-12,40.13711929321289
2016-01-13,38.0440788269043
2016-01-14,37.75680160522461
2016-01-15,36.42300033569336
2016-01-19,35.520118713378906
2016-01-20,36.40248107910156
2016-01-21,37.67472076416016
2016-01-22,37.49003982543945
2016-01-25,35.7458381652832
2016-01-26,37.94147872924805
2016-01-27,36.7718391418457
2016-01-28,35.253360748291016
2016-01-29,36.546119689941406
2016-02-01,36.85391998291016
2016-02-02,35.45856094360352
2016-02-03,35.725318908691406
2016-02-04,37.12068176269531
2016-02-05,36.11520004272461
2016-02-08,35.86896133422852
2016-02-09,36.19728088378906
2016-02-10,37.10015869140625
2016-02-11,36.62820053100586
2016-02-12,38.0440788269043
2016-02-16,38.96747970581055
2016-02-17,40.42440032958984
2016-02-18,40.23971939086914
2016-02-19,40.793758392333984
2016-02-22,40.83480072021485
2016-02-23,40.793758392333984
2016-02-24,40.81428146362305
2016-02-25,41.45040130615234
2016-02-26,42.47639846801758
2016-02-29,42.64056015014648
2016-03-01,42.98939895629883
2016-03-02,43.89228057861328
2016-03-03,44.30268096923828
2016-03-04,44.91828155517578
2016-03-07,44.241119384765625
2016-03-08,42.96887969970703
2016-03-09,42.62004089355469
2016-03-10,42.08652114868164
2016-03-11,43.625518798828125
2016-03-14,43.728118896484375
2016-03-15,43.33824157714844
2016-03-16,43.563961029052734
2016-03-17,43.58448028564453
2016-03-18,45.16452026367188
