,IEX
2015-07-10,77.19999694824219
2015-07-13,78.22000122070312
2015-07-14,78.37000274658203
2015-07-15,77.61000061035156
2015-07-16,77.43000030517578
2015-07-17,77.0199966430664
2015-07-20,77.20999908447266
2015-07-21,76.22000122070312
2015-07-22,75.87000274658203
2015-07-23,76.30000305175781
2015-07-24,74.44999694824219
2015-07-27,73.5999984741211
2015-07-28,74.83999633789062
2015-07-29,76.4000015258789
2015-07-30,76.27999877929688
2015-07-31,76.02999877929688
2015-08-03,74.88999938964844
2015-08-04,74.70999908447266
2015-08-05,75.5
2015-08-06,74.73999786376953
2015-08-07,74.20999908447266
2015-08-10,75.9000015258789
2015-08-11,74.81999969482422
2015-08-12,74.87000274658203
2015-08-13,74.81999969482422
2015-08-14,75.18000030517578
2015-08-17,75.66000366210938
2015-08-18,75.43000030517578
2015-08-19,74.70999908447266
2015-08-20,72.55999755859375
2015-08-21,70.83999633789062
2015-08-24,69.5199966430664
2015-08-25,69.5
2015-08-26,69.86000061035156
2015-08-27,71.30999755859375
2015-08-28,71.62999725341797
2015-08-31,71.83000183105469
2015-09-01,68.86000061035156
2015-09-02,69.83000183105469
2015-09-03,70.33000183105469
2015-09-04,69.30000305175781
2015-09-08,70.98999786376953
2015-09-09,70.66000366210938
2015-09-10,70.31999969482422
2015-09-11,70.5999984741211
2015-09-14,70.1500015258789
2015-09-15,71.41000366210938
2015-09-16,72.83999633789062
2015-09-17,71.94999694824219
2015-09-18,71.26000213623047
2015-09-21,71.55999755859375
2015-09-22,70.31999969482422
2015-09-23,68.9800033569336
2015-09-24,69.19999694824219
2015-09-25,69.54000091552734
2015-09-28,69.12000274658203
2015-09-29,70.29000091552734
2015-09-30,71.30000305175781
2015-10-01,70.27999877929688
2015-10-02,72.18000030517578
2015-10-05,74.76000213623047
2015-10-06,74.7699966430664
2015-10-07,76.41000366210938
2015-10-08,79.20999908447266
2015-10-09,77.7699966430664
2015-10-12,76.3499984741211
2015-10-13,76.02999877929688
2015-10-14,74.80000305175781
2015-10-15,74.87000274658203
2015-10-16,74.9800033569336
2015-10-19,74.91000366210938
2015-10-20,74.88999938964844
2015-10-21,74.79000091552734
2015-10-22,76.20999908447266
2015-10-23,76.6500015258789
2015-10-26,76.79000091552734
2015-10-27,76.3499984741211
2015-10-28,76.80999755859375
2015-10-29,76.58999633789062
2015-10-30,76.76000213623047
2015-11-02,77.25
2015-11-03,77.4000015258789
2015-11-04,77.18000030517578
2015-11-05,77.56999969482422
2015-11-06,77.2699966430664
2015-11-09,76.87000274658203
2015-11-10,77.33999633789062
2015-11-11,76.9000015258789
2015-11-12,75.30000305175781
2015-11-13,75.33000183105469
2015-11-16,76.05999755859375
2015-11-17,75.98999786376953
2015-11-18,77.4800033569336
2015-11-19,78.0
2015-11-20,78.33999633789062
2015-11-23,78.02999877929688
2015-11-24,78.7699966430664
2015-11-25,78.80999755859375
2015-11-27,78.98999786376953
2015-11-30,78.80000305175781
2015-12-01,78.93000030517578
2015-12-02,78.3499984741211
2015-12-03,77.95999908447266
2015-12-04,78.73999786376953
2015-12-07,77.55999755859375
2015-12-08,76.37999725341797
2015-12-09,76.48999786376953
2015-12-10,76.5
2015-12-11,75.7300033569336
2015-12-14,76.06999969482422
2015-12-15,76.22000122070312
2015-12-16,76.91000366210938
2015-12-17,76.19000244140625
2015-12-18,75.08000183105469
2015-12-21,75.36000061035156
2015-12-22,76.22000122070312
2015-12-23,77.44999694824219
2015-12-24,77.58999633789062
2015-12-28,77.22000122070312
2015-12-29,77.70999908447266
2015-12-30,77.12000274658203
2015-12-31,76.61000061035156
2016-01-04,75.73999786376953
2016-01-05,75.0
2016-01-06,74.16999816894531
2016-01-07,72.61000061035156
2016-01-08,71.63999938964844
2016-01-11,71.38999938964844
2016-01-12,71.75
2016-01-13,69.98999786376953
2016-01-14,71.30999755859375
2016-01-15,69.95999908447266
2016-01-19,69.61000061035156
2016-01-20,69.25
2016-01-21,68.37000274658203
