,JBL
2015-08-06,19.88999938964844
2015-08-07,19.700000762939453
2015-08-10,20.14999961853028
2015-08-11,19.690000534057617
2015-08-12,19.600000381469727
2015-08-13,19.5
2015-08-14,19.770000457763672
2015-08-17,19.90999984741211
2015-08-18,19.59000015258789
2015-08-19,19.549999237060547
2015-08-20,19.13999938964844
2015-08-21,18.59000015258789
2015-08-24,17.829999923706055
2015-08-25,17.65999984741211
2015-08-26,18.559999465942383
2015-08-27,19.309999465942383
2015-08-28,19.46999931335449
2015-08-31,19.350000381469727
2015-09-01,18.68000030517578
2015-09-02,18.739999771118164
2015-09-03,19.36000061035156
2015-09-04,19.01000022888184
2015-09-08,19.63999938964844
2015-09-09,19.3799991607666
2015-09-10,19.600000381469727
2015-09-11,19.770000457763672
2015-09-14,19.709999084472656
2015-09-15,20.11000061035156
2015-09-16,20.479999542236328
2015-09-17,20.229999542236328
2015-09-18,20.01000022888184
2015-09-21,20.020000457763672
2015-09-22,19.299999237060547
2015-09-23,19.09000015258789
2015-09-24,19.5
2015-09-25,21.8799991607666
2015-09-28,21.64999961853028
2015-09-29,22.040000915527344
2015-09-30,22.3700008392334
2015-10-01,22.14999961853028
2015-10-02,21.920000076293945
2015-10-05,22.5
2015-10-06,22.18000030517578
2015-10-07,22.690000534057617
2015-10-08,22.479999542236328
2015-10-09,22.520000457763672
2015-10-12,22.770000457763672
2015-10-13,22.57999992370605
2015-10-14,22.88999938964844
2015-10-15,23.200000762939453
2015-10-16,23.059999465942383
2015-10-19,22.8700008392334
2015-10-20,23.14999961853028
2015-10-21,22.61000061035156
2015-10-22,22.959999084472656
2015-10-23,23.1299991607666
2015-10-26,22.51000022888184
2015-10-27,22.670000076293945
2015-10-28,23.049999237060547
2015-10-29,22.81999969482422
2015-10-30,22.979999542236328
2015-11-02,23.020000457763672
2015-11-03,24.229999542236328
2015-11-04,23.940000534057617
2015-11-05,23.940000534057617
2015-11-06,24.239999771118164
2015-11-09,24.049999237060547
2015-11-10,23.959999084472656
2015-11-11,24.200000762939453
2015-11-12,23.71999931335449
2015-11-13,23.489999771118164
2015-11-16,23.90999984741211
2015-11-17,23.979999542236328
2015-11-18,24.76000022888184
2015-11-19,24.6299991607666
2015-11-20,25.209999084472656
2015-11-23,25.420000076293945
2015-11-24,25.450000762939453
2015-11-25,25.309999465942383
2015-11-27,25.479999542236328
2015-11-30,25.59000015258789
2015-12-01,25.850000381469727
2015-12-02,25.190000534057617
2015-12-03,25.06999969482422
2015-12-04,25.93000030517578
2015-12-07,25.63999938964844
2015-12-08,25.670000076293945
2015-12-09,24.239999771118164
2015-12-10,24.420000076293945
2015-12-11,23.84000015258789
2015-12-14,23.950000762939453
2015-12-15,23.96999931335449
2015-12-16,23.90999984741211
2015-12-17,23.63999938964844
2015-12-18,23.520000457763672
2015-12-21,23.6299991607666
2015-12-22,23.63999938964844
2015-12-23,23.8799991607666
2015-12-24,23.89999961853028
2015-12-28,23.690000534057617
2015-12-29,23.90999984741211
2015-12-30,23.549999237060547
2015-12-31,23.290000915527344
2016-01-04,23.06999969482422
2016-01-05,22.600000381469727
2016-01-06,21.309999465942383
2016-01-07,20.31999969482422
2016-01-08,19.84000015258789
2016-01-11,19.82999992370605
2016-01-12,19.799999237060547
2016-01-13,19.64999961853028
2016-01-14,19.82999992370605
2016-01-15,19.299999237060547
2016-01-19,18.940000534057617
2016-01-20,18.6299991607666
2016-01-21,18.600000381469727
2016-01-22,19.229999542236328
2016-01-25,18.920000076293945
2016-01-26,19.530000686645508
2016-01-27,18.86000061035156
2016-01-28,18.89999961853028
2016-01-29,19.90999984741211
2016-02-01,19.8700008392334
2016-02-02,19.190000534057617
2016-02-03,19.530000686645508
2016-02-04,19.979999542236328
2016-02-05,19.90999984741211
2016-02-08,19.65999984741211
2016-02-09,19.270000457763672
2016-02-10,19.479999542236328
2016-02-11,18.6200008392334
2016-02-12,19.059999465942383
2016-02-16,20.309999465942383
2016-02-17,20.239999771118164
2016-02-18,20.520000457763672
2016-02-19,20.700000762939453
2016-02-22,21.0
2016-02-23,20.739999771118164
2016-02-24,20.96999931335449
2016-02-25,20.989999771118164
2016-02-26,20.84000015258789
2016-02-29,20.850000381469727
2016-03-01,21.36000061035156
2016-03-02,21.520000457763672
2016-03-03,21.799999237060547
2016-03-04,21.729999542236328
2016-03-07,21.950000762939453
2016-03-08,21.0
2016-03-09,21.229999542236328
2016-03-10,21.200000762939453
2016-03-11,21.71999931335449
2016-03-14,21.600000381469727
2016-03-15,21.40999984741211
2016-03-16,21.959999084472656
2016-03-17,19.6299991607666
2016-03-18,19.59000015258789
2016-03-21,19.6200008392334
2016-03-22,19.709999084472656
2016-03-23,19.09000015258789
2016-03-24,18.940000534057617
2016-03-28,18.93000030517578
2016-03-29,19.540000915527344
2016-03-30,19.280000686645508
2016-03-31,19.270000457763672
2016-04-01,19.200000762939453
2016-04-04,18.96999931335449
2016-04-05,18.61000061035156
2016-04-06,18.450000762939453
2016-04-07,18.190000534057617
2016-04-08,17.969999313354492
2016-04-11,18.11000061035156
2016-04-12,17.8799991607666
2016-04-13,18.46999931335449
2016-04-14,18.0
2016-04-15,17.8799991607666
2016-04-18,18.14999961853028
2016-04-19,18.059999465942383
2016-04-20,18.1299991607666
2016-04-21,17.8700008392334
2016-04-22,17.959999084472656
2016-04-25,17.829999923706055
2016-04-26,18.059999465942383
2016-04-27,18.0
2016-04-28,17.610000610351562
2016-04-29,17.360000610351562
2016-05-02,17.290000915527344
2016-05-03,17.34000015258789
2016-05-04,17.200000762939453
2016-05-05,17.09000015258789
2016-05-06,17.040000915527344
2016-05-09,17.149999618530273
2016-05-10,17.31999969482422
2016-05-11,17.219999313354492
2016-05-12,17.010000228881836
2016-05-13,16.8799991607666
2016-05-16,17.200000762939453
2016-05-17,17.270000457763672
2016-05-18,17.209999084472656
2016-05-19,17.190000534057617
2016-05-20,17.579999923706055
2016-05-23,17.940000534057617
2016-05-24,18.280000686645508
2016-05-25,18.5
2016-05-26,18.729999542236328
2016-05-27,19.030000686645508
2016-05-31,19.07999992370605
2016-06-01,19.39999961853028
2016-06-02,19.600000381469727
2016-06-03,19.43000030517578
2016-06-06,19.61000061035156
2016-06-07,19.200000762939453
2016-06-08,19.13999938964844
2016-06-09,19.100000381469727
2016-06-10,18.86000061035156
2016-06-13,18.59000015258789
2016-06-14,18.489999771118164
2016-06-15,18.43000030517578
2016-06-16,18.780000686645508
2016-06-17,18.950000762939453
2016-06-20,19.170000076293945
2016-06-21,18.81999969482422
2016-06-22,19.299999237060547
2016-06-23,19.89999961853028
2016-06-24,18.530000686645508
2016-06-27,17.329999923706055
2016-06-28,17.579999923706055
2016-06-29,17.799999237060547
2016-06-30,18.46999931335449
2016-07-01,18.6200008392334
2016-07-05,18.1299991607666
2016-07-06,18.06999969482422
2016-07-07,18.18000030517578
2016-07-08,18.76000022888184
2016-07-11,18.89999961853028
2016-07-12,19.26000022888184
2016-07-13,19.31999969482422
2016-07-14,19.440000534057617
2016-07-15,20.56999969482422
2016-07-18,20.549999237060547
2016-07-19,20.520000457763672
2016-07-20,20.64999961853028
2016-07-21,20.39999961853028
2016-07-22,20.3700008392334
2016-07-25,20.31999969482422
2016-07-26,20.32999992370605
2016-07-27,20.540000915527344
2016-07-28,20.479999542236328
2016-07-29,20.350000381469727
2016-08-01,20.43000030517578
2016-08-02,20.01000022888184
2016-08-03,20.100000381469727
2016-08-04,20.32999992370605
2016-08-05,20.71999931335449
2016-08-08,20.809999465942383
2016-08-09,20.6200008392334
2016-08-10,20.670000076293945
2016-08-11,20.89999961853028
2016-08-12,20.84000015258789
2016-08-15,21.040000915527344
2016-08-16,20.790000915527344
2016-08-17,20.700000762939453
2016-08-18,21.01000022888184
2016-08-19,21.07999992370605
2016-08-22,20.93000030517578
2016-08-23,21.040000915527344
