,MPWR
2015-01-02,48.619998931884766
2015-01-05,47.66999816894531
2015-01-06,46.09000015258789
2015-01-07,46.7599983215332
2015-01-08,48.380001068115234
2015-01-09,48.09000015258789
2015-01-12,47.130001068115234
2015-01-13,46.93999862670898
2015-01-14,46.790000915527344
2015-01-15,45.79999923706055
2015-01-16,46.810001373291016
2015-01-20,46.650001525878906
2015-01-21,46.459999084472656
2015-01-22,47.0099983215332
2015-01-23,48.0
2015-01-26,47.84000015258789
2015-01-27,47.72999954223633
2015-01-28,47.84000015258789
2015-01-29,48.880001068115234
2015-01-30,47.4900016784668
2015-02-02,47.43000030517578
2015-02-03,48.52999877929688
2015-02-04,47.79999923706055
2015-02-05,47.52999877929688
2015-02-06,48.209999084472656
2015-02-09,47.369998931884766
2015-02-10,49.09999847412109
2015-02-11,49.5099983215332
2015-02-12,50.15999984741211
2015-02-13,50.31999969482422
2015-02-17,50.61000061035156
2015-02-18,50.45000076293945
2015-02-19,51.040000915527344
2015-02-20,51.9900016784668
2015-02-23,52.220001220703125
2015-02-24,52.720001220703125
2015-02-25,52.75
2015-02-26,53.08000183105469
2015-02-27,52.72999954223633
2015-03-02,54.15999984741211
2015-03-03,53.560001373291016
2015-03-04,53.150001525878906
2015-03-05,52.68999862670898
2015-03-06,51.720001220703125
2015-03-09,52.29999923706055
2015-03-10,52.27999877929688
2015-03-11,53.18999862670898
2015-03-12,53.02999877929688
2015-03-13,52.619998931884766
2015-03-16,53.72999954223633
2015-03-17,54.040000915527344
2015-03-18,54.16999816894531
2015-03-19,54.709999084472656
2015-03-20,56.119998931884766
2015-03-23,55.4900016784668
2015-03-24,54.5
2015-03-25,52.040000915527344
2015-03-26,51.369998931884766
2015-03-27,52.79999923706055
2015-03-30,53.34000015258789
2015-03-31,52.650001525878906
2015-04-01,51.9900016784668
2015-04-02,51.70000076293945
2015-04-06,51.900001525878906
2015-04-07,51.5099983215332
2015-04-08,51.75
2015-04-09,51.810001373291016
2015-04-10,52.209999084472656
2015-04-13,51.7400016784668
2015-04-14,51.63999938964844
2015-04-15,52.959999084472656
2015-04-16,53.470001220703125
2015-04-17,52.790000915527344
2015-04-20,53.400001525878906
2015-04-21,53.959999084472656
2015-04-22,53.91999816894531
2015-04-23,53.5099983215332
2015-04-24,49.959999084472656
2015-04-27,50.41999816894531
2015-04-28,50.97999954223633
2015-04-29,52.0099983215332
2015-04-30,51.83000183105469
2015-05-01,52.91999816894531
2015-05-04,52.790000915527344
2015-05-05,51.70000076293945
2015-05-06,51.560001373291016
2015-05-07,51.90999984741211
2015-05-08,52.54999923706055
2015-05-11,52.209999084472656
2015-05-12,52.15999984741211
2015-05-13,52.33000183105469
2015-05-14,53.16999816894531
2015-05-15,52.900001525878906
2015-05-18,54.29999923706055
2015-05-19,53.86000061035156
2015-05-20,53.619998931884766
2015-05-21,54.09999847412109
2015-05-22,54.130001068115234
2015-05-26,53.34000015258789
2015-05-27,54.72999954223633
2015-05-28,54.95000076293945
2015-05-29,54.59999847412109
2015-06-01,54.52999877929688
2015-06-02,54.380001068115234
2015-06-03,54.59000015258789
2015-06-04,54.09999847412109
2015-06-05,53.63999938964844
2015-06-08,52.459999084472656
2015-06-09,52.18999862670898
2015-06-10,53.2599983215332
2015-06-11,53.02999877929688
2015-06-12,53.119998931884766
2015-06-15,53.34000015258789
2015-06-16,53.619998931884766
2015-06-17,53.619998931884766
2015-06-18,54.119998931884766
2015-06-19,54.27000045776367
2015-06-22,54.68999862670898
2015-06-23,54.34999847412109
2015-06-24,53.95000076293945
2015-06-25,53.810001373291016
2015-06-26,52.47999954223633
2015-06-29,50.79999923706055
2015-06-30,50.709999084472656
2015-07-01,50.93000030517578
2015-07-02,51.58000183105469
2015-07-06,50.959999084472656
2015-07-07,50.59999847412109
2015-07-08,49.22999954223633
2015-07-09,47.72999954223633
2015-07-10,48.65999984741211
2015-07-13,48.88999938964844
2015-07-14,49.5099983215332
2015-07-15,49.709999084472656
2015-07-16,49.209999084472656
2015-07-17,48.959999084472656
2015-07-20,49.060001373291016
2015-07-21,48.790000915527344
2015-07-22,47.33000183105469
2015-07-23,49.209999084472656
2015-07-24,48.33000183105469
2015-07-27,47.77000045776367
2015-07-28,49.77999877929688
2015-07-29,49.77999877929688
2015-07-30,51.06999969482422
2015-07-31,51.709999084472656
2015-08-03,51.13999938964844
2015-08-04,50.5099983215332
2015-08-05,51.2599983215332
2015-08-06,50.90999984741211
2015-08-07,51.33000183105469
2015-08-10,52.119998931884766
2015-08-11,50.83000183105469
2015-08-12,51.18000030517578
2015-08-13,50.720001220703125
2015-08-14,50.88999938964844
2015-08-17,51.41999816894531
2015-08-18,50.06999969482422
2015-08-19,49.47999954223633
2015-08-20,47.59999847412109
2015-08-21,46.91999816894531
2015-08-24,45.5
2015-08-25,45.27999877929688
2015-08-26,47.16999816894531
2015-08-27,48.33000183105469
2015-08-28,48.43999862670898
2015-08-31,48.09000015258789
2015-09-01,46.720001220703125
2015-09-02,47.93999862670898
2015-09-03,48.52000045776367
2015-09-04,48.220001220703125
2015-09-08,50.18000030517578
2015-09-09,49.65999984741211
2015-09-10,49.68999862670898
2015-09-11,50.619998931884766
2015-09-14,50.56999969482422
2015-09-15,51.130001068115234
2015-09-16,51.02999877929688
2015-09-17,51.15999984741211
2015-09-18,50.43999862670898
2015-09-21,50.31999969482422
2015-09-22,49.2400016784668
2015-09-23,49.2400016784668
2015-09-24,49.369998931884766
2015-09-25,50.5
2015-09-28,49.18999862670898
2015-09-29,49.540000915527344
2015-09-30,51.20000076293945
2015-10-01,50.41999816894531
2015-10-02,51.52999877929688
2015-10-05,53.2400016784668
2015-10-06,54.18000030517578
2015-10-07,55.0
2015-10-08,55.29999923706055
2015-10-09,54.9900016784668
2015-10-12,55.18999862670898
2015-10-13,54.470001220703125
2015-10-14,56.27999877929688
2015-10-15,57.16999816894531
2015-10-16,56.95000076293945
2015-10-19,57.43999862670898
2015-10-20,57.09000015258789
2015-10-21,55.84999847412109
2015-10-22,57.75
2015-10-23,58.7400016784668
2015-10-26,57.7599983215332
2015-10-27,61.65999984741211
2015-10-28,62.97999954223633
2015-10-29,61.72999954223633
2015-10-30,62.41999816894531
2015-11-02,62.79999923706055
2015-11-03,62.77999877929688
2015-11-04,62.900001525878906
2015-11-05,63.119998931884766
2015-11-06,64.41999816894531
2015-11-09,64.0
2015-11-10,63.61000061035156
2015-11-11,63.81999969482422
2015-11-12,63.34000015258789
2015-11-13,62.560001373291016
2015-11-16,63.52000045776367
2015-11-17,64.41999816894531
2015-11-18,66.4000015258789
2015-11-19,65.87000274658203
2015-11-20,66.62000274658203
2015-11-23,66.19999694824219
2015-11-24,67.33999633789062
2015-11-25,67.87000274658203
2015-11-27,67.81999969482422
2015-11-30,68.33000183105469
2015-12-01,68.87999725341797
2015-12-02,67.29000091552734
2015-12-03,66.55999755859375
2015-12-04,67.16999816894531
2015-12-07,66.68000030517578
2015-12-08,66.22000122070312
2015-12-09,64.55000305175781
2015-12-10,64.51000213623047
2015-12-11,63.380001068115234
2015-12-14,62.900001525878906
2015-12-15,64.05999755859375
2015-12-16,63.77999877929688
2015-12-17,63.220001220703125
2015-12-18,63.150001525878906
2015-12-21,64.38999938964844
2015-12-22,64.52999877929688
2015-12-23,64.44999694824219
2015-12-24,64.56999969482422
2015-12-28,64.2699966430664
2015-12-29,65.12999725341797
2015-12-30,64.77999877929688
2015-12-31,63.709999084472656
2016-01-04,60.970001220703125
2016-01-05,59.900001525878906
2016-01-06,58.90999984741211
2016-01-07,57.209999084472656
2016-01-08,57.34999847412109
2016-01-11,58.43000030517578
2016-01-12,59.09000015258789
2016-01-13,58.18999862670898
2016-01-14,59.810001373291016
2016-01-15,57.41999816894531
2016-01-19,57.29999923706055
2016-01-20,58.2400016784668
2016-01-21,60.040000915527344
2016-01-22,61.59000015258789
2016-01-25,61.36000061035156
2016-01-26,61.31999969482422
2016-01-27,59.65999984741211
2016-01-28,60.380001068115234
2016-01-29,62.56999969482422
2016-02-01,62.29999923706055
2016-02-02,58.97999954223633
2016-02-03,58.2599983215332
2016-02-04,58.2599983215332
2016-02-05,60.0099983215332
2016-02-08,56.36000061035156
2016-02-09,56.209999084472656
2016-02-10,56.5
2016-02-11,56.2599983215332
2016-02-12,56.7599983215332
2016-02-16,58.09000015258789
2016-02-17,58.83000183105469
2016-02-18,58.119998931884766
2016-02-19,58.38999938964844
2016-02-22,58.77000045776367
2016-02-23,58.220001220703125
2016-02-24,57.290000915527344
2016-02-25,57.84999847412109
2016-02-26,58.7400016784668
2016-02-29,59.060001373291016
2016-03-01,60.2599983215332
2016-03-02,60.5099983215332
2016-03-03,60.459999084472656
2016-03-04,61.79999923706055
2016-03-07,61.5099983215332
2016-03-08,58.86000061035156
2016-03-09,59.77000045776367
2016-03-10,59.650001525878906
2016-03-11,61.08000183105469
2016-03-14,60.33000183105469
2016-03-15,59.68000030517578
2016-03-16,60.41999816894531
2016-03-17,60.59000015258789
2016-03-18,62.540000915527344
2016-03-21,61.45000076293945
2016-03-22,61.52999877929688
2016-03-23,60.93000030517578
2016-03-24,61.209999084472656
2016-03-28,60.91999816894531
2016-03-29,62.16999816894531
2016-03-30,62.54999923706055
2016-03-31,63.63999938964844
2016-04-01,64.44999694824219
2016-04-04,63.470001220703125
2016-04-05,62.84000015258789
2016-04-06,63.88999938964844
2016-04-07,63.470001220703125
2016-04-08,63.650001525878906
2016-04-11,63.52000045776367
2016-04-12,63.540000915527344
2016-04-13,65.88999938964844
2016-04-14,65.26000213623047
2016-04-15,64.69000244140625
2016-04-18,64.91999816894531
2016-04-19,63.93999862670898
2016-04-20,63.7599983215332
2016-04-21,63.40999984741211
2016-04-22,64.19000244140625
2016-04-25,63.70000076293945
2016-04-26,64.94000244140625
2016-04-27,65.36000061035156
2016-04-28,64.19000244140625
2016-04-29,62.41999816894531
2016-05-02,63.5099983215332
2016-05-03,64.44999694824219
2016-05-04,62.2599983215332
2016-05-05,61.68000030517578
2016-05-06,62.5099983215332
2016-05-09,61.84999847412109
2016-05-10,62.400001525878906
2016-05-11,62.33000183105469
2016-05-12,60.93000030517578
2016-05-13,61.45000076293945
2016-05-16,62.86000061035156
2016-05-17,62.09000015258789
2016-05-18,63.0099983215332
2016-05-19,62.119998931884766
2016-05-20,64.12000274658203
2016-05-23,65.37000274658203
2016-05-24,66.88999938964844
2016-05-25,66.88999938964844
2016-05-26,67.86000061035156
2016-05-27,68.5199966430664
2016-05-31,68.33000183105469
2016-06-01,68.72000122070312
2016-06-02,68.69000244140625
2016-06-03,68.69999694824219
2016-06-06,68.7699966430664
2016-06-07,70.22000122070312
2016-06-08,70.62999725341797
2016-06-09,70.75
2016-06-10,69.06999969482422
2016-06-13,68.5999984741211
2016-06-14,68.75
2016-06-15,68.95999908447266
2016-06-16,68.91000366210938
2016-06-17,67.9000015258789
2016-06-20,68.37999725341797
2016-06-21,68.2300033569336
2016-06-22,68.16999816894531
2016-06-23,69.88999938964844
2016-06-24,66.19999694824219
2016-06-27,63.29999923706055
2016-06-28,66.3499984741211
2016-06-29,66.91999816894531
2016-06-30,68.31999969482422
2016-07-01,67.5999984741211
2016-07-05,66.11000061035156
2016-07-06,66.5199966430664
2016-07-07,67.43000030517578
2016-07-08,68.83000183105469
2016-07-11,69.80999755859375
2016-07-12,70.70999908447266
2016-07-13,70.33000183105469
2016-07-14,70.61000061035156
2016-07-15,70.91999816894531
2016-07-18,70.8499984741211
2016-07-19,70.9800033569336
2016-07-20,72.30999755859375
2016-07-21,71.54000091552734
2016-07-22,72.08000183105469
2016-07-25,73.20999908447266
2016-07-26,73.79000091552734
2016-07-27,73.94000244140625
2016-07-28,73.2699966430664
2016-07-29,72.72000122070312
2016-08-01,72.83000183105469
2016-08-02,71.19999694824219
2016-08-03,71.80999755859375
2016-08-04,72.27999877929688
2016-08-05,72.9800033569336
2016-08-08,72.86000061035156
2016-08-09,73.70999908447266
2016-08-10,73.27999877929688
2016-08-11,73.37000274658203
2016-08-12,73.55000305175781
2016-08-15,74.62000274658203
2016-08-16,73.76000213623047
2016-08-17,73.76000213623047
2016-08-18,74.29000091552734
2016-08-19,75.01000213623047
2016-08-22,75.5999984741211
2016-08-23,75.91000366210938
2016-08-24,75.0199966430664
2016-08-25,75.29000091552734
2016-08-26,76.69000244140625
2016-08-29,76.16999816894531
2016-08-30,76.37000274658203
2016-08-31,76.72000122070312
2016-09-01,77.66000366210938
2016-09-02,77.37000274658203
2016-09-06,76.6500015258789
2016-09-07,76.68000030517578
2016-09-08,75.55999755859375
2016-09-09,73.41999816894531
2016-09-12,75.37999725341797
2016-09-13,74.69000244140625
2016-09-14,74.66000366210938
2016-09-15,75.20999908447266
2016-09-16,75.62000274658203
2016-09-19,75.95999908447266
2016-09-20,75.56999969482422
2016-09-21,76.44999694824219
2016-09-22,77.36000061035156
2016-09-23,76.52999877929688
2016-09-26,76.36000061035156
2016-09-27,78.41999816894531
2016-09-28,78.94000244140625
2016-09-29,78.94999694824219
2016-09-30,80.5
2016-10-03,79.19000244140625
2016-10-04,79.05999755859375
2016-10-05,80.0199966430664
2016-10-06,80.30999755859375
2016-10-07,80.2699966430664
2016-10-10,80.48999786376953
2016-10-11,79.12000274658203
2016-10-12,78.11000061035156
2016-10-13,76.9000015258789
2016-10-14,77.16999816894531
2016-10-17,76.51000213623047
2016-10-18,76.9800033569336
2016-10-19,77.12000274658203
2016-10-20,76.94000244140625
2016-10-21,77.58999633789062
2016-10-24,79.37000274658203
2016-10-25,79.18000030517578
2016-10-26,79.26000213623047
2016-10-27,79.01000213623047
2016-10-28,77.97000122070312
2016-10-31,78.80999755859375
2016-11-01,76.48999786376953
2016-11-02,76.51000213623047
2016-11-03,76.44000244140625
2016-11-04,76.69000244140625
2016-11-07,78.55999755859375
2016-11-08,78.68000030517578
2016-11-09,79.76000213623047
2016-11-10,77.79000091552734
2016-11-11,79.29000091552734
2016-11-14,79.83000183105469
2016-11-15,80.19999694824219
2016-11-16,80.9800033569336
2016-11-17,81.63999938964844
2016-11-18,81.83000183105469
2016-11-21,82.86000061035156
2016-11-22,83.94999694824219
2016-11-23,84.0
2016-11-25,84.33999633789062
2016-11-28,83.72000122070312
2016-11-29,83.0999984741211
2016-11-30,82.04000091552734
2016-12-01,76.5
2016-12-02,76.6500015258789
2016-12-05,77.9800033569336
2016-12-06,78.27999877929688
2016-12-07,79.3499984741211
2016-12-08,80.80999755859375
2016-12-09,80.33000183105469
2016-12-12,80.08000183105469
2016-12-13,83.04000091552734
2016-12-14,82.83999633789062
2016-12-15,84.20999908447266
2016-12-16,83.2699966430664
2016-12-19,84.11000061035156
2016-12-20,85.43000030517578
2016-12-21,84.58000183105469
2016-12-22,84.30999755859375
2016-12-23,84.55999755859375
2016-12-27,85.0199966430664
2016-12-28,83.2300033569336
2016-12-29,83.22000122070312
2016-12-30,81.93000030517578
2017-01-03,83.61000061035156
2017-01-04,83.02999877929688
2017-01-05,82.76000213623047
2017-01-06,83.94000244140625
2017-01-09,85.4000015258789
2017-01-10,85.56999969482422
2017-01-11,86.31999969482422
2017-01-12,85.94999694824219
2017-01-13,87.13999938964844
2017-01-17,85.16999816894531
2017-01-18,86.44999694824219
2017-01-19,85.61000061035156
2017-01-20,87.54000091552734
2017-01-23,88.33000183105469
2017-01-24,90.5500030517578
2017-01-25,90.05999755859375
2017-01-26,88.30000305175781
2017-01-27,89.77999877929688
2017-01-30,89.05000305175781
2017-01-31,87.23999786376953
2017-02-01,88.91999816894531
2017-02-02,88.2699966430664
2017-02-03,89.06999969482422
2017-02-06,88.54000091552734
2017-02-07,89.37000274658203
2017-02-08,89.91000366210938
2017-02-09,89.01000213623047
2017-02-10,88.4000015258789
2017-02-13,85.91000366210938
2017-02-14,85.12999725341797
2017-02-15,86.0199966430664
2017-02-16,86.16000366210938
2017-02-17,86.5199966430664
2017-02-21,88.22000122070312
2017-02-22,88.80000305175781
2017-02-23,88.18000030517578
2017-02-24,88.81999969482422
2017-02-27,89.0999984741211
2017-02-28,87.97000122070312
2017-03-01,89.44000244140625
2017-03-02,88.91999816894531
2017-03-03,88.56999969482422
2017-03-06,88.16000366210938
2017-03-07,88.3499984741211
2017-03-08,88.37000274658203
2017-03-09,88.33000183105469
2017-03-10,89.25
2017-03-13,90.95999908447266
2017-03-14,91.38999938964844
2017-03-15,92.72000122070312
2017-03-16,92.31999969482422
2017-03-17,92.95999908447266
2017-03-20,93.7300033569336
