,FDS
2015-04-15,158.67999267578125
2015-04-16,158.3699951171875
2015-04-17,156.25
2015-04-20,157.4499969482422
2015-04-21,158.22999572753906
2015-04-22,158.49000549316406
2015-04-23,159.67999267578125
2015-04-24,159.72999572753906
2015-04-27,158.83999633789062
2015-04-28,159.8800048828125
2015-04-29,158.8699951171875
2015-04-30,157.38999938964844
2015-05-01,159.13999938964844
2015-05-04,160.07000732421875
2015-05-05,158.97000122070312
2015-05-06,159.13999938964844
2015-05-07,159.67999267578125
2015-05-08,161.07000732421875
2015-05-11,161.6999969482422
2015-05-12,161.57000732421875
2015-05-13,162.85000610351562
2015-05-14,165.11000061035156
2015-05-15,165.25
2015-05-18,166.57000732421875
2015-05-19,167.86000061035156
2015-05-20,167.52000427246094
2015-05-21,167.6999969482422
2015-05-22,166.58999633789062
2015-05-26,164.9499969482422
2015-05-27,166.72000122070312
2015-05-28,165.9600067138672
2015-05-29,165.1699981689453
2015-06-01,166.74000549316406
2015-06-02,166.44000244140625
2015-06-03,166.8000030517578
2015-06-04,165.16000366210938
2015-06-05,164.6300048828125
2015-06-08,163.5500030517578
2015-06-09,163.4199981689453
2015-06-10,165.8800048828125
2015-06-11,166.42999267578125
2015-06-12,165.74000549316406
2015-06-15,165.49000549316406
2015-06-16,161.74000549316406
2015-06-17,164.13999938964844
2015-06-18,164.92999267578125
2015-06-19,164.27999877929688
2015-06-22,163.52000427246094
2015-06-23,166.1300048828125
2015-06-24,163.75
2015-06-25,164.9499969482422
2015-06-26,165.1199951171875
2015-06-29,162.1999969482422
2015-06-30,162.50999450683594
2015-07-01,164.89999389648438
2015-07-02,163.5500030517578
2015-07-06,162.69000244140625
2015-07-07,161.30999755859375
2015-07-08,160.25
2015-07-09,160.85000610351562
2015-07-10,162.50999450683594
2015-07-13,162.9199981689453
2015-07-14,163.22000122070312
2015-07-15,164.8300018310547
2015-07-16,166.38999938964844
2015-07-17,165.14999389648438
2015-07-20,166.67999267578125
2015-07-21,165.02000427246094
2015-07-22,165.1199951171875
2015-07-23,163.86000061035156
2015-07-24,164.3699951171875
2015-07-27,161.5800018310547
2015-07-28,163.6300048828125
2015-07-29,165.05999755859375
2015-07-30,165.63999938964844
2015-07-31,165.66000366210938
2015-08-03,166.25
2015-08-04,168.44000244140625
2015-08-05,170.86000061035156
2015-08-06,169.02000427246094
2015-08-07,169.82000732421875
2015-08-10,171.4199981689453
2015-08-11,169.11000061035156
2015-08-12,167.91000366210938
2015-08-13,169.86000061035156
2015-08-14,171.13999938964844
2015-08-17,173.1999969482422
2015-08-18,172.89999389648438
2015-08-19,171.1999969482422
2015-08-20,166.61000061035156
2015-08-21,161.97000122070312
2015-08-24,153.35000610351562
2015-08-25,153.91000366210938
2015-08-26,157.6199951171875
2015-08-27,159.36000061035156
2015-08-28,160.25
2015-08-31,157.9199981689453
2015-09-01,153.3699951171875
2015-09-02,156.00999450683594
2015-09-03,158.39999389648438
2015-09-04,155.72999572753906
2015-09-08,161.80999755859375
2015-09-09,160.99000549316406
2015-09-10,162.1199951171875
2015-09-11,164.5399932861328
2015-09-14,165.1699981689453
2015-09-15,166.36000061035156
2015-09-16,166.35000610351562
2015-09-17,165.72000122070312
2015-09-18,164.32000732421875
2015-09-21,165.92999267578125
2015-09-22,162.6699981689453
2015-09-23,163.10000610351562
2015-09-24,159.42999267578125
2015-09-25,159.85000610351562
2015-09-28,156.3800048828125
2015-09-29,156.05999755859375
2015-09-30,159.80999755859375
2015-10-01,159.9499969482422
2015-10-02,161.3800048828125
2015-10-05,161.00999450683594
2015-10-06,160.6300048828125
2015-10-07,161.6999969482422
2015-10-08,162.63999938964844
2015-10-09,163.58999633789062
2015-10-12,164.25999450683594
2015-10-13,163.52000427246094
2015-10-14,161.9600067138672
2015-10-15,164.58999633789062
2015-10-16,165.3699951171875
2015-10-19,167.57000732421875
2015-10-20,168.0
2015-10-21,168.2100067138672
2015-10-22,173.36000061035156
2015-10-23,176.00999450683594
2015-10-26,175.97000122070312
2015-10-27,173.88999938964844
2015-10-28,175.5399932861328
2015-10-29,175.27999877929688
2015-10-30,175.1199951171875
2015-11-02,175.1999969482422
2015-11-03,172.7899932861328
2015-11-04,173.83999633789062
2015-11-05,174.49000549316406
2015-11-06,173.39999389648438
2015-11-09,174.0
2015-11-10,175.19000244140625
2015-11-11,174.83999633789062
2015-11-12,173.92999267578125
2015-11-13,166.9499969482422
2015-11-16,169.10000610351562
2015-11-17,169.57000732421875
2015-11-18,171.4199981689453
2015-11-19,169.16000366210938
2015-11-20,170.14999389648438
2015-11-23,170.1300048828125
2015-11-24,170.6199951171875
2015-11-25,169.4600067138672
2015-11-27,170.86000061035156
2015-11-30,169.52999877929688
2015-12-01,171.3300018310547
2015-12-02,171.07000732421875
2015-12-03,169.25999450683594
2015-12-04,173.0399932861328
2015-12-07,171.75
2015-12-08,172.3800048828125
2015-12-09,168.6300048828125
2015-12-10,170.47999572753906
2015-12-11,168.13999938964844
2015-12-14,169.30999755859375
2015-12-15,162.58999633789062
2015-12-16,161.8000030517578
2015-12-17,161.60000610351562
2015-12-18,156.25999450683594
2015-12-21,156.57000732421875
2015-12-22,158.32000732421875
2015-12-23,159.27999877929688
2015-12-24,160.2100067138672
2015-12-28,161.35000610351562
2015-12-29,163.55999755859375
2015-12-30,162.49000549316406
2015-12-31,162.57000732421875
2016-01-04,156.6199951171875
2016-01-05,158.72999572753906
2016-01-06,156.6300048828125
2016-01-07,152.50999450683594
2016-01-08,150.32000732421875
2016-01-11,150.80999755859375
2016-01-12,150.4600067138672
2016-01-13,146.35000610351562
2016-01-14,148.17999267578125
2016-01-15,146.82000732421875
2016-01-19,145.6999969482422
2016-01-20,142.74000549316406
2016-01-21,142.47999572753906
2016-01-22,145.8699951171875
2016-01-25,144.7100067138672
2016-01-26,146.83999633789062
2016-01-27,147.25999450683594
2016-01-28,147.8699951171875
2016-01-29,150.6999969482422
2016-02-01,149.8300018310547
2016-02-02,145.22000122070312
2016-02-03,144.47999572753906
2016-02-04,145.55999755859375
2016-02-05,142.49000549316406
2016-02-08,139.99000549316406
2016-02-09,137.58999633789062
2016-02-10,139.02999877929688
2016-02-11,136.39999389648438
2016-02-12,140.42999267578125
2016-02-16,144.61000061035156
2016-02-17,147.83999633789062
2016-02-18,146.91000366210938
2016-02-19,148.39999389648438
2016-02-22,150.5
2016-02-23,149.36000061035156
2016-02-24,149.63999938964844
2016-02-25,151.72999572753906
2016-02-26,150.82000732421875
2016-02-29,150.49000549316406
2016-03-01,154.7899932861328
2016-03-02,154.27999877929688
2016-03-03,154.52999877929688
2016-03-04,155.24000549316406
2016-03-07,157.49000549316406
2016-03-08,157.97000122070312
2016-03-09,158.42999267578125
2016-03-10,151.44000244140625
2016-03-11,154.5500030517578
2016-03-14,154.8300018310547
2016-03-15,146.6699981689453
2016-03-16,150.00999450683594
2016-03-17,150.69000244140625
2016-03-18,150.10000610351562
2016-03-21,149.7100067138672
2016-03-22,151.4600067138672
2016-03-23,148.5399932861328
2016-03-24,149.16000366210938
2016-03-28,150.8000030517578
2016-03-29,152.0
2016-03-30,152.02999877929688
2016-03-31,151.52999877929688
2016-04-01,152.74000549316406
2016-04-04,152.52000427246094
2016-04-05,150.49000549316406
2016-04-06,151.83999633789062
2016-04-07,148.0500030517578
2016-04-08,148.4600067138672
2016-04-11,146.58999633789062
2016-04-12,149.22999572753906
2016-04-13,152.55999755859375
2016-04-14,153.16000366210938
2016-04-15,153.89999389648438
2016-04-18,154.47000122070312
2016-04-19,154.85000610351562
2016-04-20,157.7100067138672
2016-04-21,154.36000061035156
2016-04-22,155.02999877929688
2016-04-25,152.1999969482422
2016-04-26,152.6300048828125
2016-04-27,153.10000610351562
2016-04-28,150.99000549316406
2016-04-29,150.75
2016-05-02,152.14999389648438
2016-05-03,148.77999877929688
2016-05-04,149.00999450683594
2016-05-05,148.86000061035156
2016-05-06,150.57000732421875
2016-05-09,151.89999389648438
2016-05-10,152.60000610351562
2016-05-11,151.36000061035156
2016-05-12,151.66000366210938
2016-05-13,150.39999389648438
2016-05-16,152.10000610351562
2016-05-17,150.49000549316406
2016-05-18,151.47000122070312
2016-05-19,152.6699981689453
2016-05-20,155.3800048828125
2016-05-23,156.24000549316406
2016-05-24,159.75
2016-05-25,158.05999755859375
2016-05-26,156.86000061035156
2016-05-27,159.57000732421875
2016-05-31,159.07000732421875
2016-06-01,158.52999877929688
2016-06-02,160.27000427246094
2016-06-03,158.94000244140625
2016-06-06,160.10000610351562
2016-06-07,159.80999755859375
2016-06-08,159.64999389648438
2016-06-09,160.0
2016-06-10,159.10000610351562
2016-06-13,157.92999267578125
2016-06-14,158.3699951171875
2016-06-15,158.4199981689453
2016-06-16,158.1999969482422
2016-06-17,155.8000030517578
2016-06-20,157.97999572753906
2016-06-21,158.25
2016-06-22,158.22000122070312
2016-06-23,162.72000122070312
2016-06-24,155.2899932861328
2016-06-27,151.19000244140625
2016-06-28,153.00999450683594
2016-06-29,157.27000427246094
2016-06-30,161.4199981689453
2016-07-01,161.17999267578125
2016-07-05,162.1199951171875
2016-07-06,159.94000244140625
2016-07-07,160.0
2016-07-08,161.02000427246094
2016-07-11,161.89999389648438
2016-07-12,165.1199951171875
2016-07-13,166.0800018310547
2016-07-14,167.33999633789062
2016-07-15,167.36000061035156
2016-07-18,166.6199951171875
2016-07-19,167.08999633789062
2016-07-20,168.7899932861328
2016-07-21,168.30999755859375
2016-07-22,169.77000427246094
2016-07-25,170.50999450683594
2016-07-26,172.00999450683594
2016-07-27,171.8800048828125
2016-07-28,173.13999938964844
2016-07-29,171.9600067138672
2016-08-01,171.22000122070312
2016-08-02,171.2100067138672
2016-08-03,172.1999969482422
2016-08-04,172.99000549316406
2016-08-05,174.2100067138672
2016-08-08,173.72000122070312
2016-08-09,172.55999755859375
2016-08-10,173.3000030517578
2016-08-11,172.66000366210938
2016-08-12,172.7899932861328
2016-08-15,174.0800018310547
2016-08-16,173.38999938964844
2016-08-17,173.3300018310547
2016-08-18,174.77999877929688
2016-08-19,175.22000122070312
2016-08-22,175.8000030517578
2016-08-23,177.72000122070312
2016-08-24,177.38999938964844
2016-08-25,177.6199951171875
2016-08-26,177.66000366210938
2016-08-29,178.3300018310547
2016-08-30,178.80999755859375
2016-08-31,178.02999877929688
2016-09-01,180.1300048828125
2016-09-02,181.5200042724609
2016-09-06,180.13999938964844
2016-09-07,181.41000366210932
2016-09-08,180.6999969482422
2016-09-09,176.4199981689453
2016-09-12,178.42999267578125
2016-09-13,175.91000366210938
2016-09-14,174.97999572753906
2016-09-15,178.0399932861328
2016-09-16,176.57000732421875
2016-09-19,176.5500030517578
2016-09-20,175.92999267578125
2016-09-21,178.22999572753906
2016-09-22,179.8000030517578
2016-09-23,178.57000732421875
2016-09-26,176.19000244140625
2016-09-27,164.33999633789062
2016-09-28,162.38999938964844
2016-09-29,160.2100067138672
2016-09-30,162.10000610351562
2016-10-03,159.4499969482422
2016-10-04,157.97999572753906
2016-10-05,158.35000610351562
2016-10-06,159.00999450683594
2016-10-07,157.3800048828125
2016-10-10,158.02999877929688
2016-10-11,156.1699981689453
2016-10-12,156.1699981689453
2016-10-13,155.19000244140625
2016-10-14,155.1999969482422
2016-10-17,154.72000122070312
2016-10-18,155.83999633789062
2016-10-19,155.3300018310547
2016-10-20,153.30999755859375
2016-10-21,154.9199981689453
2016-10-24,154.41000366210938
2016-10-25,153.0399932861328
2016-10-26,154.6999969482422
2016-10-27,154.25
2016-10-28,155.4600067138672
2016-10-31,154.72000122070312
2016-11-01,152.27999877929688
2016-11-02,151.6699981689453
2016-11-03,152.92999267578125
2016-11-04,152.72999572753906
2016-11-07,154.8000030517578
2016-11-08,155.9499969482422
2016-11-09,158.3699951171875
2016-11-10,160.77999877929688
2016-11-11,162.16000366210938
2016-11-14,161.1699981689453
2016-11-15,160.36000061035156
2016-11-16,159.44000244140625
2016-11-17,162.4600067138672
2016-11-18,163.05999755859375
2016-11-21,163.19000244140625
2016-11-22,161.55999755859375
2016-11-23,160.67999267578125
2016-11-25,160.91000366210938
2016-11-28,160.3699951171875
2016-11-29,161.72999572753906
2016-11-30,160.1699981689453
2016-12-01,159.38999938964844
2016-12-02,158.99000549316406
2016-12-05,160.35000610351562
2016-12-06,161.47000122070312
2016-12-07,164.50999450683594
2016-12-08,166.3300018310547
2016-12-09,167.3800048828125
2016-12-12,165.25
2016-12-13,167.5399932861328
2016-12-14,164.5399932861328
2016-12-15,165.35000610351562
2016-12-16,165.33999633789062
2016-12-19,165.3300018310547
2016-12-20,161.27999877929688
2016-12-21,165.17999267578125
2016-12-22,162.8800048828125
2016-12-23,163.2100067138672
2016-12-27,165.05999755859375
2016-12-28,162.72000122070312
2016-12-29,161.94000244140625
2016-12-30,163.42999267578125
2017-01-03,165.13999938964844
2017-01-04,169.7100067138672
2017-01-05,168.8800048828125
2017-01-06,170.74000549316406
2017-01-09,169.8000030517578
2017-01-10,169.4600067138672
2017-01-11,169.44000244140625
2017-01-12,169.5399932861328
2017-01-13,170.24000549316406
2017-01-17,169.33999633789062
2017-01-18,171.1999969482422
2017-01-19,169.16000366210938
2017-01-20,170.5399932861328
2017-01-23,171.25
2017-01-24,172.35000610351562
2017-01-25,174.42999267578125
2017-01-26,173.5399932861328
2017-01-27,173.47999572753906
2017-01-30,172.94000244140625
2017-01-31,173.0500030517578
2017-02-01,172.89999389648438
2017-02-02,174.52000427246094
2017-02-03,176.16000366210938
2017-02-06,175.75999450683594
2017-02-07,174.00999450683594
2017-02-08,174.14999389648438
2017-02-09,175.92999267578125
2017-02-10,177.94000244140625
2017-02-13,178.6199951171875
2017-02-14,178.77000427246094
2017-02-15,179.82000732421875
2017-02-16,180.08999633789062
2017-02-17,181.6699981689453
2017-02-21,183.1699981689453
2017-02-22,181.41000366210932
2017-02-23,181.69000244140625
2017-02-24,182.2899932861328
2017-02-27,181.4600067138672
2017-02-28,177.89999389648438
2017-03-01,180.8500061035156
2017-03-02,179.24000549316406
2017-03-03,178.33999633789062
2017-03-06,176.97000122070312
2017-03-07,176.6999969482422
2017-03-08,176.7100067138672
2017-03-09,177.8000030517578
2017-03-10,177.5800018310547
2017-03-13,176.9600067138672
2017-03-14,177.10000610351562
2017-03-15,179.25999450683594
2017-03-16,179.77000427246094
2017-03-17,179.94000244140625
2017-03-20,180.7100067138672
2017-03-21,176.25999450683594
2017-03-22,176.75
2017-03-23,177.57000732421875
2017-03-24,176.72999572753906
2017-03-27,174.5500030517578
2017-03-28,164.57000732421875
2017-03-29,164.36000061035156
2017-03-30,164.42999267578125
2017-03-31,164.91000366210938
2017-04-03,164.22000122070312
2017-04-04,162.35000610351562
2017-04-05,160.91000366210938
2017-04-06,161.1300048828125
2017-04-07,159.91000366210938
2017-04-10,159.64999389648438
2017-04-11,160.52999877929688
2017-04-12,159.1999969482422
2017-04-13,157.9199981689453
2017-04-17,161.08999633789062
2017-04-18,161.17999267578125
2017-04-19,163.02999877929688
2017-04-20,162.5
2017-04-21,162.16000366210938
2017-04-24,163.1300048828125
2017-04-25,163.1199951171875
2017-04-26,163.47999572753906
2017-04-27,163.8300018310547
2017-04-28,163.25999450683594
2017-05-01,162.9600067138672
2017-05-02,163.24000549316406
2017-05-03,163.25
2017-05-04,164.02000427246094
2017-05-05,164.07000732421875
2017-05-08,161.22999572753906
2017-05-09,162.63999938964844
2017-05-10,161.27999877929688
2017-05-11,161.05999755859375
2017-05-12,160.3000030517578
2017-05-15,161.47000122070312
2017-05-16,160.69000244140625
2017-05-17,159.1199951171875
2017-05-18,159.7899932861328
2017-05-19,161.24000549316406
2017-05-22,161.2100067138672
2017-05-23,160.8800048828125
2017-05-24,161.3699951171875
2017-05-25,162.52000427246094
2017-05-26,161.9499969482422
2017-05-30,163.8300018310547
2017-05-31,165.69000244140625
2017-06-01,165.9600067138672
2017-06-02,165.3800048828125
2017-06-05,164.42999267578125
2017-06-06,163.41000366210938
2017-06-07,164.02999877929688
2017-06-08,163.72999572753906
2017-06-09,163.89999389648438
2017-06-12,165.80999755859375
2017-06-13,166.97999572753906
2017-06-14,167.47999572753906
2017-06-15,168.94000244140625
2017-06-16,169.94000244140625
2017-06-19,171.6300048828125
2017-06-20,167.75
2017-06-21,165.85000610351562
2017-06-22,166.08999633789062
2017-06-23,166.77000427246094
2017-06-26,166.08999633789062
2017-06-27,165.64999389648438
2017-06-28,169.74000549316406
2017-06-29,169.57000732421875
2017-06-30,166.17999267578125
2017-07-03,165.77000427246094
2017-07-05,165.2899932861328
2017-07-06,160.5800018310547
2017-07-07,162.0399932861328
2017-07-10,161.6300048828125
2017-07-11,162.35000610351562
2017-07-12,163.94000244140625
2017-07-13,164.4199981689453
2017-07-14,163.3800048828125
2017-07-17,162.44000244140625
2017-07-18,162.0800018310547
2017-07-19,163.47000122070312
2017-07-20,165.57000732421875
2017-07-21,166.10000610351562
2017-07-24,166.2899932861328
2017-07-25,166.74000549316406
2017-07-26,165.47000122070312
2017-07-27,164.74000549316406
2017-07-28,164.99000549316406
2017-07-31,167.22000122070312
2017-08-01,165.77000427246094
2017-08-02,164.4499969482422
2017-08-03,164.8800048828125
2017-08-04,163.7899932861328
2017-08-07,162.52000427246094
2017-08-08,160.9600067138672
2017-08-09,162.27999877929688
2017-08-10,158.72999572753906
2017-08-11,158.77999877929688
2017-08-14,161.5800018310547
2017-08-15,162.2100067138672
2017-08-16,163.66000366210938
2017-08-17,161.10000610351562
2017-08-18,159.02000427246094
2017-08-21,158.7899932861328
2017-08-22,160.6199951171875
2017-08-23,158.17999267578125
2017-08-24,158.67999267578125
2017-08-25,159.27000427246094
2017-08-28,157.1999969482422
2017-08-29,155.52999877929688
2017-08-30,156.9199981689453
2017-08-31,157.17999267578125
2017-09-01,158.10000610351562
2017-09-05,157.50999450683594
2017-09-06,157.02999877929688
2017-09-07,158.0500030517578
2017-09-08,159.1300048828125
2017-09-11,159.14999389648438
2017-09-12,161.07000732421875
2017-09-13,160.44000244140625
2017-09-14,161.47999572753906
2017-09-15,161.85000610351562
2017-09-18,162.94000244140625
2017-09-19,163.0500030517578
2017-09-20,164.25999450683594
2017-09-21,167.14999389648438
2017-09-22,168.61000061035156
2017-09-25,170.80999755859375
2017-09-26,179.94000244140625
2017-09-27,178.99000549316406
2017-09-28,179.0800018310547
2017-09-29,180.11000061035156
2017-10-02,182.47000122070312
2017-10-03,183.1000061035156
2017-10-04,181.16000366210932
2017-10-05,180.91000366210932
2017-10-06,179.69000244140625
2017-10-09,178.44000244140625
2017-10-10,177.97999572753906
2017-10-11,178.1300048828125
2017-10-12,178.19000244140625
2017-10-13,177.41000366210938
2017-10-16,177.75999450683594
2017-10-17,179.47000122070312
2017-10-18,180.1499938964844
2017-10-19,182.259994506836
2017-10-20,185.759994506836
2017-10-23,186.3500061035156
2017-10-24,187.2700042724609
2017-10-25,188.1999969482422
2017-10-26,189.44000244140625
2017-10-27,189.1000061035156
2017-10-30,188.1199951171875
2017-10-31,189.8699951171875
2017-11-01,185.38999938964844
2017-11-02,189.97999572753903
2017-11-03,190.6300048828125
2017-11-06,191.02999877929688
2017-11-07,191.33999633789065
2017-11-08,195.3000030517578
2017-11-09,196.2400054931641
2017-11-10,196.2100067138672
2017-11-13,195.88999938964844
2017-11-14,195.22000122070312
2017-11-15,195.4199981689453
2017-11-16,195.2899932861328
2017-11-17,196.08999633789065
2017-11-20,196.33999633789065
2017-11-21,196.759994506836
2017-11-22,197.58999633789065
2017-11-24,198.7100067138672
2017-11-27,196.6199951171875
2017-11-28,199.0399932861328
2017-11-29,198.27999877929688
2017-11-30,199.8800048828125
2017-12-01,201.4499969482422
2017-12-04,204.4900054931641
2017-12-05,202.2400054931641
2017-12-06,202.13999938964844
2017-12-07,200.0
2017-12-08,202.07000732421875
2017-12-11,204.0500030517578
2017-12-12,204.0399932861328
2017-12-13,202.0200042724609
2017-12-14,202.4600067138672
2017-12-15,204.8699951171875
2017-12-18,204.72999572753903
2017-12-19,187.4600067138672
2017-12-20,194.9600067138672
2017-12-21,191.0599975585937
2017-12-22,192.1100006103516
2017-12-26,191.0800018310547
2017-12-27,192.82000732421875
2017-12-28,193.08999633789065
2017-12-29,192.759994506836
2018-01-02,191.6300048828125
2018-01-03,193.2400054931641
2018-01-04,195.88999938964844
2018-01-05,196.92999267578125
2018-01-08,194.2899932861328
2018-01-09,194.17999267578125
2018-01-10,195.33999633789065
2018-01-11,197.0
2018-01-12,197.75
2018-01-16,198.3300018310547
2018-01-17,198.44000244140625
2018-01-18,199.25
2018-01-19,201.0399932861328
2018-01-22,199.5
2018-01-23,197.77999877929688
2018-01-24,198.1300048828125
2018-01-25,201.1100006103516
2018-01-26,208.69000244140625
2018-01-29,202.75
2018-01-30,200.72000122070312
2018-01-31,200.69000244140625
2018-02-01,204.3000030517578
2018-02-02,199.3300018310547
2018-02-05,192.1499938964844
2018-02-06,191.9900054931641
2018-02-07,192.1300048828125
2018-02-08,187.9900054931641
2018-02-09,189.8000030517578
2018-02-12,192.8699951171875
2018-02-13,195.58999633789065
2018-02-14,200.509994506836
2018-02-15,201.8099975585937
2018-02-16,202.17999267578125
2018-02-20,200.7100067138672
2018-02-21,201.27999877929688
2018-02-22,201.3300018310547
2018-02-23,205.22999572753903
2018-02-26,206.41000366210932
2018-02-27,204.22000122070312
2018-02-28,203.17999267578125
2018-03-01,203.1000061035156
2018-03-02,206.58999633789065
2018-03-05,208.3600006103516
2018-03-06,210.47000122070312
2018-03-07,208.0399932861328
2018-03-08,207.9499969482422
2018-03-09,213.6100006103516
2018-03-12,213.32000732421875
2018-03-13,212.44000244140625
2018-03-14,211.3099975585937
2018-03-15,212.69000244140625
2018-03-16,214.5800018310547
2018-03-19,211.6499938964844
2018-03-20,215.6300048828125
2018-03-21,214.47000122070312
2018-03-22,206.5200042724609
2018-03-23,203.8500061035156
2018-03-26,209.9900054931641
2018-03-27,201.72999572753903
2018-03-28,198.44000244140625
2018-03-29,199.4199981689453
2018-04-02,196.1499938964844
2018-04-03,198.0399932861328
2018-04-04,195.97999572753903
2018-04-05,196.75
2018-04-06,193.6499938964844
2018-04-09,195.6100006103516
