,CRH
2015-01-02,23.770000457763672
2015-01-05,23.059999465942383
2015-01-06,22.51000022888184
2015-01-07,22.90999984741211
2015-01-08,23.520000457763672
2015-01-09,23.34000015258789
2015-01-12,23.270000457763672
2015-01-13,23.01000022888184
2015-01-14,22.850000381469727
2015-01-15,22.6200008392334
2015-01-16,23.030000686645508
2015-01-20,23.850000381469727
2015-01-21,24.15999984741211
2015-01-22,24.76000022888184
2015-01-23,25.040000915527344
2015-01-26,25.059999465942383
2015-01-27,24.600000381469727
2015-01-28,24.270000457763672
2015-01-29,24.59000015258789
2015-01-30,24.13999938964844
2015-02-02,25.799999237060547
2015-02-03,26.56999969482422
2015-02-04,26.75
2015-02-05,26.71999931335449
2015-02-06,26.290000915527344
2015-02-09,26.600000381469727
2015-02-10,27.1299991607666
2015-02-11,27.18000030517578
2015-02-12,28.11000061035156
2015-02-13,28.020000457763672
2015-02-17,28.01000022888184
2015-02-18,28.46999931335449
2015-02-19,28.200000762939453
2015-02-20,28.459999084472656
2015-02-23,28.31999969482422
2015-02-24,28.36000061035156
2015-02-25,28.34000015258789
2015-02-26,28.170000076293945
2015-02-27,28.309999465942383
2015-03-02,28.200000762939453
2015-03-03,27.5
2015-03-04,27.489999771118164
2015-03-05,27.57999992370605
2015-03-06,27.020000457763672
2015-03-09,26.21999931335449
2015-03-10,25.770000457763672
2015-03-11,26.1299991607666
2015-03-12,27.049999237060547
2015-03-13,26.90999984741211
2015-03-16,25.81999969482422
2015-03-17,25.209999084472656
2015-03-18,26.670000076293945
2015-03-19,25.989999771118164
2015-03-20,27.57999992370605
2015-03-23,27.670000076293945
2015-03-24,27.200000762939453
2015-03-25,27.14999961853028
2015-03-26,26.84000015258789
2015-03-27,26.799999237060547
2015-03-30,26.64999961853028
2015-03-31,26.190000534057617
2015-04-01,26.18000030517578
2015-04-02,26.239999771118164
2015-04-06,26.61000061035156
2015-04-07,26.39999961853028
2015-04-08,26.290000915527344
2015-04-09,26.82999992370605
2015-04-10,26.459999084472656
2015-04-13,26.280000686645508
2015-04-14,26.809999465942383
2015-04-15,27.51000022888184
2015-04-16,27.770000457763672
2015-04-17,27.43000030517578
2015-04-20,27.59000015258789
2015-04-21,28.01000022888184
2015-04-22,27.89999961853028
2015-04-23,27.989999771118164
2015-04-24,28.809999465942383
2015-04-27,28.780000686645508
2015-04-28,28.959999084472656
2015-04-29,28.290000915527344
2015-04-30,27.950000762939453
2015-05-01,28.18000030517578
2015-05-04,28.190000534057617
2015-05-05,28.100000381469727
2015-05-06,28.299999237060547
2015-05-07,28.15999984741211
2015-05-08,29.09000015258789
2015-05-11,28.780000686645508
2015-05-12,28.450000762939453
2015-05-13,28.43000030517578
2015-05-14,28.76000022888184
2015-05-15,28.76000022888184
2015-05-18,28.56999969482422
2015-05-19,28.690000534057617
2015-05-20,28.71999931335449
2015-05-21,28.93000030517578
2015-05-22,28.290000915527344
2015-05-26,27.280000686645508
2015-05-27,28.18000030517578
2015-05-28,28.21999931335449
2015-05-29,28.040000915527344
2015-06-01,27.549999237060547
2015-06-02,27.59000015258789
2015-06-03,28.200000762939453
2015-06-04,27.75
2015-06-05,27.63999938964844
2015-06-08,27.84000015258789
2015-06-09,27.549999237060547
2015-06-10,28.489999771118164
2015-06-11,29.170000076293945
2015-06-12,28.57999992370605
2015-06-15,28.5
2015-06-16,28.520000457763672
2015-06-17,28.88999938964844
2015-06-18,29.26000022888184
2015-06-19,29.43000030517578
2015-06-22,30.09000015258789
2015-06-23,30.170000076293945
2015-06-24,29.65999984741211
2015-06-25,29.479999542236328
2015-06-26,29.209999084472656
2015-06-29,28.18000030517578
2015-06-30,28.11000061035156
2015-07-01,28.350000381469727
2015-07-02,28.39999961853028
2015-07-06,27.780000686645508
2015-07-07,27.549999237060547
2015-07-08,26.809999465942383
2015-07-09,27.32999992370605
2015-07-10,28.600000381469727
2015-07-13,28.809999465942383
2015-07-14,28.920000076293945
2015-07-15,28.84000015258789
2015-07-16,29.21999931335449
2015-07-17,29.1200008392334
2015-07-20,29.190000534057617
2015-07-21,29.01000022888184
2015-07-22,29.309999465942383
2015-07-23,29.229999542236328
2015-07-24,28.96999931335449
2015-07-27,28.36000061035156
2015-07-28,29.09000015258789
2015-07-29,29.520000457763672
2015-07-30,29.32999992370605
2015-07-31,29.709999084472656
2015-08-03,29.770000457763672
2015-08-04,30.1200008392334
2015-08-05,30.38999938964844
2015-08-06,29.89999961853028
2015-08-07,30.09000015258789
2015-08-10,30.600000381469727
2015-08-11,30.51000022888184
2015-08-12,30.15999984741211
2015-08-13,30.520000457763672
2015-08-14,30.71999931335449
2015-08-17,30.950000762939453
2015-08-18,30.790000915527344
2015-08-19,30.13999938964844
2015-08-20,29.51000022888184
2015-08-21,28.11000061035156
2015-08-24,27.18000030517578
2015-08-25,27.299999237060547
2015-08-26,28.229999542236328
2015-08-27,29.3700008392334
2015-08-28,29.6200008392334
2015-08-31,29.770000457763672
2015-09-01,28.489999771118164
2015-09-02,28.68000030517578
2015-09-03,28.40999984741211
2015-09-04,28.030000686645508
2015-09-08,29.59000015258789
2015-09-09,29.34000015258789
2015-09-10,29.600000381469727
2015-09-11,29.40999984741211
2015-09-14,29.200000762939453
2015-09-15,29.61000061035156
2015-09-16,29.64999961853028
2015-09-17,29.770000457763672
2015-09-18,29.030000686645508
2015-09-21,28.790000915527344
2015-09-22,28.020000457763672
2015-09-23,27.88999938964844
2015-09-24,27.299999237060547
2015-09-25,27.39999961853028
2015-09-28,26.530000686645508
2015-09-29,25.76000022888184
2015-09-30,26.540000915527344
2015-10-01,26.34000015258789
2015-10-02,26.6299991607666
2015-10-05,27.0
2015-10-06,26.84000015258789
2015-10-07,27.299999237060547
2015-10-08,27.46999931335449
2015-10-09,27.09000015258789
2015-10-12,27.1299991607666
2015-10-13,26.90999984741211
2015-10-14,26.780000686645508
2015-10-15,27.270000457763672
2015-10-16,27.1200008392334
2015-10-19,26.76000022888184
2015-10-20,26.64999961853028
2015-10-21,27.3700008392334
2015-10-22,27.530000686645508
2015-10-23,28.059999465942383
2015-10-26,27.59000015258789
2015-10-27,26.88999938964844
2015-10-28,27.440000534057617
2015-10-29,27.030000686645508
2015-10-30,27.36000061035156
2015-11-02,27.90999984741211
2015-11-03,27.68000030517578
2015-11-04,27.81999969482422
2015-11-05,27.96999931335449
2015-11-06,28.309999465942383
2015-11-09,27.559999465942383
2015-11-10,27.07999992370605
2015-11-11,27.239999771118164
2015-11-12,26.51000022888184
2015-11-13,26.8700008392334
2015-11-16,27.489999771118164
2015-11-17,27.18000030517578
2015-11-18,27.309999465942383
2015-11-19,28.59000015258789
2015-11-20,28.809999465942383
2015-11-23,28.8799991607666
2015-11-24,28.799999237060547
2015-11-25,29.040000915527344
2015-11-27,29.549999237060547
2015-11-30,29.31999969482422
2015-12-01,29.75
2015-12-02,29.3700008392334
2015-12-03,28.920000076293945
2015-12-04,29.700000762939453
2015-12-07,29.61000061035156
2015-12-08,29.18000030517578
2015-12-09,29.030000686645508
2015-12-10,29.01000022888184
2015-12-11,28.479999542236328
2015-12-14,28.709999084472656
2015-12-15,28.26000022888184
2015-12-16,28.65999984741211
2015-12-17,28.549999237060547
2015-12-18,28.200000762939453
2015-12-21,28.43000030517578
2015-12-22,28.559999465942383
2015-12-23,29.059999465942383
2015-12-24,29.25
2015-12-28,29.18000030517578
2015-12-29,29.39999961853028
2015-12-30,29.11000061035156
2015-12-31,28.81999969482422
2016-01-04,28.350000381469727
2016-01-05,28.350000381469727
2016-01-06,27.96999931335449
2016-01-07,26.799999237060547
2016-01-08,26.61000061035156
2016-01-11,26.940000534057617
2016-01-12,26.979999542236328
2016-01-13,26.39999961853028
2016-01-14,26.65999984741211
2016-01-15,25.43000030517578
2016-01-19,25.559999465942383
2016-01-20,25.290000915527344
2016-01-21,25.549999237060547
2016-01-22,26.530000686645508
2016-01-25,26.07999992370605
2016-01-26,26.43000030517578
2016-01-27,26.40999984741211
2016-01-28,25.86000061035156
2016-01-29,26.920000076293945
2016-02-01,26.780000686645508
2016-02-02,25.729999542236328
2016-02-03,25.690000534057617
2016-02-04,26.25
2016-02-05,25.520000457763672
2016-02-08,23.71999931335449
2016-02-09,23.88999938964844
2016-02-10,24.600000381469727
2016-02-11,24.34000015258789
2016-02-12,24.549999237060547
2016-02-16,25.049999237060547
2016-02-17,25.739999771118164
2016-02-18,25.75
2016-02-19,25.700000762939453
2016-02-22,25.88999938964844
2016-02-23,25.600000381469727
2016-02-24,25.31999969482422
2016-02-25,25.40999984741211
2016-02-26,25.26000022888184
2016-02-29,25.549999237060547
2016-03-01,26.21999931335449
2016-03-02,26.32999992370605
