,FIX
2015-01-02,16.8799991607666
2015-01-05,16.600000381469727
2015-01-06,16.299999237060547
2015-01-07,16.440000534057617
2015-01-08,16.790000915527344
2015-01-09,16.6200008392334
2015-01-12,16.790000915527344
2015-01-13,16.84000015258789
2015-01-14,16.780000686645508
2015-01-15,16.15999984741211
2015-01-16,16.209999084472656
2015-01-20,15.869999885559082
2015-01-21,15.869999885559082
2015-01-22,16.309999465942383
2015-01-23,16.3799991607666
2015-01-26,16.610000610351562
2015-01-27,16.540000915527344
2015-01-28,16.450000762939453
2015-01-29,16.979999542236328
2015-01-30,16.649999618530273
2015-02-02,17.260000228881836
2015-02-03,18.11000061035156
2015-02-04,17.709999084472656
2015-02-05,17.81999969482422
2015-02-06,17.25
2015-02-09,17.059999465942383
2015-02-10,16.809999465942383
2015-02-11,16.68000030517578
2015-02-12,16.920000076293945
2015-02-13,16.959999084472656
2015-02-17,16.989999771118164
2015-02-18,17.229999542236328
2015-02-19,16.940000534057617
2015-02-20,16.65999984741211
2015-02-23,16.760000228881836
2015-02-24,16.850000381469727
2015-02-25,16.770000457763672
2015-02-26,16.8799991607666
2015-02-27,18.700000762939453
2015-03-02,18.739999771118164
2015-03-03,18.75
2015-03-04,18.64999961853028
2015-03-05,18.989999771118164
2015-03-06,18.850000381469727
2015-03-09,18.940000534057617
2015-03-10,18.84000015258789
2015-03-11,18.96999931335449
2015-03-12,19.65999984741211
2015-03-13,19.420000076293945
2015-03-16,19.34000015258789
2015-03-17,19.559999465942383
2015-03-18,19.86000061035156
2015-03-19,19.709999084472656
2015-03-20,19.739999771118164
2015-03-23,19.82999992370605
2015-03-24,20.01000022888184
2015-03-25,19.670000076293945
2015-03-26,20.290000915527344
2015-03-27,20.309999465942383
2015-03-30,21.18000030517578
2015-03-31,21.040000915527344
2015-04-01,21.040000915527344
2015-04-02,21.1299991607666
2015-04-06,20.299999237060547
2015-04-07,20.13999938964844
2015-04-08,20.299999237060547
2015-04-09,20.350000381469727
2015-04-10,20.76000022888184
2015-04-13,20.96999931335449
2015-04-14,21.209999084472656
2015-04-15,21.170000076293945
2015-04-16,20.770000457763672
2015-04-17,20.11000061035156
2015-04-20,20.14999961853028
2015-04-21,20.34000015258789
2015-04-22,20.40999984741211
2015-04-23,20.540000915527344
2015-04-24,20.440000534057617
2015-04-27,20.700000762939453
2015-04-28,20.64999961853028
2015-04-29,20.600000381469727
2015-04-30,20.690000534057617
2015-05-01,21.1200008392334
2015-05-04,21.31999969482422
2015-05-05,21.39999961853028
2015-05-06,21.34000015258789
2015-05-07,21.690000534057617
2015-05-08,21.81999969482422
2015-05-11,21.950000762939453
2015-05-12,22.0
2015-05-13,22.26000022888184
2015-05-14,22.5
2015-05-15,22.39999961853028
2015-05-18,22.229999542236328
2015-05-19,22.450000762939453
