,PKG
2015-08-10,72.44000244140625
2015-08-11,72.45999908447266
2015-08-12,71.81999969482422
2015-08-13,72.11000061035156
2015-08-14,73.19999694824219
2015-08-17,73.37000274658203
2015-08-18,72.91000366210938
2015-08-19,72.43000030517578
2015-08-20,71.1500015258789
2015-08-21,69.91999816894531
2015-08-24,66.4000015258789
2015-08-25,63.810001373291016
2015-08-26,64.48999786376953
2015-08-27,66.30000305175781
2015-08-28,67.4800033569336
2015-08-31,67.11000061035156
2015-09-01,65.0199966430664
2015-09-02,65.54000091552734
2015-09-03,65.5
