,EG
2015-04-27,180.1999969482422
2015-04-28,181.27999877929688
2015-04-29,179.41000366210938
2015-04-30,178.91000366210938
2015-05-01,180.75
2015-05-04,181.3099975585937
2015-05-05,179.86000061035156
2015-05-06,179.6999969482422
2015-05-07,180.3800048828125
2015-05-08,181.66000366210932
2015-05-11,182.33999633789065
2015-05-12,182.0599975585937
2015-05-13,182.4900054931641
2015-05-14,184.759994506836
2015-05-15,183.17999267578125
2015-05-18,184.6000061035156
2015-05-19,184.7100067138672
2015-05-20,185.2899932861328
2015-05-21,184.8699951171875
2015-05-22,184.38999938964844
2015-05-26,182.97999572753903
2015-05-27,184.07000732421875
2015-05-28,184.1499938964844
2015-05-29,181.509994506836
2015-06-01,182.1699981689453
2015-06-02,182.58999633789065
2015-06-03,183.8800048828125
2015-06-04,182.7700042724609
2015-06-05,182.6100006103516
2015-06-08,180.25
2015-06-09,179.27999877929688
2015-06-10,181.75
2015-06-11,184.88999938964844
2015-06-12,183.44000244140625
2015-06-15,182.3300018310547
2015-06-16,183.72000122070312
2015-06-17,184.1000061035156
2015-06-18,185.5500030517578
2015-06-19,184.8300018310547
2015-06-22,185.58999633789065
2015-06-23,186.2899932861328
2015-06-24,184.1199951171875
2015-06-25,183.3000030517578
2015-06-26,184.509994506836
2015-06-29,181.3699951171875
2015-06-30,182.009994506836
2015-07-01,185.8000030517578
2015-07-02,184.7400054931641
2015-07-06,185.69000244140625
2015-07-07,187.6199951171875
