date,NAV
2020-01-06,1.0017472299849826
2020-01-07,0.9964387648409407
2020-01-08,1.0010864690746184
2020-01-09,1.0027615429342112
2020-01-10,1.0020476538556278
2020-01-13,1.0028114728962338
2020-01-14,1.0050823242889504
2020-01-15,1.0068153102283366
2020-01-16,1.0085729786416455
2020-01-17,1.0093915829084092
2020-01-21,1.010195614613951
2020-01-22,1.0087051806337315
2020-01-23,1.0104366597487133
2020-01-24,1.0074546595396023
2020-01-27,1.0080721519190112
2020-01-28,1.007307484038462
2020-01-29,1.0059899133110035
2020-01-30,1.0046500102565115
2020-01-31,1.0058723936366876
2020-02-03,1.0080558603369787
2020-02-04,1.0084004813996945
2020-02-05,1.0166933532057252
2020-02-06,1.0093654972438675
2020-02-07,1.0032393342871964
2020-02-10,1.0002573434534523
2020-02-11,1.0063827836518768
2020-02-12,1.0104999630146076
2020-02-13,1.0105632168860585
2020-02-14,1.0079319166225897
2020-02-18,1.0036273236445097
2020-02-19,1.0042956365587457
2020-02-20,1.0046311432420096
2020-02-21,1.0036811376412504
2020-02-24,1.0013280678055896
2020-02-25,0.99265953322457
2020-02-26,0.9879786240642408
2020-02-27,0.992309634616621
2020-02-28,0.9982582504696068
2020-03-02,0.9921863153488664
2020-03-03,0.9943952807684617
2020-03-04,0.9890833383406812
2020-03-05,0.9844074633787161
2020-03-06,0.982431259783159
2020-03-09,0.9874520290191658
2020-03-10,0.9874028325579073
2020-03-11,0.9945788006822023
2020-03-12,1.0147404383932617
2020-03-13,1.004041624741032
2020-03-16,1.0323872309214672
2020-03-17,1.015730534631954
2020-03-18,1.0256890679743573
2020-03-19,1.026235592714928
2020-03-20,1.0390524248791868
2020-03-23,1.0490200035122952
2020-03-24,1.038190287100316
2020-03-25,1.0403071197659026
2020-03-26,1.0166637816823705
2020-03-27,1.018190510791343
2020-03-30,1.0028875834559274
2020-03-31,0.9989385038012822
2020-04-01,1.0039176413400444
2020-04-02,0.9906964712428517
2020-04-03,0.9916430004944562
2020-04-06,1.003123359637033
2020-04-07,1.006520815482124
2020-04-08,1.0135119578155496
2020-04-09,1.0196628338073888
2020-04-13,1.015734322177851
2020-04-14,1.0184812947880841
2020-04-15,1.0118341637422517
2020-04-16,1.0062143202395484
2020-04-17,1.015363024882415
2020-04-20,1.010360891226616
2020-04-21,1.0072336806383355
2020-04-22,1.0065044496072546
2020-04-23,1.0055513987605507
2020-04-24,1.006055353384902
2020-04-27,1.0112384100607115
2020-04-28,1.0142290344013452
2020-04-29,1.0208764159201988
2020-04-30,1.0193121211806373
2020-05-01,1.0166924855716917
2020-05-04,1.0140217354901484
2020-05-05,1.0152949935275697
2020-05-06,1.009075172156362
2020-05-07,1.0011575640262067
2020-05-08,0.996872362075459
2020-05-11,1.0087069431978128
2020-05-12,1.0031372105317102
2020-05-13,1.014282527480231
2020-05-14,1.0025569487156891
2020-05-15,1.0089995599042354
2020-05-18,0.9939815447064693
2020-05-19,0.987078393988877
2020-05-20,0.9826724897551408
2020-05-21,0.9780892661213948
2020-05-22,0.9790783454056458
2020-05-26,0.9657890735923815
2020-05-27,0.9652782014140133
2020-05-28,0.9763711432539075
2020-05-29,0.9903990318460834
2020-06-01,0.9850211659036335
2020-06-02,0.9771872237360395
2020-06-03,0.9667006350583369
2020-06-04,0.9639503193719546
2020-06-05,0.9744182645741986
2020-06-08,0.9801266849848868
2020-06-09,0.9735653519247138
2020-06-10,0.9649284147316771
2020-06-11,0.947387483996111
2020-06-12,0.9524376753061864
2020-06-15,0.9542234849355657
2020-06-16,0.959120288088221
2020-06-17,0.9547269017173843
2020-06-18,0.9541510723942652
2020-06-19,0.9476681976636522
2020-06-22,0.9469157692556464
2020-06-23,0.9456030874343117
2020-06-24,0.9383476955700732
2020-06-25,0.9393405857263472
2020-06-26,0.9324533209386029
2020-06-29,0.937181672889447
2020-06-30,0.9371963929518644
2020-07-01,0.9393938888917522
2020-07-02,0.9394648217356244
2020-07-06,0.9403339306399124
2020-07-07,0.9447702067145481
2020-07-08,0.9473823575690372
2020-07-09,0.9524007552389957
2020-07-10,0.9398649968264003
2020-07-13,0.9409093713970439
2020-07-14,0.9364812394839337
2020-07-15,0.9330299881216306
2020-07-16,0.9323695328642639
2020-07-17,0.9354849444981175
2020-07-20,0.9414761499137831
2020-07-21,0.936250429417831
2020-07-22,0.9400048115256694
2020-07-23,0.9385256787742047
2020-07-24,0.9427405416582578
2020-07-27,0.9416358965315778
2020-07-28,0.9390070117743736
2020-07-29,0.9466812550609209
2020-07-30,0.9526541954033222
2020-07-31,0.9548417352064632
2020-08-03,0.9576032082433872
2020-08-04,0.9530052141332329
2020-08-05,0.9381764109631372
2020-08-06,0.9308314213054781
2020-08-07,0.9291047709133096
2020-08-10,0.9212459913806152
2020-08-11,0.9146908422605603
2020-08-12,0.9231601309201622
2020-08-13,0.9283613005963556
2020-08-14,0.9274558815944957
2020-08-17,0.9385864293300357
2020-08-18,0.9407725084307479
2020-08-19,0.9431713469844335
2020-08-20,0.9436002689891667
2020-08-21,0.9454016597363205
2020-08-24,0.9343936421331903
2020-08-25,0.936278093112482
2020-08-26,0.9398354647695663
2020-08-27,0.9381662774265687
2020-08-28,0.9320105684475645
2020-08-31,0.9402700395001591
2020-09-01,0.9387324204490525
2020-09-02,0.9459552835156549
2020-09-03,0.9365665579706612
2020-09-04,0.9344229230083043
2020-09-08,0.9336944825863133
2020-09-09,0.9389718293386498
2020-09-10,0.9352743081124704
2020-09-11,0.9360677716867167
2020-09-14,0.9396924234368532
2020-09-15,0.9429502473402104
2020-09-16,0.9353613293936022
2020-09-17,0.935067351568332
2020-09-18,0.9337206326618595
2020-09-21,0.9352065191274775
2020-09-22,0.9380160391327869
2020-09-23,0.9366973944050134
2020-09-24,0.9357155960974638
2020-09-25,0.9391942384327928
2020-09-28,0.9396177467105267
2020-09-29,0.9401887975805463
2020-09-30,0.9463721931746588
2020-10-01,0.9504836357768807
2020-10-02,0.9496204499280853
2020-10-05,0.9499018425955756
2020-10-06,0.9480769181292242
2020-10-07,0.9546299869535811
2020-10-08,0.9607000809315266
2020-10-09,0.96400324171563
2020-10-12,0.9624889793026897
2020-10-13,0.9587915344210743
2020-10-14,0.9607590446608512
2020-10-15,0.9662350842783792
2020-10-16,0.970176917406152
2020-10-19,0.9659736004473138
2020-10-20,0.9710906302396509
2020-10-21,0.975431247107978
2020-10-22,0.9793573276853984
2020-10-23,0.9791760164973902
2020-10-26,0.9734146507972976
2020-10-27,0.969382797141733
2020-10-28,0.950930990258845
2020-10-29,0.9519613741670699
2020-10-30,0.9505418878359123
2020-11-02,0.9606468515266785
2020-11-03,0.957259166116111
2020-11-04,0.9662660844635474
2020-11-05,0.9645359501286559
2020-11-06,0.9658818247041382
2020-11-09,0.939402605951946
2020-11-10,0.9298712678173016
2020-11-11,0.9358680292670464
2020-11-12,0.9403123860971448
2020-11-13,0.9337948344999846
2020-11-16,0.9266397638869613
2020-11-17,0.9251624601691998
2020-11-18,0.9267353715535002
2020-11-19,0.9267061931986225
2020-11-20,0.9279920670322601
2020-11-23,0.9197189474773848
2020-11-24,0.9098817604963161
2020-11-25,0.914187894589986
2020-11-27,0.915884113743816
2020-11-30,0.9252837637046117
2020-12-01,0.9228937565855099
2020-12-02,0.9197387013387616
2020-12-03,0.9141099537936873
2020-12-04,0.9040095013579452
2020-12-07,0.9095299350249166
2020-12-08,0.9078118237458825
2020-12-09,0.9028649699083172
2020-12-10,0.9007295190402752
2020-12-11,0.9041550584801074
2020-12-14,0.9136453192032088
2020-12-15,0.9104183289122098
2020-12-16,0.9111422070780073
2020-12-17,0.912126182965585
2020-12-18,0.9124208783917833
2020-12-21,0.9163354640058483
2020-12-22,0.921478803729441
2020-12-23,0.9138033389530653
2020-12-24,0.9149052866089831
2020-12-28,0.9133420327292265
2020-12-29,0.9140199135704944
2020-12-30,0.9098963055400148
2020-12-31,0.9093512149794257
2021-01-04,0.9115749682551506
2021-01-05,0.9041683150694871
2021-01-06,0.903660101195415
2021-01-07,0.9038291633228797
2021-01-08,0.9069700283283736
2021-01-11,0.907087729108596
2021-01-12,0.9075217408475353
2021-01-13,0.9088482783884407
2021-01-14,0.9016920355227551
2021-01-15,0.9066402303704069
2021-01-19,0.9048581472431426
2021-01-20,0.9171182608639084
2021-01-21,0.9149391959706649
2021-01-22,0.9112859699225797
2021-01-25,0.9137983398845138
2021-01-26,0.9157029644482476
2021-01-27,0.9066160139002089
2021-01-28,0.9078010806360769
2021-01-29,0.9091457100784186
2021-02-01,0.906106377645242
2021-02-02,0.9041302873606635
2021-02-03,0.9022595633060007
2021-02-04,0.8978239798772542
2021-02-05,0.8945774048769838
2021-02-08,0.8954437746889361
2021-02-09,0.8958049843606919
2021-02-10,0.8958222752416533
2021-02-11,0.8967172594655869
2021-02-12,0.8988717378991146
2021-02-16,0.899426699603882
2021-02-17,0.8993667808445273
2021-02-18,0.8936782479872348
2021-02-19,0.8962294730998298
2021-02-22,0.8875972670163649
2021-02-23,0.8827225313675316
2021-02-24,0.8776127824448458
2021-02-25,0.8816945243335105
2021-02-26,0.8843838222435851
2021-03-01,0.8814383184705236
2021-03-02,0.879103247385669
2021-03-03,0.8757278091375729
2021-03-04,0.878550465063577
2021-03-05,0.8719516654962643
2021-03-08,0.8759201713262849
2021-03-09,0.8677118932330663
2021-03-10,0.8711671503664724
2021-03-11,0.8664524704861927
2021-03-12,0.87004045476877
2021-03-15,0.8655219302342625
2021-03-16,0.8620331002103903
2021-03-17,0.8671403843367624
2021-03-18,0.8638067535907142
2021-03-19,0.8597642338890681
2021-03-22,0.8530353124815074
2021-03-23,0.8487889207338877
2021-03-24,0.856746156415067
2021-03-25,0.8596925258654492
2021-03-26,0.864378128081558
2021-03-29,0.8630068910428426
2021-03-30,0.8641156449399123
2021-03-31,0.86012866685548
2021-04-01,0.8650855013803636
2021-04-05,0.8610230803922645
2021-04-06,0.8599040589096822
2021-04-07,0.859367598651112
2021-04-08,0.856755413588824
2021-04-09,0.8576434179909587
2021-04-12,0.8559818190924889
2021-04-13,0.8583930790091764
2021-04-14,0.8606154013234304
2021-04-15,0.862838272672334
2021-04-16,0.863590871322157
2021-04-19,0.8646227633499453
2021-04-20,0.8663374142924632
2021-04-21,0.8627137800827641
2021-04-22,0.8615442151583357
2021-04-23,0.8608404009936063
2021-04-26,0.8605038571567162
2021-04-27,0.8565655385514266
2021-04-28,0.8566568002366388
2021-04-29,0.8571391809155839
2021-04-30,0.8591965097029208
2021-05-03,0.860775284326585
2021-05-04,0.860713921419416
2021-05-05,0.859740738495667
2021-05-06,0.8622124567684275
2021-05-07,0.8624419204969374
2021-05-10,0.8740013070812143
2021-05-11,0.8679646522155676
2021-05-12,0.8607010607730381
2021-05-13,0.872314942171693
2021-05-14,0.8728827595185856
2021-05-17,0.8741066093743233
2021-05-18,0.8699407962955857
2021-05-19,0.8665085354015636
2021-05-20,0.8721250488947302
2021-05-21,0.8725819560821643
2021-05-24,0.8721203932821482
2021-05-25,0.8682553398271774
2021-05-26,0.8670631290308798
2021-05-27,0.8657354173556691
2021-05-28,0.8658792121656373
2021-06-01,0.860731938583275
2021-06-02,0.8659314391614638
2021-06-03,0.8722816178562042
2021-06-04,0.8745783223903348
2021-06-07,0.8692282279645116
2021-06-08,0.8661879786864874
2021-06-09,0.867269941143476
2021-06-10,0.8698006726910934
2021-06-11,0.8703717026241591
2021-06-14,0.8680559871957546
2021-06-15,0.8705088841744072
2021-06-16,0.866339372877113
2021-06-17,0.8657406383573222
2021-06-18,0.8590534239643923
2021-06-21,0.868151323565516
2021-06-22,0.8676771189312309
2021-06-23,0.863315014213054
2021-06-24,0.863155530836866
2021-06-25,0.8686841136896425
2021-06-28,0.8676224175117122
2021-06-29,0.8648192574963262
2021-06-30,0.8663960331661221
2021-07-01,0.8717752907024959
2021-07-02,0.8745363303046269
2021-07-06,0.872249857062853
2021-07-07,0.8675586534753393
2021-07-08,0.8723871077527919
2021-07-09,0.8671245066768167
2021-07-12,0.8642891691218305
2021-07-13,0.8661706110465066
2021-07-14,0.869245990428896
2021-07-15,0.8670064444722708
2021-07-16,0.8683214147027775
2021-07-19,0.8706486109231488
2021-07-20,0.866751079175476
2021-07-21,0.8687017413818378
2021-07-22,0.86894350749265
2021-07-23,0.8708773026531506
2021-07-26,0.870932201706269
2021-07-27,0.8728613513818858
2021-07-28,0.8742422350801164
2021-07-29,0.8741765950916732
2021-07-30,0.8789367539633254
2021-08-02,0.8791617737281651
2021-08-03,0.8792052357591812
2021-08-04,0.879836057257293
2021-08-05,0.8769977579607379
2021-08-06,0.8751639883739833
2021-08-09,0.8735090537718777
2021-08-10,0.8737279439066687
2021-08-11,0.8753899492274385
2021-08-12,0.8728016460821487
2021-08-13,0.875646742211459
2021-08-16,0.8778154284519452
2021-08-17,0.8785968132755896
2021-08-18,0.8812967970177322
2021-08-19,0.8877059677594885
2021-08-20,0.8881623273009
2021-08-23,0.8843250264472938
2021-08-24,0.8749322489847772
2021-08-25,0.8725146154048532
2021-08-26,0.8712936250789538
2021-08-27,0.869342444745161
2021-08-30,0.8746283671352455
2021-08-31,0.8740664257050055
2021-09-01,0.8737755777655962
2021-09-02,0.874616140967016
2021-09-03,0.875293845286511
2021-09-07,0.8710892952876474
2021-09-08,0.8751409066188274
2021-09-09,0.8698726053837367
2021-09-10,0.8702905495168544
2021-09-13,0.8617286295887838
2021-09-14,0.8642045053113693
2021-09-15,0.8610596020510348
2021-09-16,0.8605986178766346
2021-09-17,0.861091116783686
2021-09-20,0.8651118664438301
2021-09-21,0.8674178567211365
2021-09-22,0.8616370818293455
2021-09-23,0.8576997488893405
2021-09-24,0.852604103325788
2021-09-27,0.8386499673158814
2021-09-28,0.8321152326275907
2021-09-29,0.8391841767698182
2021-09-30,0.8409027786126343
2021-10-01,0.8399757979284406
2021-10-04,0.8361560571790025
2021-10-05,0.8362802877803307
2021-10-06,0.8388636846455078
2021-10-07,0.8392864419864098
2021-10-08,0.8385880787365693
2021-10-11,0.8381659169344758
2021-10-12,0.8400463283623151
2021-10-13,0.8410549795191856
2021-10-14,0.8417400793685715
2021-10-15,0.8408558426306428
2021-10-18,0.839899834577649
2021-10-19,0.8413782810191497
2021-10-20,0.8438444380893307
2021-10-21,0.8459235001932555
2021-10-22,0.847795880907906
2021-10-25,0.8472898852711254
2021-10-26,0.8476552905876393
2021-10-27,0.8480817731900243
2021-10-28,0.8505623714624412
2021-10-29,0.8522785730104736
2021-11-01,0.8502710133632282
2021-11-02,0.8505262940184621
2021-11-03,0.8485248641246523
2021-11-04,0.8385433052095301
2021-11-05,0.8543770889970933
2021-11-08,0.8582696212925941
2021-11-09,0.8552763432135542
2021-11-10,0.8567819142490415
2021-11-11,0.8527227175207839
2021-11-12,0.8505841273052132
2021-11-15,0.849938279556679
2021-11-16,0.8426869521577801
2021-11-17,0.8358033984911848
2021-11-18,0.8316270967706716
2021-11-19,0.8224278683153725
2021-11-22,0.8299816275606513
2021-11-23,0.8385630228747005
2021-11-24,0.8384074528048604
2021-11-26,0.8205469504177275
2021-11-29,0.8171202787404425
2021-11-30,0.8096960406819045
2021-12-01,0.8045261300801972
2021-12-02,0.8152374920295883
2021-12-03,0.8135926244269168
2021-12-06,0.8123896798534784
2021-12-07,0.8127457425610921
2021-12-08,0.8126171477280208
2021-12-09,0.8126355274653978
2021-12-10,0.8127942407411148
2021-12-13,0.8119565962281035
2021-12-14,0.8118811559001264
2021-12-15,0.8126818404774425
2021-12-16,0.8137807405975963
2021-12-17,0.8112155091302093
2021-12-20,0.8125974582825608
2021-12-21,0.8120118770316109
2021-12-22,0.8130201351843082
2021-12-23,0.8126089301560371
2021-12-27,0.8139638640735571
2021-12-28,0.8137517920961466
2021-12-29,0.8138098867400764
2021-12-30,0.8136316100874371
2021-12-31,0.8140172673660184
2022-01-03,0.8135286098679547
2022-01-04,0.8154458414193605
2022-01-05,0.819826369396264
2022-01-06,0.8191918856187955
2022-01-07,0.827884834599939
2022-01-10,0.8329027394914783
