Total Return (%),Annualised Return (%),Annualised Vol (%),Sharpe Ratio,Max Drawdown (%),Calmar Ratio,Hit Rate (%),Skewness,Excess Kurtosis,Total Trading Days
221.55,15.35,11.22,1.368,-12.12,1.267,53.4,0.174,3.066,2000
