date,return
2020-01-31,0.005872393636687567
2020-02-29,-0.007569690962043629
2020-03-31,0.0006814402298760402
2020-04-30,0.02039526687761728
2020-05-31,-0.02836529531412324
2020-06-30,-0.05371838742112889
2020-07-31,0.018827795739825293
2020-08-31,-0.015260849174290936
2020-09-30,0.006489788484320691
2020-10-31,0.004405977575551834
2020-11-30,-0.02657234200252412
2020-12-31,-0.017219094671450663
2021-01-31,-0.00022599068173212444
2021-02-28,-0.027236434776442553
2021-03-31,-0.02742605052020597
2021-04-30,-0.0010837415243544202
2021-05-31,0.007777851035530636
2021-06-30,0.000596874244379153
2021-07-31,0.014474582427824956
2021-08-31,-0.005541158947283242
2021-09-30,-0.03794179265680164
2021-10-31,0.01352807326503025
2021-11-30,-0.04996316190157957
2021-12-31,0.005336850456221676
2022-01-31,0.012781151068014474
2022-02-28,-0.01944514428925448
2022-03-31,0.014081068121504892
2022-04-30,0.01891263324590753
2022-05-31,0.010177719334839574
2022-06-30,-0.027860586740553472
2022-07-31,0.03844556764997997
2022-08-31,-0.0038773582673705675
2022-09-30,-0.0056538550097301465
2022-10-31,-0.033580574046733425
2022-11-30,0.032734074496091115
2022-12-31,-0.00560397259493528
2023-01-31,0.008382508914844378
2023-02-28,-0.010652203286163009
2023-03-31,0.002985103622860752
2023-04-30,-0.0002802489266980901
2023-05-31,-0.017670825648096855
2023-06-30,0.019487452066556443
2023-07-31,0.030588403841720124
2023-08-31,0.015527431035713857
2023-09-30,0.008819839404423213
2023-10-31,0.014382623159895358
2023-11-30,0.009242839618652354
2023-12-31,0.024304363081546043
2024-01-31,-0.0021505388706769546
2024-02-29,-0.003869415454710756
2024-03-31,-0.0016540779642728598
2024-04-30,0.000130067500809794
2024-05-31,-0.030052049208186382
2024-06-30,0.025148464669853432
2024-07-31,-0.051692480201807944
2024-08-31,-0.01881896326286736
2024-09-30,0.007762540332045598
2024-10-31,0.01303591923972447
2024-11-30,-0.03114961153999163
2024-12-31,-0.008008021133102505
