date,return
2019-12-31,0.0007173726413252245
2020-01-01,0.0009825163353569043
2020-01-02,-0.00425334037666074
2020-01-03,0.00023826306850166978
2020-01-06,0.0009855791577380426
2020-01-07,-0.0013521298664402306
2020-01-08,0.0007243280518695319
2020-01-09,-0.000781129806676432
2020-01-10,-0.0007335089476040032
2020-01-13,-0.0016953816667746192
2020-01-14,-0.0037672665047717006
2020-01-15,-0.0015310394501615477
2020-01-16,-0.0003113433625120624
2020-01-17,-0.001213609698892948
2020-01-20,0.0006959513365256536
2020-01-21,-0.00032014501586872493
2020-01-22,0.0012415990927313952
2020-01-23,-0.0028014994895516356
2020-01-24,0.00012171632684439225
2020-01-27,0.0012757328278694162
2020-01-28,-0.0003400749018678731
2020-01-29,-0.00027280247508214213
2020-01-30,0.0004180178651025742
2020-01-31,-0.001976783072604254
2020-02-03,0.0025121394354553515
2020-02-04,0.0004436000904475707
2020-02-05,0.0021397276277934974
2020-02-06,0.00033631923461356893
2020-02-07,0.00013679986019729396
2020-02-10,-0.0019298060191367513
2020-02-11,0.001222722357904826
2020-02-12,0.001285229329647041
2020-02-13,0.0011041766286540712
2020-02-14,0.00034509742494576585
2020-02-17,-0.0016895055787495
2020-02-18,0.0006243156247277442
2020-02-19,0.0002001527162747288
2020-02-20,-0.0012260882492996464
2020-02-21,-0.0012518544143060024
2020-02-24,-0.001314783382589553
2020-02-25,0.001298986613009295
2020-02-26,0.00033122102775355383
2020-02-27,-0.0015190095103490846
2020-02-28,0.001899248918761772
2020-03-02,-0.0022797768084351607
2020-03-03,-0.00020369690784531583
2020-03-04,0.00023532294492711005
2020-03-05,0.0001823998408150498
2020-03-06,-0.0026666257765245067
2020-03-09,0.0026157997544283356
2020-03-10,-0.0008099500951747558
2020-03-11,-0.0018403609680804566
2020-03-12,0.00023772715244257099
2020-03-13,-0.0012243179450184324
2020-03-16,-0.0015763203987278639
2020-03-17,-0.0004386106801501963
2020-03-18,0.0002976047023620408
2020-03-19,-0.0015383795932577857
2020-03-20,0.0012756050227146578
2020-03-23,-0.0021308946599937137
2020-03-24,-0.0019334160093584028
2020-03-25,-0.0003227680136094251
2020-03-26,0.0017540208935332051
2020-03-27,0.0006993926402853012
2020-03-30,-0.00028141916632416796
2020-03-31,0.0007336768085202177
2020-04-01,0.0007472329774829947
2020-04-02,0.0023395130297738744
2020-04-03,7.293835209857885e-05
2020-04-06,0.001357239995758346
2020-04-07,-0.0022759916016764268
2020-04-08,9.900530805050326e-05
2020-04-09,0.0008931640237816817
2020-04-10,0.0020631377307274695
2020-04-13,0.0006300183145527303
2020-04-14,0.00014994498852116014
2020-04-15,0.001428522625959551
2020-04-16,0.0037008447098192355
2020-04-17,-0.0003668258103501305
2020-04-20,5.650422671448779e-05
2020-04-21,-0.00017680223120753033
2020-04-22,-0.0007310917564104577
2020-04-23,0.0006255650308130176
2020-04-24,0.002483394826237673
2020-04-27,0.0008484026632334729
2020-04-28,0.002737068065335637
2020-04-29,-0.0024446344625814356
2020-04-30,0.0009641398320690104
2020-05-01,0.0005895775642591329
2020-05-04,-0.001021706841950799
2020-05-05,0.0009818112392426489
2020-05-06,-0.0012026795795533787
2020-05-07,0.0007976035914243322
2020-05-08,-0.0037573879229597946
2020-05-11,-0.00012950191826374983
2020-05-12,0.002741770009562617
2020-05-13,-0.0017821903456175505
2020-05-14,0.002057363781381901
2020-05-15,0.0011592095568943375
2020-05-18,-0.003405572083005843
2020-05-19,-0.0004961388207357057
2020-05-20,0.0006396389589121469
2020-05-21,0.0011583644292879843
2020-05-22,0.0014190477250873989
2020-05-25,-0.00025966855163655854
2020-05-26,-0.0008233595596795562
2020-05-27,-0.0007911036852860489
2020-05-28,0.00035246055651306406
2020-05-29,-0.0011707644572096188
2020-06-01,-0.0009635782505320727
2020-06-02,0.0004432892347075742
2020-06-03,0.0020636696782913152
2020-06-04,-0.0006337070198520459
2020-06-05,0.0016765996138198695
2020-06-08,0.0005538522724841804
2020-06-09,0.0006857402636262953
2020-06-10,0.0006850199370753774
2020-06-11,-0.0020898359923301013
2020-06-12,-0.0007099606201242995
2020-06-15,0.00017916733948145953
2020-06-16,-0.0006807482813485647
2020-06-17,-0.00046199480306073013
2020-06-18,0.0005398480378465657
2020-06-19,3.0096164548453037e-05
2020-06-22,-0.00028248640092057477
2020-06-23,-6.133351134203163e-05
2020-06-24,-0.00033050460396912186
2020-06-25,-0.0006734662904399336
2020-06-26,-0.0003470426183895825
2020-06-29,-0.0005401340422730514
2020-06-30,-0.0009672797572465602
2020-07-01,-0.00025498069019429313
2020-07-02,-0.0003532491348536646
2020-07-03,-0.00011584254535835612
2020-07-06,-0.00032856521412712137
2020-07-07,0.0025126301405184195
2020-07-08,0.000957232398374769
2020-07-09,-0.001635849695233309
2020-07-10,0.002151872505853254
2020-07-13,-0.0010362820901277446
2020-07-14,0.0001596067007297351
2020-07-15,-2.7114297689556882e-05
2020-07-16,8.06584980774017e-05
2020-07-17,0.0027491017460094407
2020-07-20,-0.0027372355177475304
2020-07-21,0.003390885025898216
2020-07-22,0.0014243904631347098
2020-07-23,0.0015069134751107657
2020-07-24,-0.00015351994823720812
2020-07-27,-0.0007427059605586484
2020-07-28,-0.0012439116644757306
2020-07-29,-0.0012743108717988966
2020-07-30,0.0008817566880201518
2020-07-31,-0.0035065839469586857
2020-08-03,0.0010350540363243009
2020-08-04,0.0007523925260004631
2020-08-05,0.0013520681633141906
2020-08-06,-0.00022677313590457255
2020-08-07,0.0032651764551477336
2020-08-10,-0.0019037554204775207
2020-08-11,8.436658548947625e-05
2020-08-12,0.0009549447743159075
2020-08-13,-0.0005848984358612935
2020-08-14,-0.0007053447903296511
2020-08-17,0.0013736047205979319
2020-08-18,-0.0007102865643930085
2020-08-19,0.0005209032658905548
2020-08-20,0.0016499462719297975
2020-08-21,-0.00045667410701174366
2020-08-24,-0.0015846717173398355
2020-08-25,-0.0008092626471018559
2020-08-26,0.0007646845954502994
2020-08-27,-0.0008790494750837837
2020-08-28,-0.0012864150918109225
2020-08-31,0.001736298473518838
2020-09-01,0.0007624591340103628
2020-09-02,-0.0001278711207307775
2020-09-03,-0.001778841300932311
2020-09-04,0.0017259588009101961
2020-09-07,0.00014215533919005477
2020-09-08,0.0011973099941807897
2020-09-09,-0.003101522134916074
2020-09-10,0.0012332531882174927
2020-09-11,-0.00029836166410791284
2020-09-14,0.0003430098626550948
2020-09-15,0.0021943176586072264
2020-09-16,0.001244127054811657
2020-09-17,0.00015168132429689733
2020-09-18,0.004204574899326825
2020-09-21,-0.001083038868377736
2020-09-22,-0.00010747092043300099
2020-09-23,0.0008826277013835639
2020-09-24,0.00013292166171010697
2020-09-25,-0.0007722554578295295
2020-09-28,0.003098322171655356
2020-09-29,0.00031083861854757733
2020-09-30,0.0009667561019192839
2020-10-01,0.0008195060940350266
2020-10-02,0.002369755561102863
2020-10-05,0.001047589811304572
2020-10-06,0.001408052474626305
2020-10-07,0.002078993712103548
2020-10-08,0.0024832932046938484
2020-10-09,-0.00011623951645393678
2020-10-12,-0.0008589396891988669
2020-10-13,-1.5391343343425482e-06
2020-10-14,0.0009343393525961757
2020-10-15,-0.0004250531538974745
2020-10-16,-7.99672995754768e-06
2020-10-19,0.0008963899572326749
2020-10-20,-0.002158722650558842
2020-10-21,-0.001680330713806284
2020-10-22,0.0002087664582496955
2020-10-23,0.002753912690914517
2020-10-26,-0.0008897452943069921
2020-10-27,-0.0024725430963150404
2020-10-28,-0.0002821951869707516
2020-10-29,-0.0006783953430650469
2020-10-30,0.0003611315985156765
2020-11-02,2.5641672649205775e-05
2020-11-03,-0.0029840626357309666
2020-11-04,0.0004384694809419511
2020-11-05,0.0014249809718799211
2020-11-06,0.001502687972794412
2020-11-09,0.0017252781227037677
2020-11-10,-0.0017146484685655172
2020-11-11,-0.0010536518967337702
