date,OOS NAV
2020-04-24,0.9948035823217691
2020-04-27,0.995647576330405
2020-04-28,0.9983727315159078
2020-04-29,0.9959320751299424
2020-04-30,0.9968922929136104
2020-05-01,0.997480038243495
2020-05-04,0.9964609060637122
2020-05-05,0.9974392425807513
2020-05-06,0.9962396427718543
2020-05-07,0.9970342470888484
2020-05-08,0.9932880026500595
2020-05-11,0.9931593699483279
2020-05-12,0.9958823845235684
2020-05-13,0.9941075325524998
2020-05-14,0.9961527733847723
2020-05-15,0.9973075231998068
2020-05-18,0.9939111205406258
2020-05-19,0.9934180026493646
2020-05-20,0.9940534315063437
2020-05-21,0.9952049076422125
2020-05-22,0.9966171509023981
2020-05-25,0.9963583607702872
2020-05-26,0.9955379995890803
2020-05-27,0.9947504258087632
2020-05-28,0.9951010360974353
2020-05-29,0.9939360071730399
2020-06-01,0.9929782720541073
2020-06-02,0.9934184486324072
2020-06-03,0.9954685361627053
2020-06-04,0.9948377007632971
2020-06-05,0.9965056452682104
2020-06-08,0.9970575621843855
2020-06-09,0.9977412846999283
2020-06-10,0.9984247573719909
2020-06-11,0.9963382133784014
2020-06-12,0.9956308524825778
2020-06-15,0.9958092370135228
2020-06-16,0.9951313415868748
2020-06-17,0.9946715960786988
2020-06-18,0.9952085675881435
2020-06-19,0.9952385195489537
2020-06-22,0.9949573782015089
2020-06-23,0.994896353971868
2020-06-24,0.9945675361464082
2020-06-25,0.9938977284372477
2020-06-26,0.9935528035671594
2020-06-29,0.9930161518751569
2020-06-30,0.9920556274528293
2020-07-01,0.9918026724242303
2020-07-02,0.9914523189882508
2020-07-03,0.9913374666280178
2020-07-06,0.9910117476210228
2020-07-07,0.9935017936077033
2020-07-08,0.9944528057123881
2020-07-09,0.9928260303932396
2020-07-10,0.9949624654311383
2020-07-13,0.9939314036478627
2020-07-14,0.9940900417599505
2020-07-15,0.994063087706628
2020-07-16,0.9941432673422766
2020-07-17,0.9968762683343109
2020-07-20,0.9941475832058266
2020-07-21,0.9975186233592521
2020-07-22,0.9989394793731644
2020-07-23,1.0004447947354518
2020-07-24,1.0002912065023497
2020-07-27,0.999548284260986
2020-07-28,0.9983049344909871
2020-07-29,0.9970327836595948
2020-07-30,0.997911923984762
2020-07-31,0.9944126620516384
2020-08-03,0.9954419328912668
2020-08-04,0.9961908959616417
2020-08-05,0.9975378139566548
2020-08-06,0.9973115991784004
2020-08-07,1.0005679975304833
2020-08-10,0.9986631607816283
2020-08-11,0.9987474145825576
2020-08-12,0.9997011632069748
2020-08-13,0.9991164395602863
2020-08-14,0.9984117179847097
2020-08-17,0.9997831410336337
2020-08-18,0.9990730085012509
2020-08-19,0.9995934288942424
2020-08-20,1.001242704345692
2020-08-21,1.0007854627277828
2020-08-24,0.9991995463098733
2020-08-25,0.9983909314400435
2020-08-26,0.999154385605553
2020-08-27,0.9982760794673589
2020-08-28,0.9969918820529382
2020-08-31,0.9987229575358573
2020-09-01,0.9994844429771763
2020-09-02,0.9993566377812999
2020-09-03,0.9975789409196537
2020-09-04,0.9993007210723367
2020-09-07,0.9994427770052936
2020-09-08,1.000639419830814
2020-09-09,0.9975359145211391
2020-09-10,0.9987661288680838
2020-09-11,0.9984681353438201
2020-09-14,0.9988106197617899
2020-09-15,1.0010023275423376
2020-09-16,1.0022477016199625
2020-09-17,1.0023997238786178
2020-09-18,1.00661438859673
2020-09-21,1.0055241860884114
2020-09-22,1.0054161214786148
2020-09-23,1.0063035295988494
2020-09-24,1.0064372891361884
2020-09-25,1.0056600624466898
2020-09-28,1.0087759213153167
2020-09-29,1.0090894878291223
2020-09-30,1.0100650312488637
2020-10-01,1.0108927856973438
2020-10-02,1.0132883544979288
2020-10-05,1.0143498650540144
2020-10-06,1.0157781228916405
2020-10-07,1.0178899192220245
2020-10-08,1.020417638341555
2020-10-09,1.0202990254886932
2020-10-12,1.01942265016085
2020-10-13,1.019421081132448
2020-10-14,1.0203735663654163
2020-10-15,1.019939853362879
2020-10-16,1.0199316971792987
2020-10-19,1.0208459537097134
2020-10-20,1.0186422304267089
2020-10-21,1.0169305746005428
2020-10-22,1.0171428755948881
2020-10-23,1.0199439982684622
2020-10-26,1.0190365078955461
2020-10-27,1.016516896213056
2020-10-28,1.0162300400374702
2020-10-29,1.015540634310826
2020-10-30,1.0159073781234522
2020-11-02,1.015933427687884
2020-11-03,1.0129018187059304
2020-11-04,1.0133459452406237
2020-11-05,1.0147899439305232
2020-11-06,1.0163148565741804
2020-11-09,1.0180682823620066
2020-11-10,1.0163226531407594
2020-11-11,1.015251802849584
2020-11-12,1.0160304813939658
2020-11-13,1.0162806995054987
2020-11-16,1.0175731866843176
2020-12-17,1.016625062596278
2020-12-18,1.015025838120007
2020-12-21,1.016341672250908
2020-12-22,1.0172675277665673
2020-12-23,1.0188672063405204
2020-12-24,1.0198623022334772
2020-12-25,1.0185473681278716
2020-12-28,1.0213837443491398
2020-12-29,1.0243861502934357
2020-12-30,1.0236997428358816
2020-12-31,1.0218904186729325
2021-01-01,1.020743524024992
2021-01-04,1.0226094945797746
2021-01-05,1.0231833721985748
2021-01-06,1.02621479788761
2021-01-07,1.0245568996200856
2021-01-08,1.022595230133195
2021-01-11,1.0219594413025128
2021-01-12,1.0218910755593975
2021-01-13,1.0221563346406561
2021-01-14,1.0213877623009913
2021-01-15,1.0222587330814463
2021-01-18,1.0245158324538441
2021-01-19,1.0245451024154502
2021-01-20,1.022622443736371
2021-01-21,1.0214746517825128
2021-01-22,1.0234381643115733
2021-01-25,1.0246397098717697
2021-01-26,1.027765530822745
2021-01-27,1.0253477507872677
2021-01-28,1.023710860346584
2021-01-29,1.0234730202260118
2021-02-01,1.0204187176889612
2021-02-02,1.0195943495550348
2021-02-03,1.0211099143484066
2021-02-04,1.0235900139259309
2021-02-05,1.0206099346611937
2021-02-08,1.021366485923975
2021-02-09,1.0247576872911401
2021-02-10,1.0250560825905013
2021-02-11,1.025593682133615
2021-02-12,1.025328090781884
2021-02-15,1.028165197655278
2021-02-16,1.0283955445930453
2021-02-17,1.0283279944650585
2021-02-18,1.0282441562658626
2021-02-19,1.0300840325832363
2021-02-22,1.0312510330975697
2021-02-23,1.0299414729808167
2021-02-24,1.0292390098272175
2021-02-25,1.027962658459814
2021-02-26,1.0259809995725215
2021-03-01,1.0255018916225969
2021-03-02,1.0227299955758578
2021-03-03,1.0216939311762319
2021-03-04,1.0198126485419472
2021-03-05,1.0193268692221347
2021-03-08,1.020316781465322
2021-03-09,1.0221275346908207
2021-03-10,1.021475115509589
2021-03-11,1.020002449684912
2021-03-12,1.021855794922107
2021-03-15,1.0230235699732129
2021-03-16,1.0255038660115483
2021-03-17,1.026056630054871
2021-03-18,1.0282970515966325
2021-03-19,1.0322196416690772
2021-03-22,1.031740408255532
2021-03-23,1.0324574298743474
2021-03-24,1.0310308688956975
2021-03-25,1.0331766518281917
2021-03-26,1.0333663215526676
2021-03-29,1.0326631777575632
2021-03-30,1.032389560458395
2021-03-31,1.0346727239884452
2021-04-01,1.0345399617865054
2021-04-02,1.0331040154804407
2021-04-05,1.0315333855816458
2021-04-06,1.0311049843998514
2021-04-07,1.0301236372887452
2021-04-08,1.0288383431429748
2021-04-09,1.0294108895238596
2021-04-12,1.030056616414187
2021-04-13,1.0276869257756673
2021-04-14,1.02783715406183
2021-04-15,1.031803583033406
2021-04-16,1.0317943633727613
2021-04-19,1.0313154507814406
2021-04-20,1.0312406809229961
2021-04-21,1.0300166051083068
2021-04-22,1.0308383839978859
2021-04-23,1.032451052689026
2021-04-26,1.033311960100826
2021-04-27,1.0332424345842064
2021-04-28,1.03444531798493
2021-04-29,1.0334824200157293
2021-04-30,1.0327176353118777
2021-05-03,1.032123368794729
2021-05-04,1.0339103110765893
2021-05-05,1.0329826212216158
2021-05-06,1.0298719963159204
2021-05-07,1.028250504988862
2021-05-10,1.0292759148667159
2021-05-11,1.0301704691443518
2021-05-12,1.0313777672293896
2021-05-13,1.0321217637681683
2021-05-14,1.0304567182252609
2021-05-17,1.0306368685065521
2021-05-18,1.0321030993700668
2021-05-19,1.0309818092984966
2021-05-20,1.0340665810820748
2021-05-21,1.0335764886611616
2021-05-24,1.032896667962007
2021-05-25,1.0339559617540126
2021-05-26,1.0378866719908366
2021-05-27,1.037192706714133
2021-05-28,1.037031336944047
2021-05-31,1.0357327480323157
2021-06-01,1.0357731289325387
2021-06-02,1.0342061167657475
2021-06-03,1.0335635249357191
2021-06-04,1.0322773187674004
2021-06-07,1.0287241605348232
2021-06-08,1.0287629410015593
2021-06-09,1.0276405286761254
2021-06-10,1.0298859914354201
2021-06-11,1.0316537832178554
2021-06-14,1.0318811066900229
2021-06-15,1.0322433151744814
2021-06-16,1.0350847586140364
2021-06-17,1.0340979448244774
2021-06-18,1.0352218937474456
2021-06-21,1.037683036928189
2021-06-22,1.0368340099076243
2021-06-23,1.0354940837666302
2021-06-24,1.0349430354666296
2021-06-25,1.036312763030251
2021-06-28,1.0371387066664959
2021-06-29,1.0394962688364002
2021-06-30,1.0393337087328958
2021-07-01,1.037972823991741
2021-07-02,1.0356410944220475
2021-07-05,1.037930829665727
2021-07-06,1.0388502080407715
2021-07-07,1.0366810514884424
2021-07-08,1.0350577362111524
2021-07-09,1.0352237709813807
2021-07-12,1.03319460079074
2021-07-13,1.02802679960756
2021-07-14,1.0272910217318363
2021-07-15,1.0253009160472002
2021-07-16,1.0261532767111716
2021-07-19,1.0260854955414471
2021-07-20,1.0240882369212172
2021-07-21,1.0229280025098257
2021-07-22,1.0201022803353939
2021-07-23,1.01904539276837
2021-07-26,1.0191299152971192
2021-07-27,1.0181745761337389
2021-07-28,1.0190641937261917
2021-07-29,1.0182611347735315
2021-07-30,1.019190940057348
2021-08-02,1.0183547478517128
2021-08-03,1.017070904816517
2021-08-04,1.0150067932426812
2021-08-05,1.0155941716685644
2021-08-06,1.014971925732806
2021-08-09,1.0162019213056612
2021-08-10,1.0147181525837354
2021-08-11,1.0128775684178883
2021-08-12,1.013946496041845
2021-08-13,1.0143767894714566
2021-08-16,1.0162998419986082
2021-08-17,1.0145171053085504
2021-08-18,1.01486039182787
2021-08-19,1.0172394730679923
2021-08-20,1.017595910043562
2021-08-23,1.0204345253216485
2021-08-24,1.0224502472593655
2021-08-25,1.0239281496713817
2021-08-26,1.0239267362641853
2021-08-27,1.0247022456013055
2021-08-30,1.0240935491644336
2021-08-31,1.0239648005844475
2021-09-01,1.0228478172429405
2021-09-02,1.0231872666469763
2021-09-03,1.0220157994853913
2021-09-06,1.0215465728271547
2021-09-07,1.0202721305838607
2021-09-08,1.0211733706582282
2021-09-09,1.018611392893842
2021-09-10,1.017127825834588
2021-09-13,1.017177645920621
2021-09-14,1.0174579002452933
2021-09-15,1.016445174101388
2021-09-16,1.0167595923546673
2021-09-17,1.0175916270670629
2021-09-20,1.0205273277784517
2021-09-21,1.0223588604781244
2021-09-22,1.0216059789342415
2021-09-23,1.0190981874597291
2021-09-24,1.019524139911907
2021-09-27,1.0210446541321543
2021-09-28,1.0203047594013863
2021-09-29,1.020815458345973
2021-09-30,1.0195854262763226
2021-10-01,1.0188209587775523
2021-10-04,1.0172592293076992
2021-10-05,1.0157858448062642
2021-10-06,1.0153653151054636
2021-10-07,1.0138950141487324
2021-10-08,1.0147478026518921
2021-10-11,1.0161842600792212
2021-10-12,1.016867200606953
2021-10-13,1.0165933565346315
2021-10-14,1.0156796636352392
2021-10-15,1.0171481285668669
2021-10-18,1.0193024950795364
2021-10-19,1.020374764547708
2021-10-20,1.0183901858275857
2021-10-21,1.0177197427855988
2021-10-22,1.0183364172449194
2021-10-25,1.0190493694888305
2021-10-26,1.0182668959074543
2021-10-27,1.016581434790672
2021-10-28,1.0174256440892977
2021-10-29,1.0178883030316261
2021-11-01,1.0176870888372749
2021-11-02,1.0195264756233975
2021-11-03,1.018680552856202
2021-12-06,1.018953985068675
2021-12-07,1.0197706123968346
2021-12-08,1.0207501138125687
2021-12-09,1.0223526370753804
2021-12-10,1.0208024383052632
2021-12-13,1.0230212473979163
2021-12-14,1.0229431023371582
2021-12-15,1.0219343325972636
2021-12-16,1.0202753449349973
2021-12-17,1.0216750687822989
2021-12-20,1.0203509665443684
2021-12-21,1.0209621785916398
2021-12-22,1.022247928325957
2021-12-23,1.0226820653618562
2021-12-24,1.0222025180117498
2021-12-27,1.021563973542946
2021-12-28,1.021480806731842
2021-12-29,1.022315706359305
2021-12-30,1.021174293300757
2021-12-31,1.0185705169520556
2022-01-03,1.0201854675613728
2022-01-04,1.0194803453926051
2022-01-05,1.0202864451737184
2022-01-06,1.0195162734213945
2022-01-07,1.017861775995904
2022-01-10,1.0195698663422361
2022-01-11,1.0209603149682367
2022-01-12,1.020700148704947
2022-01-13,1.01970657708541
2022-01-14,1.019717829785094
2022-01-17,1.0209374739110162
2022-01-18,1.0209202442685106
2022-01-19,1.0222766313437832
2022-01-20,1.0204943634117116
2022-01-21,1.024130330486193
2022-01-24,1.025181314173006
2022-01-25,1.024126997304504
2022-01-26,1.0254963132337502
2022-01-27,1.0290726424647632
2022-01-28,1.0307327930745607
2022-01-31,1.028495547327133
2022-02-01,1.0280401625112574
2022-02-02,1.0296899972397011
2022-02-03,1.030391949337792
2022-02-04,1.0307340620061256
2022-02-07,1.028095030109347
2022-02-08,1.0300743880327685
2022-02-09,1.0310340130728286
2022-02-10,1.0327592124162193
2022-02-11,1.0323145793101276
2022-02-14,1.0322804406480166
2022-02-15,1.0318531494251202
2022-02-16,1.0307983012918975
2022-02-17,1.0296425270515532
2022-02-18,1.0298839704833276
2022-02-21,1.0307159652946538
2022-02-22,1.0326795161667583
2022-02-23,1.033808183521837
2022-02-24,1.0369993019331782
2022-02-25,1.0340819812015898
2022-02-28,1.0308712919935477
2022-03-01,1.0342470474642156
2022-03-02,1.0347703411281437
2022-03-03,1.034910774370846
2022-03-04,1.0343824671880737
2022-03-07,1.0343995617310782
2022-03-08,1.0361084929309403
2022-03-09,1.0368527303743127
2022-03-10,1.0375919333483279
2022-03-11,1.036460035683766
2022-03-14,1.0359223241584363
2022-03-15,1.0350165951355592
2022-03-16,1.033979838897799
2022-03-17,1.0347822484347506
2022-03-18,1.033910370746689
2022-03-21,1.033108993144996
2022-03-22,1.0341477409555018
2022-03-23,1.0331602038254746
2022-03-24,1.0315113549219812
2022-03-25,1.030924681883477
2022-03-28,1.0291256296641285
2022-03-29,1.0320208772933988
2022-03-30,1.033947785956099
2022-03-31,1.03483152381435
2022-04-01,1.0349680863674344
2022-04-04,1.0347507453035676
2022-04-05,1.0329847098617473
2022-04-06,1.0340000472781392
2022-04-07,1.035563165047443
2022-04-08,1.033098378752785
2022-04-11,1.029937212198096
2022-04-12,1.0269246247574417
2022-04-13,1.0254256862789544
2022-04-14,1.024671402525597
2022-04-15,1.0256630280205548
2022-04-18,1.0258319181788604
2022-04-19,1.0247511846396695
2022-04-20,1.0263135559957386
2022-04-21,1.0249325907213378
2022-04-22,1.0255019313010247
2022-04-25,1.0224979285400564
2022-04-26,1.0227138057050376
2022-04-27,1.0216039781204536
2022-04-28,1.0240339414454067
2022-04-29,1.0205512490793598
2022-05-02,1.0208031469715089
2022-05-03,1.020011469297113
2022-05-04,1.0237458769060017
2022-05-05,1.0259958001238774
2022-05-06,1.0254640722016537
2022-05-09,1.024716189690719
2022-05-10,1.0230904259797406
2022-05-11,1.023229915582282
2022-05-12,1.0224260061131871
2022-05-13,1.021702423779499
2022-05-16,1.0240117616692699
2022-05-17,1.0231760055373091
2022-05-18,1.0224376121978804
2022-05-19,1.0222208554495007
2022-05-20,1.0229440557488303
2022-05-23,1.020936602238314
2022-05-24,1.0209313740215955
2022-05-25,1.0204649911838848
2022-05-26,1.021751015781193
2022-05-27,1.020716933412906
2022-05-30,1.0216687191042582
2022-05-31,1.018797214028255
2022-06-01,1.0198411544498946
2022-06-02,1.0193401567751372
2022-06-03,1.0218116629072984
2022-06-06,1.0213144532000653
2022-06-07,1.0232841247973423
2022-06-08,1.0243943685531498
2022-06-09,1.0253961367658777
2022-06-10,1.0258891324657664
2022-06-13,1.0274964867208758
2022-06-14,1.028421319426735
2022-06-15,1.0285443220434058
2022-06-16,1.029410327961779
2022-06-17,1.0291324211922082
2022-06-20,1.026497015716114
2022-06-21,1.0261180152658507
2022-06-22,1.0258732131810344
2022-06-23,1.0268788866858916
2022-06-24,1.0258572160015111
2022-06-27,1.0256839784297636
2022-06-28,1.0250580799612183
2022-06-29,1.023820231360255
2022-06-30,1.0253209575959872
2022-07-01,1.0260718882145614
2022-07-04,1.0250747115816863
2022-07-05,1.0237587762251796
2022-07-06,1.0238825990289784
2022-07-07,1.0240920574728571
2022-07-08,1.0233786285939381
2022-07-11,1.024655185726406
2022-07-12,1.0252114752957084
2022-07-13,1.025165434611567
2022-07-14,1.026336213887845
2022-07-15,1.0247046522008019
2022-07-18,1.02194094304357
2022-07-19,1.0223302559137375
2022-07-20,1.022938917195731
2022-07-21,1.0215674019818957
2022-07-22,1.021673304184905
2022-07-25,1.0213458410127811
2022-07-26,1.022556962670777
2022-07-27,1.02215061679506
2022-07-28,1.0232542684324313
2022-07-29,1.0229206057729068
2022-08-01,1.0209950997610735
2022-08-02,1.0226531003324508
2022-08-03,1.023644235821125
2022-08-04,1.0238267443556772
2022-08-05,1.0230783046389371
2022-08-08,1.0242135528514213
2022-08-09,1.0248818378148274
2022-08-10,1.0255993033813087
2022-08-11,1.0266782871926898
2022-08-12,1.026942203292131
2022-08-15,1.0245396521067869
2022-08-16,1.0236317890912578
2022-08-17,1.0254841272020152
2022-08-18,1.0246778832242653
2022-08-19,1.0255840559926739
2022-08-22,1.024350057500166
2022-08-23,1.0229716720291069
2022-08-24,1.023487649527554
2022-08-25,1.0220828403800288
2022-08-26,1.0240934052816983
2022-08-29,1.0229772299912256
2022-08-30,1.0252316930193481
2022-08-31,1.0249108563778457
2022-09-01,1.0227445147993586
2022-09-02,1.0200758336580698
2022-09-05,1.0196023621112298
2022-09-06,1.0200611659332126
2022-09-07,1.020612181547991
2022-09-08,1.0195189709745203
2022-09-09,1.020096974233512
2022-09-12,1.020301960057231
2022-09-13,1.0185102020413392
2022-09-14,1.0208530135466942
2022-09-15,1.0198945059291953
2022-09-16,1.0198285771034743
2022-09-19,1.0190578558543302
2022-09-20,1.017517649469004
2022-09-21,1.0165609295922156
2022-09-22,1.0182994902008125
2022-09-23,1.0168567068922343
2022-09-26,1.0163247801707311
2022-09-27,1.0167566045931018
2022-09-28,1.0141508098819283
2022-09-29,1.0139308427055234
2022-09-30,1.0149050531383608
2022-10-03,1.014399534883543
2022-10-04,1.0139979976407796
2022-10-05,1.0148723460101459
2022-10-06,1.0140983867814441
2022-10-07,1.012675991872309
2022-10-10,1.0106887594592566
2022-10-11,1.0098447026010937
2022-10-12,1.0095650070575146
2022-10-13,1.009459919509334
2022-10-14,1.0102894149949204
2022-10-17,1.0113505677830505
2022-10-18,1.012112604232782
2022-10-19,1.0118113219388336
2022-10-20,1.0124804517057897
2022-10-21,1.0136765542500268
