date,IC
2022-05-09,0.09370914283657134
2022-05-16,0.16245453781815128
2022-05-23,-0.1828204432817731
2022-05-30,-0.10652097008388034
2022-06-06,-0.026080232320929285
2022-06-13,0.21290830763323054
2022-06-20,0.43553358213432847
2022-06-27,-0.17150171000684
2022-07-04,-0.35630955323821295
2022-07-11,0.05261329845319381
2022-07-18,-0.2001299845199381
2022-07-25,-0.299066348265393
2022-08-01,0.22078456313825257
2022-08-08,-0.012469873879495517
2022-08-15,-0.2241138564554258
2022-08-22,0.0674442057768231
2022-08-29,-0.01891639566558266
2022-09-05,0.10314271657086628
2022-09-12,0.2699452077808311
2022-09-19,0.25648988995955985
2022-09-26,0.3110506522026088
2022-10-03,-0.35801269605078423
2022-10-10,-0.16658735434941738
2022-10-17,-0.09506649226596907
2022-10-24,0.16719369277477109
2022-10-31,-0.12035865743462973
2022-11-07,0.0889312037248149
2022-11-14,0.10794667178668714
2022-11-21,0.2508695474781899
2022-11-28,-0.06399951999807998
2022-12-05,-0.3821221364885459
2022-12-12,0.3047109788439154
2022-12-19,0.09308101232404929
2022-12-26,-0.027663662654650617
2023-01-02,0.15155993423973696
2023-01-09,0.15337760551042204
2023-01-16,-0.1764313297253189
2023-01-23,-0.055890559562238255
2023-01-30,0.02591443965775863
2023-02-06,0.2769015876063504
2023-02-13,-0.1171682766731067
2023-02-20,0.07455793023172091
2023-02-27,-0.34629901719606876
2023-03-06,-0.3358943035772143
2023-03-13,-0.09671990687962752
2023-03-20,0.05697632390529562
2023-03-27,-0.21780346321385285
2023-04-03,0.0241937287749151
2023-04-10,0.27807260029040115
2023-04-17,0.17046173784695137
2023-04-24,0.29544818979275916
2023-05-01,0.16174317497269985
2023-05-08,-0.2845668342673371
2023-05-15,0.3324352177408709
2023-05-22,0.06810363241452966
2023-05-29,0.3159641438565754
2023-06-05,0.3328808515234061
2023-06-12,-0.23164403057612226
2023-06-19,0.14074923499693998
2023-06-26,0.1302072408289633
2023-07-03,0.3387231468925876
2023-07-10,-0.056830403321613286
2023-07-17,0.1549148596594386
2023-07-24,0.28449224196896783
2023-07-31,0.23388247152988612
2023-08-07,-0.19456004224016896
2023-08-14,0.23574007896031587
2023-08-21,-0.07602280009120037
2023-08-28,-0.04086947547790191
2023-09-04,0.18728465313861256
2023-09-11,-0.37470485881943527
2023-09-18,0.48426846507386034
