Total Return (%),Annualised Return (%),Annualised Vol (%),Sharpe Ratio,Max Drawdown (%),Calmar Ratio,Hit Rate (%),Skewness,Excess Kurtosis,Total Trading Days
-10.0,-2.68,2.86,-0.939,-10.99,-0.244,46.46,0.038,-0.042,975
